,pretty_comp,et_c33
88,TiBeHg,75.6
89,Yb(MnSi)2,174.0
90,Rb2NaMnF6,76.6
91,B2Ru,516.9
92,NiMoO4,279.7
93,K4BeP2,49.3
94,VSe,148.9
95,MgTiPO5,191.5
96,Cu2HgI4,28.1
97,Na3SbS4,46.2
98,BaCo2Cl,81.9
99,ErInCu2,126.3
100,Ba2Cd,22.4
101,Ho(SiRh)2,264.3
102,BaPd2,106.2
103,Er2TeO6,347.4
104,NbGaRu2,365.5
105,MgSiP2,82.6
106,BeTl2Cr,74.8
107,Dy2PbS4,137.2
108,Na4BePd,29.7
109,BeVP4,37.0
110,Li8PtO6,164.1
111,TcF6,30.7
112,YbAg,67.5
113,CdPd(CN)6,87.8
114,Sc3SnC,227.7
115,PrSm3,53.8
116,CuMoF6,387.1
117,TiZn(BiO3)2,83.5
118,Ba4CaPt,5.5
119,RbAuO,60.4
120,USb2Ru,166.6
121,HoErZn2,91.9
122,YBrO,42.8
123,Cd(CO2)2,164.2
124,KTeOF3,56.4
125,Ba(BiO2)4,61.7
126,Be2BO3F,150.1
127,BeCo2Te,210.6
128,BeNbCd,162.6
129,KCrS2,100.6
130,MnBe2,388.0
131,BeAgW,195.9
132,Mg2SiO4,334.6
133,GaGeRu2,346.0
134,NpSe,198.5
135,TiMo2As,157.1
136,YAgSe2,64.0
137,NaBeO3,157.9
138,KY3,26.6
139,CeAl3Ni2,212.2
140,Tb2Tl,97.0
141,K2Pb2O3,43.9
142,K5CuAs2,48.6
143,CoGe,203.1
144,InAgSe2,56.9
145,K2PtCl4,27.4
146,CaCd,50.4
147,Dy(GeRu)2,207.9
148,RbMnTe2,30.1
149,UC2,630.5
150,ZnPdF6,98.0
151,EuS,181.1
152,UCr2O6,255.5
153,AgBiTe2,67.1
154,TaAl3,265.4
155,Ba(CuO)2,155.5
156,RuRh3,439.6
157,Ag3AuS2,44.7
158,TbH3,98.9
159,UGa5Ni,177.0
160,P4S3,20.5
161,UCoAs2,169.3
162,KCl,51.0
163,TmBrO,28.9
164,ScGe2,166.8
165,Ho2In,106.3
166,Sr(MnGe)2,74.9
167,VFeRu2,217.7
168,KBe2BO3F2,26.2
169,GaNiRh2,225.2
170,Be2FeSi,436.3
171,CrPS4,27.8
172,Zn3N,92.6
173,Mg2V2O5,211.1
174,RbSbBrF3,38.3
175,BeMo4Os,297.2
176,TlCl2,22.4
177,CaBeZn2,85.1
178,BaThO3,224.3
179,KC,37.8
180,LiAuO2,216.4
181,Tb(SiRu)2,224.6
182,Tm2CdHg,90.7
183,LiYb2Tl,42.3
184,SmIn2Rh,98.7
185,TmH3(CO2)3,150.3
186,Ba2YGa,16.4
187,ZrSiS,213.2
188,PbSO3,98.9
189,BaTi4Br,8.0
190,MgMoH2O5,100.0
191,TbFe2,141.0
192,TaBeCr,250.9
193,CaMn2(Si2O)2,194.5
194,Ba2Zn3(AsO)2,79.7
195,HoSi2,131.3
196,Al2Pd,151.1
197,RbYO2,152.8
198,BiSI,26.0
199,TiInAu2,129.8
200,Rb3Al,6.8
201,Ba2HoNbO6,294.4
202,NaMgAs,69.0
203,Te(HO)6,18.5
204,Pm2AgSn,81.1
205,Na3ClO,79.0
206,Ga3PO7,276.2
207,HoTe,177.0
208,FeCu2SnS4,80.8
209,K2SiAs2,47.5
210,Li(CuP)2,188.7
211,PrClO,111.2
212,MnBe2Cl,37.8
213,YbCrO4,227.1
214,BaMg2Fe,53.9
215,Li8HfO6,200.3
216,DyFeSi,136.3
217,Sr2CaIrO6,216.3
218,HoTaO4,292.5
219,ZrP2,263.9
220,TbH3(CO2)3,142.5
221,Rb3MgH5,29.8
222,TaGaNi2,208.4
223,K3Zn2F7,103.8
224,SmCuO2,245.8
225,Sr(CoP)2,109.5
226,YbCd3,51.5
227,NaPmTe2,114.0
228,MnSnRh2,72.8
229,CaPd3O4,271.0
230,Ca5B3O9F,143.1
231,ErSnAu,111.4
232,Na2LiBe2F7,70.3
233,NpGa5Co,191.5
234,Li2InSb,4.2
235,Pr(FeGe)2,155.6
236,Dy(CuO2)2,376.9
237,MgVSF5,41.2
238,KCrCl3,53.3
239,Sc2TcAu,179.1
240,Ni2Mo,406.9
241,Na2BeCl,13.2
242,KEuS2,72.5
243,Er2AgRu,144.0
244,CaClF,71.6
245,NaBi2AuO5,134.0
246,Li5Mn2Co3,208.1
247,CoSbS,253.5
248,KB6,355.2
249,WSeS,0.5
250,BeSbBr2,53.9
251,KBe2Tc,108.2
252,U2Ti,318.2
253,UOs2,243.8
254,ThNi5,268.4
255,Ca3PbN,64.3
256,KNa2Bi,29.3
257,RbGeCl3,19.1
258,CaTlF3,102.9
259,Tm3AlN,211.4
260,NaHg2IO2,49.0
261,ZrFeP,304.6
262,TbBr,40.4
263,Be2RuPb,236.4
264,BaAgAs,66.5
265,NaTbS2,69.1
266,YGa2,112.9
267,Tm2AgHg,104.1
268,RbHoO2,158.1
269,Sc3AlC,221.1
270,UBC,321.7
271,Cu2SnSe4,44.6
272,PtSe2,29.8
273,Er2Si2O7,208.1
274,Cr(BH)6,26.3
275,HfGaCo2,191.9
276,RbBS3,29.9
277,YbF3,158.8
278,Na2PtS2,54.0
279,PrCd,63.5
280,TaTiMn2,397.0
281,HfC,527.2
282,NaCdAs,78.4
283,LiDyS2,73.0
284,CaGaSiH,71.2
285,YBi2IO4,82.7
286,ThTe,166.2
287,PdCl2,20.2
288,CrBr3,24.1
289,UB2Rh2C,342.2
290,NbSiAs,287.5
291,BaTePb,6.5
292,FeCuO2,487.7
293,MnI2,12.9
294,SiC3,43.6
295,SrBiClO2,132.8
296,U(SiPt)2,248.9
297,MnAsPd2,97.7
298,BeGa2Fe,243.7
299,RbZnF3,114.1
300,RbNO2,42.6
301,Mg(CuN)2,70.3
302,Ba2CrBi,39.1
303,BaTlBi,23.6
304,KHgAs,27.2
305,CaBeCd2,65.4
306,K2NaInP2,45.9
307,CaTaBe,133.8
308,SmP5,133.5
309,Yb(SiAg)2,143.7
310,BaH4O3,36.2
311,EuMgH4,109.2
312,CeCo2,176.6
313,TlBiTe2,40.8
314,SmPPt,150.9
315,YSnPd2,132.3
316,ZrNCl,34.9
317,Dy(MnSi)2,218.2
318,BaAg2,42.0
319,Ho(MnGe)2,188.0
320,K3BAs2,32.5
321,Ga2HgSe4,53.7
322,TmB2,357.7
323,Mn2P2O7,158.9
324,HfBeBi,69.5
325,MoCl3O,42.2
326,CaB2Rh3,390.9
327,As2Pt,289.1
328,TbTiGe,147.8
329,BeCo2P,307.9
330,Zr2Be2Ga,212.7
331,Tl2O,28.7
332,BaHf2Ru,78.8
333,LuNiBi,166.1
334,Hg(BiS2)2,73.8
335,Be2SnBr,31.9
336,UTeP,109.1
337,ScCu,133.2
338,Hg2SeO4,44.7
339,Sc2GaIr,166.4
340,Li2SnBi,103.8
341,KTiBe2,70.2
342,HoC2,502.2
343,ThSn3,89.1
344,GeI2,27.5
345,NaMgF3,160.9
346,BaY2O4,198.4
347,PaTe2Au,84.9
348,Nb3Sn,259.0
349,MnSi,328.1
350,Y(GeRu)2,203.3
351,YbSi2,81.1
352,RbPb2Br5,24.8
353,VCu3S4,95.3
354,FeBr2,16.9
355,Ga2FeS4,53.6
356,NbIO2,37.8
357,NaAlO2,266.9
358,CaBeCd,83.3
359,Sr(GaTe2)2,65.7
360,Ba3BiAs,60.0
361,KNdTe4,35.0
362,Te2Mo3S4,2.6
363,Sm(GeRu)2,196.4
364,LiNpIr2,102.3
365,Ni(AgO)2,172.4
366,PrBi2ClO4,85.7
367,TmAl2Ni,155.7
368,Y(CrSi)2,242.8
369,NbFe3,148.3
370,SeCl,18.3
371,Bi2SeO2,104.7
372,Th(FeSi)2,213.6
373,Rb2NaVF6,89.5
374,NaAsRh2,106.6
375,AlBi,58.8
376,ZrPd2,257.8
377,NdCuSn,87.7
378,Na2CdCl4,37.7
379,HoSnPd2,135.4
380,Fe3C,294.0
381,ErSiRh,179.2
382,RbErO2,163.0
383,SbTeClO3,45.0
384,LiBH4,22.8
385,Rb2PtF6,44.3
386,InFe2CuSe4,65.3
387,DyZn,89.4
388,Nb3Se4,159.6
389,NaZr2MnF,141.4
390,Ta2Co,361.0
391,Ba2TiTe,28.9
392,NbTlBr4O,42.6
393,ZrSO,287.8
394,TbP,214.6
395,BaSi,72.5
396,YPd3,183.3
397,CrTe2,43.9
398,K2ZnTe2,39.4
399,Te2Pt,47.7
400,Mg3ZnC,124.0
401,PaC2,636.1
402,TiInNi2,182.4
403,Be2ZnSi,201.2
404,BeTl2Fe,50.1
405,DyTiClO3,132.2
406,Ti3Ga,117.0
407,Au7I,264.1
408,Rb2MgCl4,49.5
409,CaGe,99.6
410,Li2Se,69.4
411,Nb3CoS6,175.4
412,Al8Mo3,242.9
413,SmNi2,158.4
414,ZrVSi,309.4
415,Zn(CrN)2,38.0
416,SrHBr,45.9
417,TiBe2Cr,186.8
418,Li2AlNiO4,206.5
419,NaSr2Tl,31.2
420,Zn2Sb2O5,126.2
421,LiBe2Sb,194.0
422,NdTiGe,102.6
423,BaSn2(HO2)2,39.4
424,TlI3,24.8
425,GaFeNi2,242.8
426,K2BeTe,40.9
427,KSiH3,29.2
428,Bi4Te7Pb,37.0
429,NpOsO3,453.2
430,MgMnBe2,148.3
431,ZrSe3,46.5
432,YTlCd,38.0
433,Pr3CuSiS7,111.6
434,CrGaFe2,312.6
435,SmB6,464.3
436,TiAsPd2,148.9
437,Cu3PS4,119.7
438,Sm3Zn,68.1
439,CoBiO3,102.3
440,Mg(NiN)2,93.2
441,GaAg(PSe3)2,31.3
442,Ba2YTi,18.1
443,BeNbFe,142.8
444,Si2SnO6,202.9
445,LiAgF2,108.2
446,Li7BiO6,179.0
447,Be2TcIr,354.9
448,U(SiIr)2,366.7
449,Yb3InC,52.6
450,Li2US3,76.1
451,Li2WS4,16.5
452,BP,449.6
453,CeGeAu,102.6
454,YAs,136.2
455,TiBe2Pt,182.8
456,KNdTe2,42.6
457,CuP2,123.8
458,Sb2S3,33.7
459,Ti3PO2,275.4
460,AgCl,69.0
461,Li2PmAl,79.3
462,FeAs2,337.2
463,YSc4Be,52.4
464,PmBiPd2,98.9
465,NaN3,92.8
466,KCrP2S7,31.1
467,P4PtF2,18.4
468,MnP,240.7
469,Nd2Ta2Cl2O7,237.6
470,CaBeNb,118.1
471,Cd3(BO3)2,191.4
472,ScGaRh2,261.1
473,Li7VN4,223.3
474,KHCO2,38.8
475,NpMn3,263.7
476,ThH2,65.9
477,Nd2TeS2,82.4
478,S3(NO)2,17.7
479,BeFe4Mo,269.3
480,Sr2BeRu,82.8
481,NbCrSe5,90.8
482,BaTi2Ga,52.9
483,Tm2CoIr,199.9
484,LiCaAs,75.8
485,BaMg(CO3)2,86.8
486,Ba2NaCu,23.7
487,MnInPd2,133.9
488,Rb2Sn2O3,49.0
489,BaTeBr,5.8
490,GeMo3,423.6
491,KBaHg,3.4
492,MgSiN2,535.2
493,RbNaS,39.2
494,TiFe2Sb,191.7
495,Mo2C,476.6
496,BeOs2Cl,58.6
497,ScP,125.0
498,BePdCl,79.3
499,Ta2FeAs,164.6
500,TiPtPb,119.1
501,CrC,566.1
502,VCl2,27.2
503,Li2CaPb,58.1
504,YBeMo,157.8
505,KBe2Fe,45.5
506,ZnCoPO5,223.0
507,UFeC2,205.1
508,NaBF4,79.1
509,YbAgGe,90.5
510,UCl4,47.8
511,SrBeCu,124.6
512,MnPH6NO5,71.2
513,TmAlAg2,109.5
514,Ba3SbAs,63.1
515,Sm3GaC,150.8
516,AgBiSCl2,112.2
517,Ca(MnN)2,245.0
518,Rb2MgH4,23.6
519,BeP4Ru,64.9
520,Lu2OsPd,186.6
521,YbSb2,82.0
522,BeInHg,60.7
523,K2BeRe,47.6
524,Be2PCl,64.5
525,SrSbPt,59.0
526,TiZnF4,184.0
527,KZnF3,133.5
528,KBa2Pd,25.7
529,HoCuO2,287.5
530,CeScGe,133.9
531,TlSbS2,63.6
532,BaRh2Se,132.2
533,Na4BeW,39.4
534,BaNiO3,242.1
535,RbSnF3,19.9
536,Ba2ScCr,13.3
537,YTaBe2,164.4
538,TePb,59.2
539,Mg(BH4)2,25.0
540,CaZnGe,58.3
541,ZrBe2Pd,134.2
542,ScH2,172.2
543,UGe2,174.0
544,Rb2NaErF6,83.3
545,ZnAgF3,143.3
546,Li2BeBi,82.4
547,YPO4,356.1
548,IF7,21.4
549,Ca2MgBe,48.9
550,Ba4NaSn,16.5
551,LiCaSb,54.2
552,CrSe2,39.0
553,IrO2,624.1
554,BeVSe,267.5
555,Nd3In,69.5
556,NaBiSe2,88.4
557,ZrRh3,317.9
558,Be2NbPb,248.1
559,NpGa3,138.7
560,BaSr2Sb,13.8
561,BaS2,59.4
562,NbAgO3,393.7
563,NpB6,472.0
564,CaGa2,39.6
565,Sr2BeGa,22.1
566,NdVO3,316.4
567,ScIn3,86.7
568,MgRe3,339.6
569,ScTlS2,106.4
570,Be2SnSe,35.2
571,Si2O5,270.5
572,ZrBe2Ni,182.7
573,Tl2SiS3,45.0
574,TaTeBr9,27.0
575,DyCuSn,122.8
576,YRh5,364.3
577,TiCrO4,184.8
578,VGaNi2,188.7
579,K3V,8.2
580,Al3Fe,211.4
581,PmBr3,72.6
582,TbCuS2,135.7
583,Na2BeFe,51.1
584,NdTmMg2,54.7
585,Na2SiO3,120.1
586,RbNdTe2,45.5
587,Pr3Ag,56.0
588,DyMnSi,70.6
589,MnNi2Sn,115.9
590,Li3PO4,134.4
591,RbH3O2,54.2
592,PrZnSbO,84.3
593,TiHg,146.2
594,DyRh,158.8
595,InBr3,23.6
596,MnSbPd,139.2
597,SiSnO3,293.2
598,Mg3H4O5,75.2
599,Na2CdHg,21.5
600,LuP5,149.8
601,Li3LaP2,130.1
602,K(CoSe)2,58.5
603,Sr2HN,63.2
604,Ti2CuS4,137.5
605,Ba(ZnP)2,93.9
606,DyMn2,157.4
607,RbLiCl2,35.9
608,USe2,134.8
609,Tm3InC,122.1
610,TiZn,132.6
611,KSO2F,40.4
612,SmCd3,76.7
613,Ba2HfS4,118.5
614,LiPd,104.1
615,Pt3PbC,188.6
616,Ti2MnAl,165.1
617,NaMnBe,115.5
618,Ba4CaV,15.9
619,NaAg2,73.0
620,LiPaPt2,164.8
621,YBe2V,118.8
622,Cu3PSe4,97.7
623,Th(SiNi)2,219.9
624,BaSi2Rh,103.7
625,Cd(HO)2,26.4
626,CrCoTe,148.9
627,SrP,84.8
628,KAlO2,140.4
629,InFeCo2,107.5
630,NaNbSe2,113.3
631,Ca4BeP,16.3
632,Si3As4,97.8
633,MgSbPt,130.6
634,Ba(PrS2)2,131.9
635,Fe8N,135.3
636,Na5LiN2,50.1
637,Dy5Si3,120.6
638,VSnO4,399.1
639,Yb3GaC,48.4
640,ZnFeF4,138.6
641,NdNiC2,264.4
642,BeSe,144.5
643,KVP2S7,32.2
644,HfZnCo2,233.7
645,SiF4,14.7
646,FeSnRh2,244.4
647,CaC2,238.5
648,DyBi2ClO4,90.4
649,RbBa3,9.6
650,IF3,36.8
651,K3CrO4,47.5
652,KSmTe2,44.8
653,Ti3Nb,162.3
654,MnAlPt2,91.2
655,V2ZnO6,67.7
656,ZrCuSi2,182.3
657,ZnSbF6,73.9
658,Dy(CrSi)2,245.8
659,ZrVAs,92.6
660,LaAlO3,352.4
661,K2NaCuF6,88.1
662,Ba4YTe,13.1
663,CaMoF6,50.5
664,Ba2CrBr,22.2
665,NiAs,202.1
666,Ca(AsO3)2,147.8
667,Li4FeN2,138.3
668,PmTm3,64.4
669,CeSiHRu,112.1
670,KPrGeSe4,34.7
671,LiTaO3,272.1
672,Mn2BeFe,308.2
673,Te2O5,71.3
674,TiZnO2,175.2
675,Sr2As,96.1
676,BeV2Cu,232.9
677,Rb2NaCrF6,96.6
678,BeNiCl,52.4
679,Ce(CoP)2,107.8
680,TaGaPt,149.6
681,NiTeO4,110.7
682,KNdO2,117.2
683,NaBeV2,153.4
684,AsRu2Se,17.4
685,MnNbGe,223.1
686,FeCu2SnS4,86.4
687,Zr6Al2Fe,162.1
688,Tl(NiSe)2,52.8
689,Ba4YOs,16.8
690,SbCl3,21.9
691,K2NaInAs2,41.1
692,Li2CaGeO4,86.5
693,TbNbO4,267.3
694,NaSbS2,85.2
695,YInCu2,124.8
696,CdCo2As,94.9
697,PrHg,74.1
698,Ba2InClO3,103.4
699,MgCr,1.5
700,Al2RuRh,360.7
701,SrTaBe2,135.1
702,Ba2TlV,32.4
703,DyHg,93.5
704,Cu3SbS4,100.7
705,ScGaO3,218.3
706,BeFeBr2,29.3
707,Cr2FeSe4,119.4
708,YLuZn2,97.6
709,LiMoO2,323.7
710,Rb2SiS3,45.3
711,Mn3Zn,196.0
712,MnAlF5,287.5
713,TiAsSe,24.1
714,Ba(AgSn)2,83.1
715,AlVNi,123.7
716,Mg2FeH6,169.2
717,KAuBr4,31.0
718,Al2CoIr,277.4
719,Ca2ScBe,44.6
720,RuSe2,307.6
721,CePRuO,154.6
722,Li4Cr3FeO8,220.2
723,PuSi2,154.2
724,MgAs4,86.3
725,LiCrS2,95.9
726,VIr3,534.8
727,TiTc,352.3
728,TbTl3,69.4
729,Yb(AlSi)2,98.4
730,CaBiClO2,96.8
731,ScAu2,227.1
732,TiB2,446.7
733,TlI,25.6
734,Pr2CdSe4,98.9
735,BeCr2Tc,386.8
736,NdAg,75.5
737,KDyS2,77.6
738,TaAlPt,142.1
739,Sm2PbSe4,127.0
740,Ba4YTi,21.1
741,Sm(SiOs)2,234.6
742,Sr2FeCuSO3,125.2
743,Cd2P3Cl,80.0
744,Ba2HgCl,31.5
745,BrF3,45.1
746,Pr(CoGe)2,149.3
747,Ce(CuGe)2,141.9
748,U(FeSi)2,315.1
749,TiZnSiO5,165.5
750,SmNiAs,147.1
751,KAuSe2,93.5
752,KBaTi,4.4
753,Tb2Ti2S2O5,189.6
754,Mn(Sb2O)2,258.3
755,BaTlSb,26.0
756,CrCoGe,266.6
757,Sn2IF3,37.6
758,BeFePt2,259.0
759,BaCdP2,91.3
760,Mo2AsP,184.0
761,NaNiIO6,59.0
762,Li2V(OF)2,156.5
763,Sr2BeP,44.3
764,TiAlRh2,177.6
765,MgCoGe,158.5
766,AlNiF5,316.9
767,UB2C,409.4
768,Al2HgSe4,54.5
769,FeNiN,491.3
770,BaGaW2,65.6
771,NpSn3,90.4
772,Hf3Te2,47.5
773,Dy6FeSb2,93.5
774,CdSiP2,76.3
775,Ba4SnBr,13.7
776,SF4,18.0
777,CuNiSb2,142.0
778,Li8PbO6,159.4
779,KH,35.1
780,BaSrNb,2.3
781,PuN,268.8
782,KMgBi,36.0
783,BeCuRh2,254.6
784,BaTe2,48.0
785,CuAsPbO4,57.8
786,Y2Si2O7,194.3
787,ThCoC2,304.3
788,Sc2AlIr,163.8
789,Li2DyIn,82.5
790,K2FeCu(CN)6,40.9
791,BaBrCl4,16.1
792,Cr(FeSe2)2,105.4
793,BaTa2Be,95.7
794,Ca3N2,178.1
795,ScNi2,201.2
796,Ge2Os,295.3
797,TiSb,133.0
798,BePbCl2,63.5
799,HoCoSi,118.5
800,Ba2SrW,24.7
801,MnSbAu,47.0
802,Ba4PdW,21.5
803,BaCuCl2,97.1
804,Be2SnMo,36.0
805,BaCaCd,0.8
806,SrBeRh,157.9
807,TiZnO3,246.2
808,BiAsO4,168.0
809,Sm2O3,271.3
810,TbI3,62.8
811,IO2F,50.9
812,ZrBe5,269.2
813,Sr(PIr)2,232.2
814,MgSiAs2,70.2
815,K6HgS4,28.5
816,MgCo3C,404.8
817,BeNbCo4,317.2
818,ZnFe3C,449.1
819,Mg2BeFe,94.3
820,AgTe4Au,85.1
821,RbBr,39.8
822,YbSn,98.5
823,Na6MnS4,45.6
824,CaPdF6,60.2
825,LiGaCl4,26.7
826,Ta2ZnO6,390.7
827,BaGaBO3F2,92.8
828,GaPt3,297.0
829,LiCaCoF6,103.9
830,Na8NO3,98.0
831,KInP2S7,31.0
832,TaBeW2,245.9
833,LuTiSi,190.2
834,Dy(CuSi)2,198.0
835,Na5InO4,91.8
836,Ca2Bi2O5,92.0
837,Na3Be,16.2
838,Tm2AlZn,95.0
839,Yb5Ge3,63.8
840,TaNO,469.7
841,Li3NbS4,33.7
842,Pr3Tl,64.9
843,BeNiSe,45.3
844,Sm2AlNO3,302.0
845,Be2SiW,451.3
846,AlAgSe2,66.4
847,Tm3GaC,138.6
848,Si2Ni,163.9
849,Tm2In,109.2
850,TlGaTe2,64.2
851,BeOs2Ru,397.9
852,Mn(NbS2)3,121.0
853,Zn2NiRh,205.8
854,Mg3BeAl8O6,397.2
855,LiScAs2O7,169.1
856,Na2PHO3,96.3
857,CuAsPt2,159.6
858,DyAg,100.9
859,K2Se3,31.6
860,GaTe,28.8
861,MgAu,109.4
862,NaPN2,167.3
863,Ce3Sn,86.6
864,MnBeV2,327.4
865,Sm2SeO2,185.0
866,PHN2,118.4
867,HfBeSi2,92.9
868,MnAlCo2,130.4
869,MoAs2,264.9
870,TbFeC2,317.8
871,MgBe2In,94.8
872,BaAgBi,81.5
873,Mg6MnO8,264.6
874,TbTl,69.1
875,Ba2H6Ru,84.8
876,Nd2ScSi2,126.4
877,GeC,311.8
878,Li6UO6,158.4
879,K8PO3,48.6
880,Ho(CrSi)2,250.8
881,Dy2Fe2Si2C,205.8
882,OsCl4,97.5
883,Ca2CrSbO6,267.4
884,Sn2PClO4,37.4
885,LiNbIr2,278.0
886,HIO3,47.4
887,Be2CdIr,286.2
888,TiCo3,308.8
889,Tl3SbS3,31.0
890,NaBH4,34.1
891,Pr(CoSi)2,158.8
892,TbTlS2,83.5
893,ErFe2,153.5
894,Np(SiPd)2,215.8
895,LiH,79.9
896,PuRh3,294.3
897,Rb2Al2Sb2O7,57.4
898,Fe2CoGe,166.5
899,ThSb,127.0
900,Pr3Al,68.8
901,Tl2TeCl6,30.0
902,Pb2O3,101.2
903,CeCo2B2C,282.4
904,CaTiSiO5,241.4
905,MgMnF6,106.6
906,NaSi2N3,373.4
907,Ge3N4,352.3
908,LuTaOs2,396.2
909,MnCrRe,232.7
910,NbAl3,259.5
911,PrTlSe2,61.3
912,K2AgAs,39.9
913,DyIn5Rh,114.2
914,NdAl,73.7
915,K2NaAs,31.5
916,Sc2PdPt,179.0
917,La2SO2,161.1
918,Tm(CuSi)2,201.4
919,AgP2,96.6
920,ZrNi3,301.6
921,TiPbO3,306.1
922,ScAlCu2,152.4
923,HoGe,141.1
924,PrSb2Pd,97.0
925,Th2Pd,104.3
926,KSb,30.9
927,Sm(CrSi)2,218.3
928,Ni3(PbSe)2,103.5
929,Li2MnPO4F,111.2
930,Sr2PdO3,254.9
931,UO3,540.5
932,K3ZnPCO7,105.1
933,CaBeGe,124.1
934,SmAg,84.4
935,TaCoSb,265.5
936,BaClF,69.0
937,Sr(GeRh)2,101.1
938,NaScO2,175.6
939,CaCuAs,84.7
940,ScTaO4,308.0
941,Ce3InC,158.7
942,BeCd2Fe,105.1
943,TaOF3,206.7
944,InGaO3,271.2
945,Li5CuSO2,121.6
946,TiN,599.0
947,ScS2,108.9
948,NdCo2,156.4
949,Be2VCl,34.9
950,CoPt,308.3
951,KNaTiO3,185.7
952,NbCu3Te4,62.9
953,YWN3,190.3
954,ErNiSb,191.7
955,SNF,27.5
956,Er2CdS4,89.1
957,CI4,19.7
958,Mn2SiRh,236.7
959,BeCuNi2,207.4
960,U(CrC)4,329.1
961,Yb(MnGe)2,153.1
962,BaBiCl,13.6
963,Nd2SeO2,174.5
964,CrAsPd2,105.0
965,FeSe2,283.4
966,Y2SO2,201.1
967,VGaNi,128.3
968,RbMnBr3,33.5
969,BaMnCr2,48.1
970,SmFeSi,106.1
971,ZnTe,92.0
972,MnNbAs,111.2
973,TiInFe2,256.3
974,ErTl,69.2
975,Cu3(Ge2O)2,339.5
976,Ba4LiSe,3.6
977,ThTaN3,503.0
978,BaLiTi2,65.0
979,Ca2SiO4,307.2
980,HoCuS2,110.8
981,Li2MnSiO5,116.5
982,Sr2FeSO3,132.3
983,SrCa2Be,35.9
984,ScNi2Sn,167.1
985,BaSc2Ta,47.9
986,GeRu,206.1
987,Ce2AlNO3,279.4
988,ScPt3,297.5
989,VFe,263.1
990,YSi2,102.2
991,AgSb2F2,36.3
992,TiBe2Cl,32.1
993,CeNdI4,58.0
994,SiPd,219.7
995,CaMgSi,89.9
996,BeS,160.5
997,AlFe3,197.4
998,AlPt,196.9
999,HoH2ClO2,95.0
1000,Mn2BeOs,270.4
1001,GaAgSe2,62.5
1002,YbPd3,151.0
1003,Ca(MnAs)2,130.0
1004,LiYGe,131.5
1005,Rb3Na(RuO4)2,87.7
1006,NdAu,108.8
1007,TmSeO3F,149.6
1008,TiCdF6,59.6
1009,Ca3Mg,28.9
1010,KGeNO,119.4
1011,Sm3Si,95.8
1012,U2InRh2,161.7
1013,BeBiMo2,158.0
1014,BaZnSn,50.1
1015,Ti2AlMo,202.8
1016,BeB2,286.8
1017,WSe2,0.2
1018,RbBO3,100.0
1019,K2BeZn,12.2
1020,TiGaNi,158.9
1021,TmMgAu2,125.8
1022,HoTmCu2,123.9
1023,SiPdO3,258.1
1024,Pr5AgSe8,123.1
1025,Ca2Sb,96.5
1026,CdGeAs2,71.5
1027,Er(SiRh)2,267.6
1028,NdMg3,59.3
1029,LiCe2HO3,264.2
