,pretty_comp,dfpt_piezo_max_dielectric
111,Ba(BSe3)2,15.99786923
112,CuRhO2,12.76164097
113,Te2W,16.49082447
114,NaAuC2,7.589662427
115,K2Te,5.769511053
116,Zr2SN2,25.67877288
117,K6MnSe4,7.338504173
118,Li(CN)2,6.14258165
119,TlAgI2,18.472399300000006
120,Na4CoO3,12.52642038
121,NaTlO,18.24225694
122,Tm2SO2,13.27713375
123,CaC2,28.67399754
124,Li4MoO5,17.301553100000003
125,MgSiN2,16.57138048
126,H3BrO,5.085367743
127,Sr(MgSb)2,15.83552606
128,RbCaAs,11.9106088
129,CaAlF5,6.163754892999999
130,CrF3,6.833740007
131,K6MgO4,8.894464877
132,Y3GaO6,13.96342687
133,RbNdSe2,13.3087511
134,GeS,21.29236758
135,Na3ClO,15.83411469
136,CoCuO2,15.43971959
137,BH3,2.513369993
138,V2O5,34.002615500000005
139,NaLi2AsO4,5.97810133
140,ErCuSe2,17.23004933
141,CaF2,9.584523613
142,FeCl2,8.833007837
143,YAuO2,11.52648581
144,InSe,20.31347821
145,Rb3TaO8,7.766351512999999
146,CaHBr,8.44348066
147,NbBi3O7,62.826463399999994
148,Ca2Pb,17.9739298
149,TaCu3S4,6.52014851
150,ZrIN,13.04600537
151,Ca2CoSi2O7,11.79139277
152,Tl2SiF6,10.28765938
153,Na2NiO2,8.380769847
154,H2SeO3,6.7349523829999995
155,Ca2YSnO5,18.22882513
156,DyTlS2,22.58458254
157,KCaBr3,41.67086197
158,KTeOF3,7.90041503
159,BaH4O3,9.314363177
160,PrOF,12.70395888
161,DySBr,11.045531
162,K2TiF6,7.3679690970000005
163,PbBrF,37.8786321
164,K3TaF8,5.740685012999999
165,K2AgSb,11.75076165
166,Sr2NCl,14.28848396
167,MoSBr,8.990991272999999
168,Ca2Al2SiO7,9.291554
169,KTbGeS4,9.997159743
170,SrS,25.25483709
171,Dy3BWO9,15.31953546
172,YOF,13.92977581
173,Al2ZnSe4,9.220375253
174,Ba2HfO4,25.18271268
175,GaPO4,4.8052892069999995
176,NaHg2IO2,10.41308948
177,ErF3,10.98872091
178,RbNaO,12.16000682
179,YNiP,19.6601957
180,Ba2AsBr,26.94294986
181,KZnP,12.8303295
182,H7NF4,4.8345074530000005
183,MoSe2,14.37332401
184,LiAlAs2O7,10.99570477
185,Hg2IO,17.80841491
186,Ba(MgP)2,15.988648399999999
187,Ta(TeCl3)2,13.98759885
188,BeSnP2,13.30560423
189,NdCl3,8.440780432999999
190,Na4WO4,8.687460597000001
191,ZrFeTe,36.40219442
192,KMgSb,12.48408312
193,YAgTe2,19.64831908
194,SiH,6.96645488
195,SrSnO3,56.68577362
196,K2H6Pt,5.355898267
197,RbNa2Sb,20.15451606
198,Rb3SbSe3,7.830963443
199,AgBiO2,42.33708262
200,BaS2,9.522749893
201,KAuS,10.23061833
202,ScCuO2,13.25499399
203,Ca(BeP)2,15.54361177
204,RbNaS,7.962096687000001
205,CaF2,7.414179033
206,CdCN2,12.41958427
207,RbF,5.85586378
208,Sr(NdSe2)2,20.46904291
209,Ca(DyS2)2,21.16772267
210,MoWSe4,7.58303643
211,Ag3PS4,10.74040851
212,PICl6,5.77656124
213,Na3BiO4,14.03032766
214,LiCoO2,15.24196958
215,HoBrO,10.57925631
216,CuSe2Br,43.48872911
217,AlTlSe2,28.72786247
218,ZrSO,22.15107282
219,Ca(MgAs)2,15.804999800000004
220,H4NCl,6.285486457
221,Ti(NCl)3,6.31456272
222,CaGaGeH,26.86686275
223,Tl2O,28.46726633
224,ZnCdS2,10.01709024
225,Nd2SeO2,14.24197884
226,LiBeP,15.35101686
227,AlBiO3,53.74271093
228,PrBS3,13.75298068
229,Zn(GaS2)2,9.664400887000001
230,InGeCl3,38.92729318
231,Y3CuSiS7,15.74587725
232,SmTlO2,62.38936358
233,AcClO,13.17402827
234,RbTmO2,14.12984657
235,NdTeF,18.91046423
236,ZnSiAs2,15.79526707
237,SrO2,13.13065085
238,Al2Te5,23.09466752
239,TiFeTe,38.99395435
240,BiF5,7.433009283
241,SrThBr6,10.38026804
242,Tb2PbS4,38.32416405
243,TlI,39.91920758
244,Li2MgBr4,9.373846437000001
245,CrHO2,9.957976417000001
246,HIO3,10.36284713
247,Hg3AsS4Cl,16.91879864
248,BCl2,3.53551788
249,Ba(AgS)2,17.07510804
250,WSeS,6.872206677
251,ZnBr2,11.77560267
252,Rb2PtF6,5.295840173
253,SiGeN2O,6.931339283
254,KMgAs,11.88118348
255,Na2CeO3,23.67841182
256,Nd3SiAgSe7,16.44860901
257,Ca7(HCl)2,10.61146778
258,Hg3(SCl)2,14.01125243
259,Au2S,7.411602867
260,Li4CuSi2O7,7.501892422999999
261,LiVSiO4,8.331967737000001
262,RbLuSe2,12.08280892
263,Zn4P6SN2,8.528000613
264,PBr3,4.732928757
265,Mg(SbO3)2,14.10077386
266,Ba3Si6N4O9,8.65812368
267,ErSCl,11.21346065
268,TmCuSe2,17.1335871
269,XeF2,4.215354893
270,Li3VO3F2,33.844372
271,LiCoO2,15.8871232
272,NaSi2BH2O7,4.87006835
273,AlGa3N4,9.95978489
274,Rb2CaH4,8.622288247
275,LiSiBi3O7,31.26173326
276,AlSeBr7,8.218572992999999
277,Hg(AsO3)2,13.74305183
278,AsBr3,5.30666049
279,TlI,20.49419379
280,RbClO3,5.197195933
281,HgI2,17.57991279
282,ZrNCl,13.72358059
283,Te2Mo3WSe6,11.00896626
284,Ga2Te3,17.52283686
285,In2S3,11.54926805
286,Mg(CN)2,2.9284653769999998
287,LiBC,16.26050158
288,ZnAgF3,92.26010992
289,ZrCl2,9.705045793
290,ZnSnP2,17.98603654
291,TmH3(CO2)3,7.514099963
292,RbBiS2,37.21346
293,Na6P4W,10.45030315
294,ZnWO4,13.83556855
295,UO3,41.07701266
296,HgC2(SN)2,11.42983744
297,SrF2,6.67712491
298,BH5CN2,4.486122793
299,RbScO2,18.52240732
300,SrCl2,7.372219707
301,InPS4,9.521950457
302,PdCl2,6.352067493
303,AlClO,6.874603957000001
304,B4CCl6O,3.22024496
305,NbTl3Se4,18.95523603
306,Mg2PbO4,18.18985212
307,Ba2PCl,15.41187154
308,K2RbSb,15.36511522
309,RbTa(GeO3)3,9.706226317
310,GaP,13.22263016
311,Nd3CuSiS7,14.70526433
312,Cu2SiS3,10.64737051
313,HBr,3.953491787
314,RbScO2,17.90343626
315,MgNiF4,6.5937128529999995
316,KScO2,16.55001742
317,ThI4,10.00772211
318,Al2HgTe4,13.74825415
319,CaTlCl3,42.91647836
320,TlInSe2,30.91850106
321,BaHgS2,15.74738605
322,ThCN,19.77703861
323,Sr(CdP)2,22.68275517
324,BaSe,27.13621435
325,Li2SnTeO6,13.72843358
326,Na4CO4,10.16272827
327,U3H2,17.44041655
328,Na2Te,7.449179707000001
329,NaBeSb,14.11016728
330,Rb2SiF6,4.4979084
331,Mg4H2O5,9.324134713
332,Li3VS4,4.203711103
333,Nd2PbSe4,40.02794974
334,SBr,6.845094127
335,KV3(SeO)2,16.91886083
336,TbBS3,13.70761735
337,TaTl(GeO3)3,12.93074259
338,Li2Se,7.80110755
339,ZnH8(N2Cl)2,7.11806919
340,MnZnF6,7.760582117
341,CuH,13.70412216
342,KrF2,3.471179353
343,LiH2N,6.228778912999999
344,Rb2Pd,11.11721481
345,Ag5P(S2Cl)2,12.13458244
346,SrS,11.08302926
347,CSO,2.83607337
348,Te2Mo,7.118348413
349,RbCaH3,10.07301165
350,LiNiBO3,8.244552677
351,K7NbAs4,12.08300192
352,Zn2GeSe4,11.94292217
353,HCN,3.274008127
354,Li3CrPCO7,7.721993437
355,Ca2BiAsO6,12.52510384
356,ZrFeCl6,9.280179293
357,Pd(SeBr3)2,12.06030934
358,LiHSeO3,6.362604663
359,ZrSnPt,21.7928673
360,SrBiBrO2,13.08856429
361,BeGeN2,9.630861343
362,Li4CoO3F,7.32513907
363,Li3Bi,27.25561427
364,Li2CaHfF8,7.55474533
365,AgBiSCl2,39.75434497
366,Na3Sr3GaP4,16.36262657
367,LiAuC2,8.022217073
368,K6Fe2O5,9.743564357
369,ErClO,8.61777545
370,KYSiS4,9.43200293
371,Al5CuSe8,13.66373831
372,Ba2ClF3,9.570043347
373,TaSbRu,33.29132236
374,Tl2Sn(AsS3)2,18.02868147
375,Li5MnO3F,8.560670573
376,NaNdSe2,15.72492113
377,IrCl3,5.5349690570000005
378,RbSmO2,16.24018668
379,KHoS2,12.04165041
380,RbN3,5.4923907729999994
381,TiOF2,24.2398756
382,MgH4(ClO)2,5.718260623
383,Li2O,7.173231197000001
384,Ca4Cl6O,9.87235403
385,Sr(PrS2)2,19.17504049
386,Li3MnSi2O7,8.64540002
387,LiMgAs,12.6589719
388,KP,10.24088681
389,Na4CO4,10.12780719
390,GaCuI4,7.079788817000001
391,Ho3CuSiS7,15.70367662
392,RbSnF3,25.69599741
393,CaAlH5,15.68810015
394,Ca2Sn,17.51310395
395,CN2,4.839857193
396,CaHfN2,64.65207681
397,Be(CN)2,2.908023907
398,AlAgS2,8.309869903
399,Li2MnBr4,10.66606633
400,CaHCl,10.01646748
401,Pm2O3,20.23969819
402,PbI2,15.44560398
403,Ba2H3I,10.90879564
404,Ba3BPO7,13.60382412
405,CaHI,8.386277267
406,HgPS3,13.83775617
407,Sn(CO2)2,11.48563503
408,SnF4,8.802984183
409,Ba2Ti3Tl2,28.36812432
410,Li2BeSiO4,6.520936132999999
411,RbYO2,14.58026705
412,Li2CuSb,29.33242214
413,CaPdF6,5.509022272999999
414,TlP5,25.36537496
415,GeC,11.20222726
416,PrOF,14.01827005
417,PrBi2BrO4,27.51793387
418,Ca(SmS2)2,20.30562963
419,Rb2TeBr6,7.927065
420,SCl,4.71634314
421,Ce2Dy2O7,21.21080458
422,KLiS,7.864801562999999
423,NdSeF,16.08883827
424,Nd3CuSnS7,16.72726702
425,InCl,32.83837727
426,LiCoS2,14.42818589
427,Na2PtO2,8.701493977
428,SiC,10.39990618
429,LiAlO2,6.115481437000001
430,Ba(MgBi)2,21.42760821
431,KNO3,4.42358116
432,NaSi2N3,8.445976883
433,Al2HgS4,10.631513400000001
434,BH3NF4,5.319445363
435,NaC,5.58799877
436,Ca2NCl,12.95723586
437,Ga2HgS4,12.31628695
438,Mo(WS3)2,10.80724646
439,Sm2AlNO3,30.84074067
440,MoWS4,8.53911325
441,Re3Se4Cl,11.10632573
442,PrCuSO,21.25374664
443,NdSF,15.26382008
444,Ca2YSbO5,22.05844975
445,LiBiB2O5,42.43683598
446,HoAgTe2,19.934496600000006
447,VNCl4,6.087945677
448,Cu3TeS3Cl,13.45807891
449,Li2Ge2O5,6.176450777
450,ZrCl4,6.2245173529999995
451,Li2WS4,4.31442157
452,NbCl2O,14.70999704
453,HgBr,16.28289969
454,NaHoSe2,14.4393978
455,YbClF,8.184904223
456,Te6MoW2,16.49678032
457,Na4FeO3,9.955817202999999
458,NaHoS2,13.42948072
459,TaGaO4,26.90751279
460,ErAgTe2,19.97377683
461,Ga2Os,66.62661460000001
462,AlN,31.81940866
463,CdP2,11.92438137
464,Li2GeO3,6.663804112999999
465,ZnCl2,5.670936083
466,HgPSe3,15.70198313
467,Ca3UN4,63.79110511
468,NaYSe2,13.89329859
469,KMg(PO3)3,5.30834602
470,BeZnO2,8.873068217
471,YbS2,11.18309714
472,K2PdF6,5.90471207
473,RbHF2,5.730743107
474,TbH2Br,10.32539664
475,Y3CuGeS7,16.30503818
476,NbI2O,41.10206786
477,Al2CdTe4,10.86339683
478,K2HgSe,15.54148489
479,SrSe,11.06643638
480,TmIO,12.90473189
481,SbAsO4,20.05950367
482,Rb2MgF4,5.667195317000001
483,PHF2,4.0398111000000005
484,Hf3SnO8,19.04338459
485,Li2AlFeO4,7.334198282999999
486,SrCa3O4,19.25798918
487,LiGaO2,6.959237663
488,NaMgAs,17.62104417
489,RbAuS,8.688545173
490,MnTlCl3,42.95598920000001
491,K2MgH4,7.6998620429999995
492,NaHO,16.33881568
493,K2O2,6.25124021
494,XeF3,4.245646837
495,Al2CdCl8,5.066484967
496,LuTlSe2,21.96446283
497,BeCl2,3.771689307
498,SNF,4.34763313
499,BaSe3,15.22087463
500,LiCrS2,16.87381055
501,Sr(PrSe2)2,20.12560935
502,Na2LiAlF6,7.131528777000001
503,Ho2TeO2,15.05351563
504,Ba2BrN,25.64128728
505,YbSe,11.99600455
506,NdHO2,12.24835857
507,CdBiO3,21.96627704
508,FeP4,26.45836486
509,Ag2HgI4,10.08608595
510,BaClF,7.791899799999999
511,Ag2HgSI2,10.38308068
512,LiTaO3,39.91912701
513,TiFeSe,39.19161486
514,RbAuO2,6.005843987
515,NaZnP,19.54270932
516,W3(SeS2)2,24.52317772
517,BaZnO2,13.35215739
518,Na3AsO4,4.722302273
519,Mo3WS8,8.99915299
520,MgTeH2O9,5.69696482
521,BaLi2Mg(PO4)2,8.487695777
522,BaP3,15.2489514
523,Na6MnS4,8.612093713
524,Ca(InTe2)2,30.44221709
525,BP,8.995918803
526,LiZnPO4,5.760901287
527,Li2PdO2,11.5781524
528,PbF4,11.27946043
529,Ca(BeAs)2,16.12787073
530,InI,32.52390567
531,Al5HO8,10.37703898
532,RbCdF3,12.83006291
533,CuBi(WO4)2,31.39330431
534,MgGeAs2,16.1426645
535,ZnI2,16.94952082
536,Nd3BWO9,15.112082800000001
537,Li2MnP2HO8,11.63768813
538,KH3F4,5.076866003
539,Li3As,11.96284822
540,ZnSiP2,12.44278278
541,LiCoP2O7,8.955760083
542,Ca3PN,49.5536323
543,Tl3SbS3,21.87836543
544,MoH2Cl2O3,6.29347771
545,RbBe2BO3F2,4.821349233
546,Al3BN4,10.00397928
547,Ca2Si,19.83019891
548,LiY3WO8,14.27795467
549,MgGeP2,12.65193761
550,DyBi2BrO4,22.70382324
551,GaTeCl,10.33804656
552,Ca(HO)2,8.969502077000001
553,NdZnAsO,24.95825421
554,RbErSe2,12.34941472
555,AgCNO,5.92578674
556,Na3VS3O,8.358051442999999
557,RbGeIO6,7.36038455
558,NaP,14.801546599999998
559,LiNd2HO3,24.50650407
560,CaZnSO,11.02465362
561,SrCaO2,25.36965589
562,KH4O2F,4.133029743
563,K4BeAs2,8.136160553
564,Na5SbO5,8.3089386
565,NaHS,7.693887827
566,LiPF6,5.102729357
567,K4ZnP2,8.2412095
568,Ba7(ClF)2,9.006477582999999
569,GaCuO2,10.15015302
570,MgTiSiO5,27.14251235
571,Sr2BrN,14.12866073
572,KCaCl3,68.35816325
573,RbCaCl3,18.318630499999998
574,TeW2Se3,9.754365067
575,SrO,57.41527339
576,Ca4Sb2S,29.97524015
577,ThSO,24.74766629
578,ThBrN,21.59878513
579,Ba2SbBr,41.5579395
580,Li2V(CO3)2,6.2379913270000005
581,NaInSe2,18.19952872
582,Rb2S5,6.784617882999999
583,SmCuO2,11.38597193
584,GaCuS2,11.943213
585,Sr2SnS4,11.68891029
586,PSe,7.850517067
587,Ge3N4,12.35220472
588,NbIO2,17.3046313
589,CdSbS2Br,40.82920429
590,K2Sr(P2O)2,5.84256134
591,K2Mg2Si2O7,8.069750547
592,TbTlTe2,22.28071655
593,Rb2S,5.986873377
594,MnH4(ClO)2,7.947886187000001
595,Na2SnO2,11.0630658
596,BaLiF3,12.32487653
597,Ba2H6Ru,10.93687745
598,V2ZnO6,23.89338475
599,KH2N,10.6922041
600,Zn(GaTe2)2,14.36810772
601,MoBr3,10.07085587
602,Al2Te3,9.062943593
603,Li2ZnGeO4,6.944437073
604,NdO2,13.43642944
605,TlNO2,35.46752907
606,H3NO,7.26274617
607,AlBN2,10.68356973
608,SrIF,7.63122248
609,P2Ru,32.10065368
610,Mo2SeS3,9.106637777000001
611,RbAu3Se2,9.942945207000001
612,ScTlO2,83.93975117
613,Tl2S5,15.85771636
614,RbCaF3,11.72097231
615,RbH,7.681688587000001
616,BaF2,7.22005153
617,RbTeAu,9.648174583
618,KLiSe,7.984366343
619,NaTmS2,13.0580569
620,Li2CeP2,23.77350456
621,KPrS2,13.19539131
622,KLuS2,11.48531992
623,LiErSe2,18.89708455
624,Sr2CuBrO2,7.401763882999999
625,Cu2O,9.19375583
626,Na2HgO2,6.671180507000001
627,LiVF6,6.31027471
628,LiAlSiO4,5.261271583
629,NbCu3Te4,10.68585783
630,K3BiTe3,9.965569533
631,NaMgF3,6.193238627
632,Ba(CuS)2,27.53840779
633,BaSnF6,8.24285949
634,LiBr,4.638719467
635,InS,18.39186845
636,TeMo2Se3,11.95245214
637,CaAlSiH,23.33807931
638,Li5P(S2Cl)2,12.23838674
639,ZnSiN2,9.886397407
640,NdOF,12.70220532
641,TePbO3,22.74772482
642,Tb3CuSnS7,16.15706378
643,USeO5,12.10782797
644,K2PtCl4,4.889174047
645,Li2Te,8.323368262999999
646,HfCl4,5.778626817
647,KBr,7.159719847000001
648,NaCl,13.77879713
649,PI2,6.792218137000001
650,K5ThF9,7.564855237000001
651,BN,7.006462673
652,BaAgTeF,13.73203097
653,YZr5O,48.50692642
654,AlPNCl5,3.81555169
655,Zn(IO3)2,10.11086712
656,AcOF,13.02187133
657,Be2NbRh,61.15370161
658,SnC2(SN)2,15.62927589
659,Te8MoW3,11.56480569
660,MgH2SO9,4.9175856
661,MoF4,6.99971968
662,Ge3Sb2O9,9.25179491
663,K2AgAs,11.48292738
664,LiYS2,21.652939399999998
665,K2O,8.08059158
666,HoSF,15.59224335
667,Sr(AsO3)2,10.15052797
668,CaThBr6,10.94334738
669,PrTlSe2,21.71783772
670,Ba3NbGa3(SiO2)2,13.17900665
671,AuCN,6.40721838
672,NaScAs2O7,21.3895449
673,K2H4Pd,5.631459167
674,SnBrCl,21.39563249
675,Ca4Bi2O,29.01081894
676,AgAuCl4,7.742611553
677,TbBi5O9,41.63539829999999
678,RbNdTe2,14.05766026
679,LiBeBO3,5.99513271
680,ThIN,17.85597895
681,K3SbSe3,8.162299587
682,Dy3Sb4Au3,35.71329566
683,Rb2PdCl4,4.53405583
684,CdF2,8.123331743
685,Rb2SeCl6,7.262809887
686,Cd(HO)2,8.102447052999999
687,CO,1.802216147
688,GeF4,3.229330927
689,BaS3,12.37018007
690,Er2SeO2,13.71868589
691,Ga3BN4,11.07052364
692,BiSeI,34.81473784
693,RhF3,8.43298576
694,SmCuSeO,19.64928488
695,Pb2O3,77.91852385
696,AlB3N4,8.84559633
697,Li3PO4,5.409592083
698,BiI3,14.01311193
699,CdCl2,8.46177335
700,Ca2MgSi2O7,11.04738847
701,Sr4As2O,37.59153433
702,PrCl3,8.33144691
703,BCl3,2.88563207
704,DySI,10.11169146
705,ZnCN2,7.1502291929999995
706,Ta3SBr7,8.130144963
707,LiMn3OF5,10.60466897
708,MgSiN2,8.903354483
709,BaC2,16.26942961
710,K4ZnAs2,8.497382847
711,K6HgS4,8.010879763
712,Bi2TeSe2,80.65823226
713,BaMnF4,11.83518075
714,P2Os,30.86695557
715,KNdTe2,14.51979169
716,Sc2O3,26.47895293
717,Ba(CdP)2,24.89391126
718,HfIN,11.60695764
719,SmClO,14.22635567
720,Al2Se3,9.41687332
721,Pr3CuSnS7,16.68378924
722,PbIF,37.10185778
723,CrAuO2,14.558231099999999
724,Ag6Mo2ClO7F3,11.97794347
725,RbPbIO6,8.715409823
726,As2Os,35.41219327
727,HoAgSe2,18.520487300000006
728,HgPb2(ClO)2,34.92579913
729,Zn2Bi2O5,54.84936017
730,PI3,7.183864773
731,Li5V(SiO4)2,7.571659207000001
732,Hg3(SeCl)2,15.66760845
733,SbI3(BrCl3)2,9.001770807
734,K3SbSe4,8.18303983
735,TiZnN2,15.79224642
736,CBrN,3.2116880869999997
737,PtS2,19.23524803
738,Nd4S3NCl3,15.41890424
739,KNaO,11.32159015
740,Ni(AsO3)2,11.74700508
741,Ti3TeO8,10.99314354
742,NaV(OF)2,13.24001213
743,ZnGeP2,14.92834271
744,GaS,8.987274973
745,LiSiBO4,5.99645716
746,Sm5AgS8,22.82202613
747,NbRhO4,35.53652595
748,SrHCl,8.59046262
749,YH3(CO2)3,7.47921523
750,IrF3,7.226740147
751,TaAlO4,44.03198983
752,WBr4O,13.73849596
753,BaNa2O2,21.73087731
754,As2Se3,15.29887048
755,KLi2As,11.11110237
756,CeTh2O6,23.390541
757,BaCO3,7.75315017
758,CrOF3,7.16103539
759,TmTlS2,22.54719977
760,KPrS2,13.21265269
761,B2AsP,9.509083817
762,RbSb,11.90878141
763,SrCeN2,57.01584922
764,Ca3TaGa3(SiO2)2,27.81386735
765,SeCl,7.05321332
766,NaH,20.68123517
767,K2PtS2,8.784518432999999
768,Ga2HgSe4,15.13153719
769,SrHgO2,7.122259382999999
770,CuBiO2,21.75683889
771,YbGeO3,80.78741427
772,BaZnF4,11.89793162
773,NaHo2F7,7.42649926
774,NaCoO2,10.44881906
775,Na3VH6O7,6.884551983
776,RbH2N,10.76383
777,AlP,10.39697712
778,BaBeSiO4,8.85070742
779,BaNa2(SiO3)2,8.074435977
780,PrSF,15.26131547
781,ScSbPt,23.11856014
782,Rb2ZnF4,6.6703428570000005
783,MgCl2O,5.680519237
784,SrBeF4,7.2149714629999995
785,TbAgTe2,20.00664325
786,Mg2TiO4,16.17274267
787,Ca(PrS2)2,20.31367147
788,CaTlF3,90.23204407
789,KBe2BO3F2,5.123926203
790,CaI2,5.9782157929999995
791,CS2NF5,3.314425603
792,Mo(WSe3)2,16.15737356
793,YbS,11.630089100000001
794,Al2Si2H4O9,5.731934933
795,RbBF4,4.770605403
796,Hg3(TeCl)2,21.09264579
797,K2Se3,11.13997248
798,RbCl,6.6225983170000005
799,CaSe,6.228922623
800,YOF,13.80388023
801,NaTmO2,18.5855364
802,KPrSiSe4,10.40716607
803,NaTbS2,13.83120046
804,HfZnN2,35.61493756
805,SrP,12.28233101
806,P2Pd,22.66963047
807,RbNdO2,16.99068084
808,KCuC2,6.935049117
809,BaSr2Mg(SiO4)2,15.55232011
810,Dy3CuSiSe7,17.19159032
811,KMgF3,6.17711273
812,NdTlTe2,22.1706787
813,VCu3Te4,13.50045481
814,LiCuF2,7.058088767
815,PaTlO3,32.9442922
816,FeTeCl7,6.555509777
817,Mg(AlC)2,22.95513924
818,SnHgF6,7.823408562999999
819,Al2PbO4,16.38597946
820,Sr2InI5,57.57815028
821,Ca2PI,11.95144728
822,Y(HO)3,24.21739299
823,TbCl2F,10.06426274
824,Ho2Be2SiO7,11.13752301
825,RbGeBr3,13.84664985
826,LiSbO3,12.43789246
827,PrGeBO5,11.00730951
828,BaBrCl,10.2971332
829,NaAlO2,5.668079217000001
830,NaYS2,13.06621976
831,Xe(OF)2,5.77042269
832,K4HgP2,8.172382067000001
833,ZnTeMoO6,17.14937225
834,Na3Ca3AlAs4,15.98223254
835,LiZnN,18.59925042
836,K2CuP,10.87778172
837,KNa2BN2,9.163976337000001
838,KPF6,4.64381169
839,InBr3,7.801514403
840,SmBi2BrO4,24.63826771
841,SrTa4O,39.8433104
842,KAgO2,6.363347462999999
843,LiTbSe2,19.61180501
844,Tb3GaO6,13.8623671
845,AcCl3,7.9957694429999995
846,ScAgSe2,26.75728830000001
847,Rb2PtCl6,5.651588382999999
848,Pr3SiAgS7,14.98434066
849,Th(TeI)2,9.726187083
850,RbSrCl3,14.90049074
851,TlBrO3,14.79265147
852,Li4MnSb2WO2,25.96234331
853,NdB2H,5.87657383
854,Zn(InSe2)2,12.7233669
855,Li5CuSO2,8.941135003
856,NdCuO2,11.73986469
857,BaAl2(SiO4)2,7.10425046
858,GeBi2O5,30.65774369
859,LiMgBi,20.93782136
860,Li2VGa3O8,7.353961493
861,DyCuSe2,17.42576155
862,ZnSbAsO5,12.7223011
863,LiYF4,7.913230017
864,BaSi6N8O,12.20607426
865,AcBrO,13.07097959
866,Mg(CO2)2,6.24215556
867,Ho2CF2,27.89793748
868,PNO,6.396486143
869,Pr2Be2GeO7,11.56548599
870,NaRhO2,10.11157053
871,MgAs4,17.45232181
872,As(S8I)3,5.645886953
873,KCaBi,13.02767672
874,SrHI,8.491686137
875,LuSF,13.90936017
876,LiNi(CO3)2,6.365892917
877,Te(HO2)2,9.346978202999999
878,Ca3AsCl3,10.30361783
879,Mg(AlSe2)2,8.918138697
880,Al2HgSe4,12.02573221
881,AlICl6,5.79322373
882,NaSnN,13.37060991
