,pretty_comp,n_powerfact
429,BaPb2BrF5,771.3704659
430,HfPbO3,1892.598166
431,PtI2,3012.381856
432,In6Ge2PtO9,2203.445755
433,NaHoS2,2967.580412000001
434,Pd3N,110.4005114
435,TiTe2,379.0467825
436,K2SnCl6,721.8172956000003
437,ScAlNi2,371.8681583
438,Li2CrP2O7,853.3734181
439,Ca2Nb2O7,1448.5297369999994
440,La(PRu2)2,76.78560417
441,V3Pt,1485.3404560000001
442,Na9ZrP4ClO6,284.9474076
443,DyHg3,656.2025309999998
444,Zn3As2(HO)6,594.0897127000002
445,HoPbAu,1557.1799019999999
446,Sr3P4,1703.6541739999998
447,Li3Fe3O8,891.7749774
448,HoHg2,399.7627891
449,Er(CoSi)2,1936.779983
450,LiMgH3,2247.9030390000007
451,Ga3Te,899.1586233999999
452,SrLuCuS3,1035.313997
453,Ca3Ti2O7,1859.6164350000001
454,Nb4FeSi,82.55707146
455,PrCo5,228.8460608
456,DyPt3,2317.504064
457,Li4Cr3FeO8,411.5502725
458,MgSc2Al,132.3789561
459,HoPtF7,371.7545755
460,Dy2Bi2O7,25.43990532
461,HBr,948.8721465
462,NbNiP,246.6898909
463,TbIn5Rh,548.7390964
464,Ca(AlSi)2,1469.464121
465,PmSnPd2,174.8821954
466,PrYZn2,152.9427253
467,CaAcIn2,337.5735459
468,DyInPd2,733.6733176
469,TiInFe2,410.9486503
470,NaVSiO4,315.9632299
471,Te2SO7,2598.411923
472,Nd(GePt)2,506.0570079
473,SrLiNb2O6F,2034.137676
474,PrCo2B2C,1139.307697
475,Rb3Sb,316.11417439999997
476,PaP2,282.1081686
477,TlBS2,1271.306335
478,Tb(FeGe)2,721.3059982999997
479,KF2,1439.518791
480,CaZrPd,697.8956642999997
481,Ta2Be2O5,341.008088
482,Ba2Ru7O8,359.2341869
483,Ba2YTi2TlO7,364.9418439
484,Sr6Y2Al4O5,658.8762305
485,H3BrO,451.81952889999997
486,Rb3Na,413.7425296
487,MgSiP2,929.6424873
488,Mn4CuO8,348.76626980000015
489,TlPt2S3,3181.5116160000002
490,RbMgF3,586.3236456000002
491,Li4CO4,1161.7654109999999
492,LiAl3Si9(N2O)2,784.4846776
493,Si3N4,2101.83126
494,U(SiIr)2,1592.138189
495,VCo2Si,66.16234571
496,As3HO6,1150.47146
497,XeF2,1419.407416
498,Li3Mn5OF,60.24362817
499,MgV4O8,761.2376237999997
500,Co(GeO3)2,215.5538116
501,Dy2Co3Si5,487.0946791
502,Ho2IrRu,1576.999914
503,TlCuPSe3,1588.451687
504,TmCuPb,665.8361817000001
505,SrInHg2,58.51687502
506,LiBiS2,3171.999527
507,Ca2V3O8,39.59317724
508,LiTmO2,2574.759807
509,Hf2MoRh,201.2135564
510,Zr3PO2,679.139712
511,RbPb2Br5,1988.7561219999998
512,LuNiC2,918.4843896
513,NaNO2,1069.970752
514,TmZnRh2,316.9813777
515,NaO3,759.3511467000003
516,TiSnPt,2114.953708
517,Cr2CdS4,325.1333055
518,Yb2CuIr,1954.1086530000002
519,Li2Mn3NbO8,50.18392566
520,Mg3V2O8,494.72281449999997
521,Rb2NbCuSe4,930.8475778999999
522,HfAl,901.9292783
523,K3Ag3As2,2128.6962359999998
524,ScOF,1515.2511029999994
525,MnP4,61.72241893
526,Sm2RuAu,270.6798721
527,NaPmHg2,3.506237215
528,Ho3Tm,702.0798388
529,K2RuCl6,31.19467834
530,YbCuGe,144.05820830000005
531,HfNbO4,320.2166195
532,SrHClO,635.6860535000002
533,Rb2CuCl3,512.4100672000002
534,SmFe2,235.6524906
535,MgNiH3,26.8132705
536,Rb3Y,1309.8305619999999
537,KFeP,1072.957934
538,NbRu3,785.5900122
539,TlSbO3,1561.672275
540,Al2(FeSi)3,285.1471659
541,AlPNCl5,423.8878404
542,Ac2GaCu,977.6764548
543,Na2Co2O3,512.1679874
544,NdGaO3,263.26339939999997
545,YbSnRh2,3960.538741
546,Sm3TaO7,1476.590432
547,CoPdO2,1433.92956
548,U2SeN2,165.5058861
549,Mg(IO3)2,871.7879832999997
550,CaBeO3,3.9325757919999997
551,HoBPd3,214.1538105
552,YAlO3,665.8683956
553,PrMg2,543.7860598
554,Rb2CO3,708.3882836
555,AlVNi2,0.000159534
556,Dy6FeTe2,873.1191722000003
557,LiMnSbO4,1125.4679310000001
558,Cu2GeS4,20.12546443
559,NpSe,594.3772234
560,Zn(FeO2)2,2.940618717
561,SnH4(NF)2,802.139949
562,LuH2ClO2,927.4234649
563,Mg(CO2)2,1210.9906039999996
564,Mg3Nb6O,1089.18111
565,NpGa2,791.3483544
566,SmAs,3871.135275
567,V4O9,28.72584815
568,YbAl7Au3,214.65163959999998
569,NaBi,173.2107008
570,Bi2Rh2O7,281.6155068
571,RbBaSiHO4,564.8152739
572,Rb4Fe2O5,197.8749782
573,ZnSnF6,867.3275751
574,NdAs,2407.330963
575,Ti2Ga,1677.2086869999994
576,ErSi2,576.5980495
577,CaF2,1104.9161960000001
578,LiHo2Tc,2247.2251
579,NdAsO4,777.5637293999997
580,K2PuO4,39.5548821
581,AcYbMg2,53.86990513
582,PbSe2,612.992958
583,YbPmAg2,111.55246559999999
584,CaNiO3,1788.0956600000006
585,Ho2S3,2721.183829
586,TiO2,1878.701753
587,ZnSiAs2,3471.442327
588,YbBiPd2,397.3805667
589,IClO3,153.9659977
590,LiIrRh,143.7331393
591,Ca3SbP,1704.090064
592,HgHOF,1348.966309
593,Rb2MnCl6,2.682448909
594,PrRh2,508.9008682
595,ScRh3,324.8419666000001
596,AlH2PbO2F3,1103.1407359999996
597,CaPmPd2,736.9505952999997
598,ZrPd,150.6502941
599,Mg(Co3P2)2,1262.437414
600,Ba2PrIrO6,186.0928677
601,DyTmO3,904.2291513
602,DyB2Ru3,228.84692569999999
603,YbAsPd,352.17734210000015
604,ZnCrO4,553.9038171
605,NaRhO2,2881.124911
606,VOF2,152.12851659999995
607,KZnSb,1112.779133
608,HoMnB4,170.43938169999996
609,CrH,332.1070912
610,Rb3BS3,539.3834642999999
611,Ba4Tb2Cd3,597.064294
612,RbNaO,568.2332392999998
613,Ba4OF6,803.9702953999997
614,HfAl3,1230.261324
615,ScPaTc2,68.01843188
616,AcAg,167.21511
617,CrSb,69.77536769
618,AlCo2Si,428.7993404
619,InCu(PSe3)2,774.4144981000003
620,AlSi,53.46273515
621,SiTc2W,76.58315132
622,Sr(GeRh)2,85.09964659
623,LiFeAs,1132.388514
624,KIn(GeO3)2,733.6801853999997
625,Li2VCo3O8,228.77507880000002
626,PuNiC2,364.5644898
627,CaHCl,1085.354916
628,Fe(CoO3)2,43.87568207
629,TaGe2,1439.014149
630,Sc2AlIr,2979.221608
631,Th(AlC)4,910.0566875
632,K3VS4,298.1227961
633,Ta3PbS6,793.4270362000003
634,RbI3,886.5740492000001
635,CaCN2,2069.637711
636,Pu3O2,576.4816408
637,ErSbPd,3445.689381
638,KNbPCO7,410.7580186
639,NiSO4,1267.136415
640,LiCe2Ru,3134.293431
641,NaSi2BH2O7,1014.075878
642,Ni4N,468.4286422
643,Fe3Re,3115.245076
644,NaH2N,878.6239634
645,AlSnF5,1909.3542940000002
646,LiCuTeO4,471.2939989
647,TmIn5Co,394.9471563
648,ZnCr2O4,1229.429088
649,Er(Ni2As)2,954.4162892999999
650,KCu3S2,560.0914323
651,ZnReO4,48.79080975
652,MnCdO2,245.2734849
653,Yb(MnGe)2,273.8420704
654,CrSb(PO4)2,712.6639789
655,Sr3(AlN2)2,558.7554877
656,YAl2Ni,161.9672909
657,Ba2Zn,532.0716279
658,Cr(PO3)2,1410.639792
659,CuP4Se4I,797.8631518
660,ZrBiRh,1305.286746
661,H3OF,793.8922494
662,Rb2PrO3,40.83617038
663,YTmCu2,13.57300554
664,Tl2S,2479.7390219999997
665,Li2Co3NiO8,593.4890647999998
666,AgTeNO5,1325.8181710000001
667,DyAlO3,1540.831942
668,LiH2BrO,860.2374222000003
669,Cu2Hg2SF6,107.9534561
670,Ca(InTe2)2,2442.644182
671,Hf(FeGe)6,29.730913
672,InPb2I5,1349.722121
673,Lu(FeGe)6,90.7806121
674,NdP3,54.19785731
675,In2FeS4,35.05176456
676,Na3ErCl6,314.2036682
677,NbNO,1342.645333
678,K4SnSb2F4,603.7733789
679,SmDyRh2,558.9939552
680,UV2O6,155.6556254
681,TiAlFeCo,1280.060041
682,Al2CuO4,270.44166060000003
683,Li4Mn3,270.9866652
684,ZnH8(N2Cl)2,1525.596274
685,ZnCu2Ni,513.8332921
686,LiAlFeO4,2.9734593489999996
687,ZrZnCu2,292.2986403
688,SmPPd,1660.368864
689,Sm2InAg,2453.5005969999997
690,GeAs3,149.00326040000004
691,Li3PO4,1105.7357769999999
692,Sc2Co3Si,90.75259237
693,BaMgOs2,128.4907185
694,Ga2PdI8,392.8277849
695,CrSb2,280.7725892
696,ScSi2,632.4957931
697,CoGe,15.54630007
698,CaHN,873.4284277999999
699,RbBiO2,1240.961375
700,VAu2,241.9391767
701,KNb4O5F,609.1974365
702,NbRhO4,1688.336137
703,MnAlTc,753.3733109
704,Dy3AlC,3.639589932
705,ReH8(NCl3)2,1105.121668
706,ScAl3,1133.821794
707,AcZnAu2,326.219152
708,Tm(Mg3Al)2,295.0475808
709,Tm5Sb3,132.54124950000002
710,NdZnIn,3538.495259000001
711,Ti3Rh5,159.4760446
712,MgGeN2,587.3211232000001
713,Nd2O3,1535.029806
714,Nd2O3,957.5278787999997
715,TlSe,1644.393404
716,LiInAu2,5.168852628
717,Pr2AgRu,1458.3680160000001
718,Pm3Si,38.03366374
719,Mg(GaO2)2,508.18718039999993
720,YbThRh2,22.50092021
721,TlCrS2,1437.564549
722,ZnNiO3,1248.893873
723,Li3Th,2.798821653
724,LiAl2Pd,342.45624439999995
725,LiV5O7F,371.0633778
726,Dy2Ge2O7,620.5626053999998
727,P2Rh,1504.090643
728,YbFeGe,267.478264
729,TmTa3,579.816825
730,InAgTe2,184.5229616
731,Th2TeN2,2213.353763
732,LiZr2Tc,1030.5867039999996
733,CaSiO3,915.7324937000001
734,LaIn,531.5643906
735,K2Al2O3F2,1147.2739869999998
736,HfB4Ir3,98.68954923
737,Tb2Mg,108.75799350000001
738,NaYb3,2256.991721
739,Er2PdRu,861.2269267999999
740,TmSnGe,442.1869466
741,TmB2Ru3,373.51957910000004
742,LuSnAu,1277.264767
743,MnZnF4,289.4590952
744,K2Ti(SiO3)3,34.38801153
745,Pr2InAg,1369.480526
746,H4NF,836.49515
747,Li3(CuO2)2,279.9094855
748,NbInS2,3169.956789
749,Sm3Ag,141.7350941
750,NaTl2GaF6,2257.649373
751,Sc2O3,1702.48883
752,LiScVO4,1248.36904
753,Mo(HO2)2,1609.913767
754,Ba2ZnAg2(SeO)2,642.3785793
755,MnFe3(P2O3)2,51.56860529
756,TiGaFeCo,1006.819666
757,Pr3CuSiS7,1345.884843
758,BaCe2MnS5,99.24940644
759,HgRuO3,133.4124006
760,LiSm2Ir,171.11026090000001
761,YbInPd,199.3354987
762,Li5Mn2V3,98.3509372
763,Cr2SiO4,851.7019634
764,TcSO6F,129.0619339
765,PmCdAg2,842.3484017999997
766,Ce(PRu2)2,955.4499394999999
767,MgFeSiO5,129.1245245
768,BaCoO2,725.8873758
769,Pr2SO2,1587.374818
770,Ba4LiTa3O2,1278.305989
771,PtC,275.69460449999997
772,ErVO4,1071.428322
773,CS2NClO2,187.1198541
774,Er2Be2GeO7,632.8868863
775,Er3TlC,9.260311149
776,Be2IrPd,625.4466855000003
777,Ce(SiRh)2,1239.2570050000004
778,Bi2Os2O7,366.76639439999997
779,RbNdO2,2815.07069
780,Zn2(PS3)3,466.0149114
781,Rb5SiAs3,1491.599566
782,Yb(SiRu)2,1137.290357
783,Er2Mg,128.8446645
784,LiNi2P3,1014.987605
785,Rb2S3,1686.79751
786,MnTeMoO6,1728.724084
787,Ba4Br6O,455.94802869999995
788,K2Li4Pb3O4,868.8186102
789,Li3VCrP2(O4F)2,372.96411789999996
790,UBi,12.737578300000001
791,TbHg3,690.0258708
792,CaSi2WO6,71.21034713
793,Cd(AgO2)2,2700.349263
794,Sc5Cl8,382.0747256
795,Ag2Te2O7,1015.885184
796,AcGaTe2,2493.383423
797,Nb2Se9,1517.435309
798,Li7Cr2O8,49.61697898
799,TaB,2432.777473
800,LiSn4Ir,1044.1525570000001
801,SrAcZn2,709.8545008
802,LuCd3,544.000813
803,UC,2733.873357
804,TaTe4Ir,374.80166
805,SrLiNiF6,15.06536627
806,Ti3SiC2,301.7183490000001
807,Na2Cd(SO4)2,931.6197967
808,Ho3Sb4Au3,3036.3825
809,ZrAl5Ni2,83.02748942
810,Rb3Ge4Au,1989.214857
811,ThRh3,0.013288053999999999
812,Th2In,542.3290986000002
813,Zr6Al2Co,1887.6702420000001
814,NdY3,790.7162957
815,KSmF4,917.1721541000001
816,RbBeO3,78.70977662
817,Mn(NbS2)2,184.1029919
818,SrCeN2,1350.353803
819,Ba3PrRu2O9,38.55456575
820,Co2CuO4,361.1890336
821,Nd2Pt2O7,1624.1857519999999
822,LiMn5(CuO)2,297.3523593000001
823,Zn(MoO2)2,1732.0348219999994
824,NbI3,43.32413632
825,MgNi2Sb,12.02928584
826,Sc2AlCu,1328.129625
827,DyYCu2,141.1889392
828,Sb2H8Pt(O2F)2,774.4393137999997
829,Sr2Li2Nb4O3,2200.053156
830,CaHg2,616.7836783
831,Bi2B2O7,1183.88484
832,Y2SiCO7,672.6349812000002
833,K2VCuS4,763.3213343
834,Zn(CN)2,1145.5175199999999
835,SbI3Cl8,573.8813306
