,pretty_comp,et_c55
258,Ba3Nb2ZnO9,56.9
259,Nd(SiAg)2,67.5
260,Sm2AgRu,28.7
261,Rb2MnBr4,3.3
262,HoSnPd2,22.1
263,Sr2H3I,24.0
264,BaCuP2,10.3
265,MnSbRh,4.8
266,PuSi2,73.5
267,SnMo3,81.1
268,Nb(Te2I3)2,7.0
269,NiBr2,4.4
270,VFe2Sn,60.6
271,LiAlVO4,22.5
272,PrCoSi,33.2
273,Hg3(SeCl)2,9.1
274,NaLu3,21.1
275,ZrTaBe2,77.6
276,TiAg,53.6
277,Be2CuIr,109.1
278,Ti2ZnTc,59.6
279,Pr2CdSe4,20.8
280,FeSnRh2,89.0
281,HfPd,41.0
282,Ba2ErRuO6,68.8
283,MgRe3,129.4
284,Mn(AlS2)2,3.8
285,SrAgBi,20.8
286,Sc2TlAg,45.7
287,SiNi3,120.1
288,CdSO4,25.6
289,YbSe,29.0
290,TiSi2,72.3
291,USbRh,29.5
292,BaYAgTe3,9.8
293,CaMn2(Si2O)2,40.5
294,RbNaH2,11.0
295,Sc2NiIr,62.1
296,Rb2SnAs2,6.7
297,V3Ir,95.5
298,Be2CoSi,147.8
299,Be2FeCo,135.6
300,TaS,106.8
301,CaPd,27.9
302,TcBr3,9.3
303,CuAgO2,5.1
304,NbCoSb,45.1
305,KAg2AsO4,22.0
306,MgSiO3,178.3
307,Fe3Pt,150.2
308,ErTaO4,100.2
309,PbAu2,20.8
310,TlSb,17.2
311,V3B2,199.7
312,Th2Zn,33.9
313,Na3PS4,2.5
314,PmF3,98.8
315,SrCeN2,60.5
316,Li8NbO6,65.2
317,HoCuS2,42.4
318,RhPb2,21.3
319,Ba2YGa,21.0
320,HfS3,9.0
321,Sr(MnAs)2,42.8
322,VCuO4,6.0
323,K2NaInAs2,9.8
324,U3Cl,30.7
325,Fe(CoSe2)2,48.8
326,HfMnBe,40.9
327,ZrSnRh2,57.8
328,CaTa4O,84.9
329,Na2Hf2O5,13.8
330,Li2O,62.5
331,TmBRh3,71.6
332,RuI,3.6
333,K2PtCl6,13.2
334,MgSiO3,73.5
335,Ca(NdTe2)2,20.3
336,Nb2CrAs,14.6
337,Ag2O,34.6
338,TbI3,5.3
339,LiPaRu2,22.3
340,LiCoO2,59.8
341,ZrNiP,16.0
342,Li2CaGe,32.6
343,ErPd3,74.3
344,PrSb,20.5
345,ScBIr3,89.6
346,CaMgSi,39.1
347,MgMo2O5,13.3
348,Sm(SiAg)2,65.4
349,MnGaFeCo,70.5
350,Dy(MnGe)2,75.0
351,LiMnO2,15.1
352,K3BrO,11.3
353,Pr2(Zn2Ge)3,48.8
354,LuCuSi,66.0
355,CoH4(BrO)2,3.7
356,Ti2Cu3,65.3
357,LiNiO2,9.4
358,Y3Mg,27.1
359,LiMgAs,38.8
360,KMgAs,13.7
361,Ba2YSb,16.4
362,TlNO2,14.3
363,CrMoF6,51.7
364,KSnOs,7.6
365,TaSe2,17.0
366,Rb2PtSe2,15.2
367,BaLiPd2,25.5
368,SrBeV2,19.5
369,NiF3,71.0
370,VOF,11.7
371,Be3N2,84.1
372,ErC2,4.6
373,Lu2ZnTc,53.0
374,Rh2S3,101.6
375,HfBeCo4,49.2
376,NaBH4,11.8
377,TaBeRu,50.4
378,SbRu,74.7
379,ZrO,95.9
380,TiBeCd2,21.7
381,NdBrO,36.0
382,HoFe2,32.7
383,CaTl2O4,42.4
384,TiFeO4,55.9
385,Ti2AlTc,66.0
386,Li2MnSiO5,66.7
387,DyYCu2,36.5
388,SrTl,25.3
389,Er2SO2,84.8
390,ZnSbF6,36.4
391,NdVO3,63.2
392,TlCrTe2,22.8
393,YbAu,31.5
394,USb,10.7
395,SmSF,56.7
396,ThZn2,32.6
397,LiInSe2,23.1
398,K2RhF6,14.9
399,UPt3,34.0
400,Ti2MnAl,25.2
401,Co3W,118.2
402,AlSCl3O2,4.3
403,BaB2F8,17.6
404,TlFeF3,20.4
405,PmSnRh2,31.3
406,TeRhCl,18.3
407,TiZnF4,14.1
408,SrTiO3,113.0
409,KTeHOF4,12.4
410,Ca(BH)2,117.7
411,RhBr3,6.3
412,Ni3Au,77.2
413,Rb2Si3SnO9,40.7
414,ZrSiO4,113.6
415,KBeTc,5.6
416,KH4O2F,13.4
417,TiAlFeCo,114.8
418,NbAlRu2,108.2
419,NaZnAs,11.3
420,RuO2,179.3
421,HoZn2,36.8
422,BeSi2W,11.9
423,Hf2Pd,74.1
424,CdSbS2Br,20.0
425,NdCo2,35.3
426,KAgO2,21.2
427,LiVO2,60.4
428,U(CoSi)2,106.2
429,Be2Cr,137.6
430,Rb3Na(RuO4)2,13.1
431,Ba4PdW,4.9
432,Ba2LuNbO6,81.1
433,Ca2Sn3O8,51.2
434,Na4CdP2,7.1
435,TeMoS,0.6
436,MgFePO5,60.3
437,SmCuSeO,26.5
438,Na3AlAs2,20.3
439,Tm2RuPt,52.8
440,TiAlO3,50.3
441,U(CrC)4,127.6
442,MnBe2Cd,40.9
443,Rb8PO3,1.2
444,BHC4NClF4,7.4
445,VBiO4,35.5
446,Rb2NaVF6,26.2
447,Y3AlC,59.4
448,Na2S,20.3
449,K3PO4,27.1
450,RbSbS2,8.9
451,Zn2Cu(AsO4)2,39.3
452,Na2SrBe,6.7
453,RbTl2Bi,9.2
454,PdSe2O5,15.5
455,UH3,61.6
456,KNaPrNbO5,29.4
457,CaPtO3,68.8
458,AgN3,3.6
459,AgCNO,0.4
460,ZrSbRu,39.8
461,ThC,82.7
462,RbCaF3,20.5
463,K2FeCu(CN)6,7.2
464,B2Ru,207.0
465,TmRh,43.5
466,MgRh,74.3
467,Bi2TeSe2,22.8
468,SiS2,4.6
469,VAu4,52.9
470,BaSrPb2,4.8
471,BeZnFe2,90.2
472,Na3BS3,16.9
473,RbBa3,6.8
474,TmTl,29.3
475,BeSiTe,26.2
476,MgZr3,50.1
477,UN2,69.0
478,BeGeN2,150.8
479,BeBiPb,4.1
480,Mn2Be2Te,56.2
481,KAs4BrO6,4.2
482,NaLiICl,10.4
483,BaSrCl2,11.5
484,MnSbO4,47.4
485,Na2TlBi,20.6
486,AgC,17.8
487,Ba2Mn3(SbO)2,45.1
488,Mn2P2O7,51.8
489,Tb(GeRh)2,60.4
490,BPS4,12.3
491,TmNp3,22.1
492,Sc2ZnTc,51.4
493,DyGeAu,54.5
494,AlTlSe2,12.8
495,RbTlO2,29.9
496,LiCaCrF6,47.3
497,ZrSnPd2,58.9
498,Tm2Al3Si2,61.2
499,Sr2HN,25.6
500,HfRu,76.6
501,LiYb3,11.9
502,Ca2NCl,37.6
503,DyFeC2,65.9
504,AlCuTe2,32.1
505,AlAgSe2,19.4
506,KTbS2,30.7
507,Co(BW)2,200.5
508,MnAu2,57.2
509,AcI3,6.8
510,U2InRh2,41.6
511,NdHo3,32.8
512,ZrCl4,4.2
513,FeNi,142.6
514,Ti2AsW,51.7
515,KHS,5.9
516,PrY3,30.7
517,SrBeRh,16.3
518,Rb3Mo,3.8
519,DyTl,31.1
520,BaP3,25.7
521,Ti3O,63.3
522,RbHO,7.7
523,HoBr3,6.1
524,MnInCu2,50.5
525,Sc2AlCu,60.0
526,Ca3(GaNi)4,33.5
527,TiVO4,49.1
528,BeGa2Mo,108.6
529,Ti4ZnS8,33.2
530,Sm3Mg,29.0
531,AsS2NF6,13.1
532,U(NiP)2,21.3
533,LiEr2Ru,31.2
534,Li8PO3,15.8
535,BeCr2Cu,122.1
536,KFeF3,31.9
537,DyMg3,41.6
538,UPS,58.7
539,TaAlCo2,92.0
540,K4Br2O,5.4
541,LiAsF6,26.4
542,ReSn3,21.3
543,CrGe,86.7
544,CaMg(CO3)2,42.3
545,LiBeCo,48.5
546,SrMg2N2,83.6
547,BaSiO3,215.4
548,YB6,36.9
549,Mn3AlC,62.1
550,DyBi,21.5
551,KTm,1.7
552,BeGaW2,72.3
553,UFeS3,23.0
554,TiHgO3,77.4
555,MnBe2Se,8.6
556,Sc2SO2,81.1
557,LuCo2,63.9
558,BeMo2W,56.2
559,BeV2Cr,54.8
560,Rb(CoS)2,30.3
561,SmFeP,52.4
562,Ag2SnHgSe4,8.9
563,Na3UO4,52.6
564,K2SnCl6,12.6
565,SmCrO3,64.0
566,NaBeCo4,23.3
567,Sm2In,25.8
568,UFeB4,223.0
569,SnHgF6,20.4
570,ScAlCo2,81.9
571,Tl2Au4S3,7.9
572,Co2P,100.2
573,FeH3,106.5
574,TbRh3C,73.9
575,HoNiC2,123.3
576,KTaO3,100.0
577,BaPdF4,14.5
578,NiHg,58.9
579,YSi,46.5
580,LiTlO2,51.9
581,Tl3SbS3,8.3
582,ZrB,59.1
583,BaCrSi2,25.9
584,GaIr,49.4
585,VSnPt,43.0
586,Ta2Co,70.0
587,Sc2AlCd,67.7
588,Ca3BiSb,6.4
589,InAgO2,10.7
590,Ag3O,43.2
591,HoTlS2,29.7
592,AcOF,44.0
593,KCdAs,12.2
594,TiZnF5,28.3
595,BeCo2Pt,56.8
596,Cr2CoS4,33.8
597,XeF4,10.7
598,Ho2CdOs,40.2
599,NaSm2IrO6,41.7
600,Sn2IF3,9.5
601,Al2SiO5,87.8
602,BePdRh2,101.4
603,ScGaRh2,80.1
604,Al2HgTe4,24.3
605,ScBeV2,46.3
606,ScTaO4,98.2
607,K3GeS3,17.5
608,LiBeFe,69.3
609,LiBH4,10.0
610,Rb2O2,11.3
611,Li(NiP)2,35.5
612,Mg3Nb6O,76.9
613,LiBC,52.5
614,RbErSe2,27.5
615,Sr2Fe2Se2OF2,17.8
616,HoClO,32.4
617,NdS2,43.7
618,PmMgRh2,38.2
619,Ce3In,39.0
620,Th2HN3,92.5
621,Pr2CrS4,50.3
622,AgAsO2,13.2
623,KZnAs,13.2
624,CoSnRh2,91.6
625,Sc2CoRu,51.8
626,UI3,6.4
627,PbCl2,5.4
628,LiTbO2,73.5
629,Tm2AgOs,50.6
630,KV(CuS2)2,8.6
631,Fe3SnC,113.6
632,Zr2Fe,22.3
633,AgN3,2.9
634,Li3BN2,44.4
635,BeAlH5,13.9
636,HoPaOs2,22.7
637,K2SiP2,11.4
638,SnF3,3.7
639,LuGeAu,53.5
640,Nb(SeBr)2,6.1
641,Ce(POs2)2,115.0
642,PrP,37.0
643,BeNbBi4,11.0
644,Tm2CuPd,37.7
645,ZrTiTe4,14.8
646,Ga2Pt,23.3
647,Na2Cd3(PO)4,45.1
648,YbPrZn2,33.2
649,VNCl4,4.9
650,TiCoSb,64.1
651,ZnCu2GeTe4,28.8
652,AgHgSI,6.1
653,TaRu3C,134.6
654,BaAl2,29.9
655,Mg2Co3O8,55.2
656,SmAsPd,41.2
657,Na2SnF6,13.8
658,UHg2,39.0
659,ZnSnF4,27.3
660,Ca(PPd)2,51.9
661,Rb2Te5,14.3
662,Ca(PrTe2)2,20.2
663,NpSi3,86.3
664,TiBeFe2,78.3
665,AgPS3,9.3
666,Hf2Ag3F4,39.5
667,Zn2CoN2,39.3
668,NdGeRu,26.5
669,NiS,7.2
670,HfGaNi2,22.5
671,CdCO3,35.0
672,Y2TeO2,22.6
673,ErNiC2,124.9
674,ScCo2,78.2
675,Y(CoSi)2,104.9
676,NaY2In,38.8
677,KNa2Sb,18.3
678,NaH2N,8.9
679,WO2,10.0
680,BaCdW2,5.8
681,Zr2SN2,95.6
682,Sb2Rh,46.2
683,HoFe5,37.5
684,LuAgSn,47.7
685,Al2ZnSe4,36.8
686,ErCo2,57.1
687,CrTe,35.1
688,SrCaO3,3.5
689,Be2TlTc,67.3
690,TaTc,101.1
691,Na5ReO6,44.7
692,SbOF,28.1
693,Li4CO4,40.2
694,SrLi2Nb2O7,63.5
695,Ca(VS2)2,3.7
696,Be2NiPt,106.6
697,HoCoC,39.3
698,OsSe2,86.6
699,TlSe,4.6
700,ScRu3C,116.1
701,Mg3Cr,26.2
702,BaCaO2,46.1
703,ScVRu2,66.7
704,HfGaIr2,50.0
705,Rb2NiO2,9.1
706,YAsRu,8.6
707,TiFeCoSi,105.8
708,NdH2,55.3
709,Zr2CoOs,57.2
710,BeCoBr,22.9
711,Rb4I2O,2.2
712,Cd3PCl3,12.1
713,TaGaRu2,116.5
714,TmPO4,84.3
715,FePSe3,6.4
716,Ba2CuF6,21.1
717,MgSnAu,29.5
718,RbAgO,7.0
719,YHg,35.0
720,GaCl3,5.1
721,LiMgP,46.2
722,ThP,30.2
723,CdIrO3,42.8
724,ScInCu2,66.3
725,V(CrS2)2,29.5
726,Ba2SmNbO6,55.2
727,Sr2BeCo,4.4
728,Al2Pt,44.4
729,LiSnRh2,77.8
730,BaRu2Pt,41.4
731,K4BeAs2,4.1
732,Ta2Si,120.8
733,HgTe,16.5
734,Ce2SeF4,35.1
735,InRh,72.3
736,Nb(SCl)2,6.9
737,Hg2Pt,22.9
738,K2Li4UO6,3.1
739,Li2AlPCO7,32.2
740,BeFeSb,81.7
741,NaMgBe,20.4
742,Ni2Ge,32.8
743,Cr2NiSe4,23.7
744,YSc4Be,4.7
745,ZnCoF6,48.7
746,BeZnCr2,46.9
747,BeCrPd,128.8
748,ZrNi2Sb,66.0
749,InNi3,85.2
750,NpO2,62.5
751,SrCuSb,30.9
752,Np(SiOs)2,78.1
753,TiBe2Ge,95.5
754,BaZrSe3,22.8
755,ZrH,67.6
756,Ba2Zn3(AsO)2,36.2
757,YNiP,25.8
758,BeAgW,96.8
759,SiSe2,28.7
760,LiBeNi2,86.0
761,KSmSe2,26.2
762,Mn3RhN,134.8
763,Nd2CdS4,26.8
764,RbCl,4.3
765,HoAl2,54.1
766,SrAlSiH,40.9
767,Dy2ZnOs,47.1
768,Mn2VSi,136.6
769,KAlF4,9.6
770,Mg2SiO4,138.5
771,TmTlS2,29.9
772,DyTe2,27.0
773,Cu2HgGeS4,34.2
774,Sm2PbSe4,25.7
775,TaAs,90.8
776,Sm3Tm,31.0
777,LiBeCo2,77.1
778,Ba2YBe,17.1
779,TiBe2Te,24.7
780,RbBeH3,4.9
781,PmInRh2,47.3
782,KTbGeS4,14.5
783,Cu2HgGeSe4,29.4
784,Mg2BeBr,3.3
785,Li4PbO4,39.3
786,CrP2S7,1.1
787,ZrSiPd,68.7
788,PI2,6.8
789,TbF3,60.7
790,SbTeI,8.1
791,LiMnAlO3,38.6
792,InPbCl3,2.0
793,K2SeBr6,11.5
794,Cu2S,24.1
795,HoInPd2,40.1
796,KYSn,8.4
797,BeGa2Co,54.5
798,Ca3(SiIr)4,47.0
799,VTe,57.4
800,UGa2,83.1
801,K2TiF6,15.5
802,CeCoGe,7.9
803,MgMoF6,44.1
804,NaTiO2,71.6
805,ScCu,48.1
806,SmBi2BrO4,23.9
807,Sc2BeBr,13.2
808,Be2MoP,68.5
809,BaAgSb,3.3
810,BeCu4Rh,44.7
811,Pm3Si,35.3
812,ErPd,35.4
813,UP,21.5
814,Tb2Cr2C3,81.7
815,Ti3InN,40.4
816,LiDy2Ru,28.6
817,AlSbI6,5.1
818,NaLi2B(PO4)2,42.2
819,TlSiPt5,44.9
820,Mn3GeC,52.0
821,KAs,6.2
822,TiFe2As,50.6
823,Y2Cl3,20.6
824,Li6TeO6,50.3
825,Cd(InSe2)2,21.2
826,U2SeN2,87.9
827,TiBeCo2,97.8
828,In2Au,17.5
829,SmTlS2,28.4
830,ZnCl2,10.5
831,Ba(PPd)2,27.0
832,SrSnO3,83.8
833,DyP5,43.0
834,MgCrF6,53.0
835,CeMg3,39.9
836,Al3Mo,77.0
837,LiBiF4,31.3
838,Ba2MgZr,21.4
839,Ga2TeSe2,18.5
840,P2W,116.0
841,BeTc2Ge,41.7
842,KNO3,4.8
843,Li2CrFeO4,97.5
844,NdSb2Pd,32.3
845,Ca2Cr2O5,41.1
846,KMgBi,9.7
847,YBeZn,44.2
848,CrN,27.2
849,MgAsOs2,58.2
850,KO2,5.1
851,Tm(NiGe)2,47.6
852,Ag2PdO2,21.7
853,MgAgF3,35.0
854,LiAl2Pd,89.2
855,K(CoS)2,25.8
856,ScCl3,5.7
857,Ca(As2Rh3)2,50.3
858,BaLiNi2,16.3
859,Eu2C(NCl)2,28.6
860,TiAlPd2,42.1
861,Ca3Sb2,8.3
862,Y2GeI2,9.7
863,Be2HgRu,32.2
864,InCuO2,17.7
865,NiI2,4.8
866,RhN,40.3
867,Na2TiSiO5,55.2
868,ErRh,41.4
869,Na3DyCl6,8.8
870,Sc2BC2,29.7
871,InNi2,13.7
872,MnBeRh2,76.9
873,HoIn5Co,27.0
874,KMgP,14.8
875,Ca(AsO3)2,53.9
876,Er2Au,15.1
877,RbNdTe2,20.9
878,HfCo,47.0
879,HgBr2,7.4
880,BaF2,25.0
881,ScAg,43.7
882,Li2CeP2,34.2
883,RbCeSe2,24.5
884,HgCl2,1.2
885,Mn2BeOs,87.9
886,Tm2In,34.3
887,RbGeI3,8.3
888,LiNi2Ge,94.8
889,Li3FeO4,91.4
890,UOs2,14.5
891,NbC,161.1
892,TmGe,26.0
893,LiTl2InCl6,15.7
894,Au2O3,61.7
895,ZrBeMo,44.2
896,Fe3Ge,50.9
897,TiAlRh2,87.8
898,KCBr(NO2)2,6.6
899,RbCuC2,2.9
900,Be2SiMo,102.0
901,TmH3(CO2)3,40.5
902,Pm3Pb,29.7
903,NbAlCo2,75.1
904,Be2TcSb,54.6
905,BaSr2Ca,11.8
906,HfBeZn2,71.4
907,Yb2Si2O7,57.8
908,Ca3Tl,23.2
909,SmAlGe,53.8
910,AlTlF4,16.0
911,Y2MgAl,57.2
912,ZrCl3,4.2
913,PH6(NO)2,7.5
914,K2TeO3,13.7
915,TbGa2,58.0
916,K2BaP,3.3
917,BeBiMo2,60.2
918,YAlAg2,21.0
919,BiAuO2,22.8
920,DyAl3,57.9
921,TbZn2,31.5
922,HoPd3,73.0
923,TcIrOs,42.2
924,Sr3P6(N4O3)2,48.3
925,Na2Nd2Ti3,49.1
926,K3Y,5.8
927,Ti3O2,89.6
928,Mg(SnN)2,34.7
929,YbO2,56.3
930,ZnWO4,60.1
931,YbMnSi,28.1
932,CoNiSn,36.1
933,Li5ReN4,49.7
934,TiZnO2,46.3
935,SmH3,90.2
936,Yb3U,21.3
937,AlFe2Mo,107.8
938,NaMnCl3,14.3
939,BeNi3,111.5
940,CdRhF6,28.9
941,Li4Ca2Mg(SiN3)2,107.1
942,Ca(ZnAs)2,26.7
943,Al2IrRu,120.6
944,TaTiBe2,74.6
945,DySi2,20.6
946,ScNbOs2,102.0
947,ErTaO4,76.5
948,KBePd2,6.9
949,SrCd,21.3
950,Ba4TaHg,6.0
951,K4P2PdS8,11.3
952,Sc2GaTc,64.3
953,Ba2LiOsO6,66.0
954,Li2ZrTeO6,111.5
955,K3Na(SO4)2,20.4
956,MoS2,5.7
957,VAu2,69.1
958,ThCoSn,59.3
959,CrB4,216.7
960,Li4Mn3,15.9
961,MnB2,104.4
962,Pr5CuSe8,26.3
963,TiBe2Sb,61.6
964,Li8PbO6,56.2
965,Na2PHO3,26.3
966,LiScS2,28.3
967,SrTaBe2,26.7
968,Ba(PIr)2,28.4
969,Bi2Se3,21.1
970,Yb3GaC,17.6
971,Ti6O,59.9
972,NaMnBe2,28.4
973,BaPbO3,56.5
974,Sr4TiBe,7.1
975,BaTbF6,16.2
976,ScCdRh2,68.4
977,Li2Te,22.1
978,K2Cd2O3,17.3
979,KCuO,8.7
980,BaNd2PdO5,51.4
981,NaLi2Sb,30.9
982,LiBH4,5.0
983,LiHfRh2,56.3
984,NaO3,13.9
985,BaC,14.0
986,Sc2BeOs,32.0
987,CaGe2,6.3
988,ScAlNi2,66.0
989,Nd4S3NCl3,17.3
990,Nb6C5,184.6
991,ZnSnO3,38.9
992,ZrSe2,10.9
993,CaBeCd,34.2
994,B6As,174.0
995,Sr2CeO4,50.5
996,Dy(FeSi)2,86.4
997,Tb(CoB)2,97.9
998,Ti2NiSe4,36.6
999,As2Pt,67.0
1000,Al2Au,50.0
1001,HoIO,12.0
1002,ScSiAu,70.3
1003,VTc,95.9
1004,ErNi2B2C,60.4
1005,Ba2SbBr,6.0
1006,YGeAu,53.7
1007,TeAsIr,22.1
1008,Tb(FeSi)2,86.8
1009,PbF2,21.5
1010,K2SiF6,13.8
1011,V2CrSe4,56.7
1012,HfGa3,68.6
1013,ZnCu,81.6
1014,KNaNdNbO5,29.9
1015,HfInRh2,88.7
1016,Mn4ZnO8,20.2
1017,CoTe2,54.5
1018,HgSe,17.1
1019,TbFeSi,39.4
1020,Fe5Si3,79.3
1021,InPS4,21.6
1022,SnTe,6.5
1023,ZrInRh2,80.6
1024,Mn2BeGa,131.8
1025,SmHoRh2,32.4
1026,Mg(AlH4)2,10.1
1027,Nb3Ga2,118.5
1028,CePt,38.2
1029,FeNiGe,15.6
1030,BaAsPt,29.2
1031,ZnCo2Ge,80.3
1032,InHO2,99.6
1033,MnAlFe2,100.6
