,pretty_comp,max_mode
80,TlAgI2,127.98612299999999
81,CaTiF4,348.76550499999996
82,CdO,377.949259
83,MnTePd,160.32138799999996
84,PrSm3,94.849257
85,KGeBr3,126.46282099999999
86,HfS2,327.212508
87,ErTaOs2,208.40033300000002
88,Ti2Cu,280.831326
89,ErSCl,313.271183
90,LiBC,1167.606814
91,CaTaBe,454.400968
92,ScGaPd2,246.594246
93,Tl2InGaF6,500.746887
94,Cd(HO)2,3677.064422
95,UGa5Ni,230.78363399999998
96,Rb2PtS2,337.768081
97,P3Rh,467.05889800000006
98,InNi2,238.60597400000003
99,KClO3,874.723731
100,ZnCrF6,674.8425070000002
101,CrAuS2,406.17472999999995
102,RbZnH2Se2ClO6,2892.2485699999997
103,AlF3,770.405326
104,Ca2CoO3,601.885944
105,CrP2,484.863956
106,Ca2Mn3O8,613.797655
107,MnO,336.6190890000001
108,Ba3SbP,166.74626
109,KLiSe,366.121969
110,NbAlO4,937.302856
111,SmSb2Au,144.968637
112,Ba3In2O6,595.968549
113,VFeSe,286.646759
114,Rb3PdF5,530.781826
115,ZrSi,387.67762
116,ZrNiP,369.510418
117,ScTlS2,356.220761
118,Li2PtF6,608.897258
119,DyZnRh2,174.827247
120,YbSbPd,147.593244
121,SmPd,135.41288400000002
122,Na2SiO3,1069.703884
123,BaPbBr,79.54185799999998
124,CePRuO,422.260641
125,CoSnF6,534.562506
126,NdHf,82.958901
127,Ba2DyNbO6,795.5804360000003
128,Tm(CoSi)2,420.90965300000005
129,ZrGa2,234.62653799999998
130,SmC2,1672.719461
131,YInCu2,188.727746
132,Ba4ScCd,128.82243
133,PrSnAu,148.265423
134,HfCo2,316.69399599999997
135,MnBeNi,531.478248
136,KCu4Se3,187.824538
137,Ca2Sn,216.774407
138,CuTe2Cl,219.05072400000003
139,PdSeO4,782.289203
140,BaNa2Tc,221.639084
141,NbS,354.922814
142,MgTlF3,391.647059
143,Mg(GaO2)2,686.680349
144,UMnSe3,250.88452400000003
145,Li4Ca3(SiN3)2,940.9397779999999
146,TiMn3O8,757.828389
147,NaAlH4,1775.394832
148,H4BrN,3148.7208539999997
149,Mg3ZnO4,607.946047
150,TaSiAs,393.598477
151,BaY2F8,451.881441
152,U(CoGe)2,285.999366
153,Sn7S2,279.814699
154,NaLi2N,552.257771
155,Li2MoO3,692.4303639999997
156,Na2HfBe,301.120875
157,Sr2BePd,274.104623
158,KBaLi2,204.933813
159,RbBiO2,560.376356
160,H3ClO,2941.569565
161,Ti2BeMo,440.470154
162,UGaNi,219.12127599999997
163,PCl2OF,1253.7910880000004
164,FeB,722.374808
165,CuBiSeO,418.610856
166,YRh,140.26341100000002
167,Na2BeBr,291.548186
168,Li2CeO3,684.4507639999998
169,SrCu2O3,596.169047
170,Li2VSiO5,910.013101
171,DyCuSn,179.77787
172,Ba4HfBr,135.648563
173,KCuC2,1989.6871760000001
174,Rb2MnBr4,125.030728
175,SmAgO2,630.4081620000002
176,DyIn5Rh,180.967144
177,Ti2CrTe4,253.819891
178,SmGeO3,510.00988099999995
179,Li2HfO3,725.9033009999997
180,B2Ru,807.373017
181,Be2GaOs,562.250941
182,Sm2PbSe4,177.118333
183,ScBe2Cl,364.207877
184,BaTi2Cu,179.573136
185,NdCuSe2,189.15597
186,Be2MoP,472.390764
187,V3Au,231.64593100000002
188,BaSrYb2,90.524615
189,SbAsF8,675.857387
190,HfTeSe4,217.572312
191,Y2SO2,460.88344400000005
192,Li2H2Pt,2065.909202
193,ErH3,1255.6882779999999
194,MgSO4,1213.623525
195,KGeCl3,167.201119
196,KSmTe2,163.219373
197,MgS,343.536596
198,Ba4SnBr,151.878351
199,MnBe2Cd,524.853882
200,Sc2GaAu,235.438484
201,MnAl,327.555177
202,Tm2MgTc,252.50357799999998
203,Ge3As4,262.479127
204,CoP,422.509383
205,CeSiI,378.624531
206,CaAg,180.455116
207,Ba2ScIn,122.37603500000002
208,MgMnF6,683.011218
209,Sr3AsP,238.304511
210,V3Cd,260.27049300000004
211,RbAuSe,225.316725
212,WSe2,296.5864509999999
213,LiNd2Ga,280.848661
214,BeFeBi2,156.939846
215,Be2TlIr,393.951752
216,ErGe,193.147232
217,Nd3TlC,191.419179
218,ErNi2B2C,1312.09212
219,Be2TlIr,406.527673
220,Th2HN3,3211.098991
221,TiBe2Ru,542.736301
222,KH3F4,3082.181212
223,LiRhO2,551.95627
224,PuN,341.219346
225,K3W,115.357782
226,Te2MoW2(SeS)2,421.515589
227,KScBe2,470.57988
228,KCoO2,583.491174
229,TlSiPt5,351.379274
230,KTiBe2,329.604281
231,Zn4(B2O)3,1141.023709
232,Te3WO2,914.047143
233,RbCaBr3,222.017336
234,ScNbO4,795.777553
235,TiAsRh,275.355123
236,PrI3,157.065131
237,Sr2TaGaO6,827.324703
238,MoAsW2,190.422627
239,OsC4(ClO2)2,2175.987217000001
240,Ba2MgUO6,735.6798150000003
241,NdBi2ClO4,517.998939
242,TiMo2As,247.923917
243,Yb3U,89.912432
244,SrHgO2,698.049662
245,Fe3PtN,610.017965
246,TmLuCo2,172.861113
247,Ta3B2,605.241542
248,Sm(GePd)2,250.52003900000003
249,TeOF2,744.3524639999997
250,ThMgZn2,207.335123
251,CrCuSe2,266.468963
252,YTiF5,600.1212879999998
253,BaNbCl,89.01715300000002
254,Rb2Hg2PdBr8,244.88155899999998
255,GaNiRh2,252.14511800000002
256,TbRh5,275.264791
257,YPd3,182.31981000000002
258,Li7Br3O2,599.319801
259,Nd5CuSe8,187.437669
260,Al2CoO4,726.954932
261,BeCo2Pt,362.153404
262,ScBeTl,430.804788
263,Ba2BiCl,110.31526799999999
264,LiAuF6,637.522478
265,Ag3AuS2,372.285594
266,Ce(CuSi)2,414.762836
267,Ni(BMo)2,664.306629
268,NaAlSi,391.47589
269,Mn2F7,730.5359179999997
270,RbNa2BO3,1219.014424
271,SmMgZn2,214.478449
272,Be2SbW,416.539308
273,K2PtBr4,220.739219
274,NaNd2RuO6,645.5685679999998
275,BaY2O4,563.230999
276,PbAu2,170.91269599999995
277,Sc3Sb,240.002137
278,KYbO2,400.76667599999996
279,Ni4Mo,261.81823399999996
280,YbO2,1023.208688
281,CaP,409.77369
282,Bi2Pb2Se5,166.31183000000001
283,Pm3Y,118.476529
284,U2W2C3,741.352664
285,Rb2NaTiF6,522.058371
286,BeFe2Te,327.826873
287,BaAlGe,330.229917
288,RbNpO3,397.38622000000004
289,ZnFe3C,636.897077
290,ScTl2W,189.94261699999998
291,TiTc,256.467693
292,BeZnOs2,321.714659
293,BeGaBr4,186.791192
294,Ba2CrIn,103.21891
295,Co3Ni,259.131686
296,Ba2NbTe,100.094142
297,YbAgSb,150.22803000000005
298,IClO3,226.220975
299,Ti2NiSe4,297.541935
300,ZrRh3,206.348139
301,BeFe2Mo,434.08907
302,Np(Al2Fe)4,423.897175
303,PdBr2,255.290215
304,U(SiNi)2,424.60307300000005
305,LiGeBO4,989.714293
306,TiH8(NF3)2,3377.2376590000013
307,BaYSc2,153.91761
308,SrIF,288.3665200000001
309,Ce(AgGe)2,254.364314
310,Sc2ZnAu,234.64220299999997
311,LiGaGe,261.71705
312,YCuO2,709.464733
313,NiAgO2,579.247609
314,LiInSe2,248.32915400000002
315,ScGe2,264.199213
316,Ag3N,187.545503
317,LiGaO2,680.113442
318,Tl3SbSe3,199.07368
319,ErZnAsO,511.5981
320,Np3In,141.074005
321,Nd2Sb,138.100873
322,BaAl4,333.8233140000001
323,Y3Mg,184.975062
324,Li3NdSb2,373.92351
325,LiAlPHO5,3416.360969
326,KBaRu2,236.35107200000002
327,Na3Nd,153.984671
328,LiVPO4F,1005.3910800000001
329,SeCl,310.5033180000001
330,LiAsF6,713.353981
331,YbO,377.403116
332,SmLuRu2,168.87252900000001
333,ScNi,189.027214
334,TmCu,129.636239
335,TaAlNi2,304.70942
336,CePd3,162.927961
337,Sr3Yb,105.640892
338,DyRh3C,351.816008
339,HoCd2,153.438692
340,SrH2O3,2961.59973
341,BeVIn,412.675279
342,FeSbO4,649.393765
343,PtO,252.905565
344,NdAlO3,710.207234
345,Ba4MgTe,139.419718
346,KNaO3,470.39553600000005
347,NdCl3,261.543727
348,Ca4P2O,466.803758
349,Np(SiOs)2,432.35876900000005
350,YFeF5,575.0397519999998
351,MgO,121.55958400000002
352,AlP,426.59130899999997
353,Te2Mo2W(SeS)2,424.37702199999995
354,MgZr3,248.80731600000001
355,BeCuNi2,359.44016600000015
356,BeGaRu,426.113092
357,BaNaGa,129.053921
358,Ca(ClO2)2,800.9153299999997
359,Sr2NiTeO6,657.739931
360,CrInCo2,236.10223100000002
361,CeCl3,240.95904500000003
362,Sc4C3,591.437337
363,K4CO4,858.959042
364,Bi2Se3,180.621828
365,Mg(Co3P2)2,436.07745700000004
366,HoFe5,196.02043500000002
367,ZrAlNi,321.03790499999997
368,Th2N3,470.62953899999997
369,KFeS2,416.549973
370,BeZn2Co,476.536596
371,LiC,1917.840875
372,Hg3C,109.227029
373,Li2NbS3,368.19386000000003
374,MoF6,710.70985
375,ScZn2Ag,242.52685699999998
376,Ni2SnAs,171.922236
377,RbGaO2,908.464109
378,HfSnPd,192.013679
379,NaBrO3,765.445077
380,Be2CuBr,118.639086
381,Cu2H3ClO3,3446.195488000001
382,Be2RhBr,419.039878
383,SnSe2,231.635034
384,CoAs,293.701079
385,Ba4SrIr,138.18559299999998
386,NdGeRu,238.652771
387,Ho3TlC,198.732417
388,Li2Ni(P2O)2,1247.491517
389,Ti3Ge,247.938077
390,Y2ZnRu,194.530624
391,Y(GeRu)2,287.520542
392,BeInRh2,465.20631399999996
393,Rb2MgF4,488.450184
394,Ca2GeO4,699.368714
395,Cr(BH)6,2584.756968
396,BaV2Bi,479.780668
397,AlO,258.346492
398,Be2Ni2Ge,578.822219
399,Li2ZrTeO6,792.815111
400,AlBMo,736.403245
401,InPb2I5,117.17574499999999
402,BePd4Se,328.878454
403,NaBeIn,275.78231
404,KBaHf,108.770205
405,Dy(GeRh)2,273.152025
406,CeCuGe,221.835503
407,BaHo2PdO5,698.4576519999997
408,NdH2ClO2,3662.2899880000004
409,ErCdPd2,145.397473
410,Ca6Ge2O,367.163573
411,Nd(GePt)2,235.53389500000003
412,Dy(FeGe)2,313.32100299999996
413,KInP2S7,582.521561
414,UBN,953.6439630000001
415,HfSnRh2,172.38373700000002
416,Yb(SiPt)2,419.58817300000004
417,BaMo2Br,312.0972220000001
418,NaNO2,1322.568138
419,MgNiF5,1454.145204
420,Mn(BeCl)2,391.024954
421,Ba4PbCl,149.638163
422,Lu2MgOs,269.862919
423,Nb3Ga2,306.007075
424,KPrTe4,165.835297
425,CaHClO,3657.700433
426,NaBO2,1552.641783
427,Na2H6Ir,1986.7024059999999
428,MgScCd2,225.84296099999997
429,Lu2ZnIr,165.240971
430,NaBeV,430.322102
431,LiZnN,516.528602
432,Ba2BiBr,108.355519
433,BaBeCo2,296.708735
434,Li2AlPCO7,1625.902036
435,BeVGa4,351.333886
436,AlI3,395.117176
437,Sr4RhO6,531.186066
438,Ba2SrW,113.610324
439,TiSnPt,251.84273199999998
440,BaB2F8,1185.6801560000001
441,SrMgGe,242.75827
442,Li3VO4,834.6708719999997
443,BP,793.0236679999997
444,KBiO2,557.11888
445,BaVBr2,139.421949
446,HfGaRh2,188.427616
447,YbPd2Pb,118.70429299999999
448,AgPF6,783.918748
449,LiCe2HO3,1434.542772
450,KNbS2,398.927169
451,K2S5,467.88316799999996
452,Ba(HO2)2,2399.245864
453,Ba2ScCr,130.11486599999998
454,NbSnRh,233.35305099999997
455,Nd3GaN,241.144711
456,SiTc2W,294.4614660000001
457,Mg(InTe2)2,256.376479
458,Nd(CuGe)2,233.513992
459,Be2CdOs,493.39978499999995
460,Fe(HO)2,3573.7880240000004
461,TcPt3,201.26405
462,NdPb3,109.79799299999999
463,NaLu3,184.605842
464,ScCd,167.39123899999996
465,Sc3InB,439.237193
466,NbBr5,1134.162578
467,Li2SnBi,439.02356100000003
468,KMnP,353.88234700000015
469,Si3Sb2O9,1050.410597
470,SnPt3,162.769036
471,UGa3,177.035626
472,Ba(CuSe)2,173.731045
473,FeClO,540.557822
474,RhCl3,320.894642
475,Ta2BeOs,474.496784
476,GeSe,99.588573
477,MgBeRu2,402.75192400000003
478,Au2S,394.361012
479,PaRh3,191.910347
480,CdHgPd2,191.988306
481,DyAgHg2,130.805588
482,Y2MgS4,345.342377
483,H3S,2562.856459
484,MnAlPt,315.830611
485,TaAgF6,671.445811
486,DyBiPt,142.044323
487,Cu(HO)2,3559.028009000001
488,RbNiCl3,257.23429
489,K3V3O8,939.9774880000001
490,K3AlH6,1547.099216
491,Dy(CuSi)2,443.78905999999995
492,Rb3InS3,334.82437999999996
493,BaHf2Ru,152.209648
494,NdMnSi2,403.662277
495,KHSeO3,2946.172028
496,NbBi2Mo,143.575469
497,Hf2CuOs,173.661647
498,Ti2CoGe,282.010244
499,Sb2Au,151.584608
500,Ba2VTe,100.220725
501,MgAs4,283.037129
502,YP,285.126261
503,Sr(ZnP)2,283.984363
504,TlPd2Se3,226.56600099999997
505,Mn3GaN,587.758564
506,VCoTe,211.309509
507,RbAs,194.61949199999998
508,RbBaTaS4,460.17481200000003
509,Np(OF)2,1013.4452650000001
510,RbPbIO6,627.141087
511,Ca3PbN,261.37212
512,Sm3Ho,95.63665400000001
513,ErP,289.220595
514,CoCl2,231.05754
515,Pr3CuSiS7,533.09562
516,BAsPb,105.625346
517,FeAs,313.569839
518,Mn2BeGa,375.288233
519,Zr3In,178.502284
520,CeGa3Pd2,251.50147599999997
521,CdSe,179.331386
522,HfC,356.793792
523,ZnCu2GeTe4,214.477615
524,Ba2NaGa,138.43624
525,LuRh2,288.694129
526,PrCd,99.793444
527,ZrB2,754.799228
528,HOF,3227.436121
529,Sc2BeTc,358.45679
530,NaScS2,374.56196800000004
531,BeCdFe,367.953713
532,MgTiO3,636.158392
533,BaO2,796.326948
534,BeCrTc,528.937043
535,Ti2Co,448.61102400000004
536,Be3Ir,539.929266
537,Na3Co,184.258401
538,CaC2,1899.036284
539,NpFe2,379.25670499999995
540,BaYAgTe3,173.404349
541,NaZr2MnF,609.638595
542,KSmF4,424.363438
543,InCoSi2,229.348431
544,BaLiIn,166.773498
545,SnBr2,147.453757
546,Na2ZnSe2,225.86236
547,CdPd(CN)6,2297.217244
548,BaSrTa,114.622611
549,MnTe,103.246789
550,PuSi2,422.447717
551,PrC2,1681.4457519999999
552,MnFeTe,225.57055699999998
553,TiI4,286.100787
554,SmCrO4,860.906711
555,RbMnSe2,228.71067599999998
556,Mn(AlTe2)2,329.255109
557,C3NClO4,3137.892417
558,V2P4S3,592.639946
559,B4C,1761.595093
560,Ni3Ge,275.618239
561,ZnNi2Ge,228.997152
562,Nd2SeO2,416.434319
563,LiAuC2,2011.1536670000007
564,Br2O,465.32236500000016
565,MgAuO2,663.998295
566,CaAs3,240.71893500000002
567,SrCd,102.848109
568,Mg2BeFe,473.248793
569,ScBe2Cu,422.30455599999993
570,CdCuSb,155.557151
571,ThNi2,230.102592
572,AlNi,279.1454
573,Ni3Sb,233.40551800000003
574,SiTe2Os,149.356921
575,Li3ClO,550.409404
576,PrEr3,95.913854
577,BaSi2Br,197.185437
578,Hf2BeV,370.87883700000003
579,CeSe,192.478635
580,CaAlSiH,1266.903397
581,BaSi2,374.564308
582,NbTl3Se4,307.3360990000001
583,BaNa2P,241.115102
584,Pu(CrSi)2,452.463308
585,Ba2LiZn,217.89965800000002
586,YClO,564.628153
587,SrSn(BO3)2,1214.315901
588,TiCoSi,430.45929900000004
589,YbAg,101.300694
590,H6PbCNCl3,3310.736834
591,NaTiO2,647.770185
592,Ba4CaRh,134.144321
593,TiBe2Os,464.082455
594,ErRh,124.61580500000001
595,BaInSb,117.40824599999999
596,Ca3TeO6,685.428254
597,Ti2N,635.931435
598,LiTm2Al,311.525959
599,Si3NiP4,495.880834
600,HfBeRu,465.558713
601,Mn2AsSe,144.989643
602,Sc2BeOs,370.86900499999996
603,NbFeSb,309.823596
604,Rb2NaSbCl6,286.120305
605,K2RhF6,567.563376
606,K2NaMoF6,550.12729
607,Li2CuSb,355.667871
608,TbNi2,254.648562
609,MnCoSi,348.39543399999997
610,ZnBr2,213.65796600000002
611,Ti(MoS2)2,406.202897
612,ScBeGe,586.681
613,BaYSb2,139.202277
614,CaH2,1176.874422
615,Mg2Ni3O8,693.0534849999997
616,KSO2F,1133.6869960000001
617,Mg(CN)2,2251.75913
618,Mg2V2O5,590.619527
619,Li5ReN4,930.9418949999999
620,AlVRu2,379.54770099999996
621,BaNiF6,631.606924
622,UTl2O4,680.4666179999998
623,NbIO2,738.969684
624,Ti4ZnO9,863.671882
625,CoNiSn,248.69281400000003
626,Mo3W(SeS3)2,449.51772400000004
627,Ho2Be2SiO7,1010.352872
628,PbO2,594.409346
629,Sc2BeGa,311.856655
630,Be2TlMo,446.436825
631,ErTlTe2,153.875302
632,Eu3As4,189.34303400000002
633,FeAgS2,432.403991
634,Dy(HO)3,3701.559511
635,Be2NiMo,573.825229
636,LiTiBe2,537.921069
637,YSe,205.42137
638,LiNd2Os,307.550054
639,PtS2,327.522171
640,PuCdRh2,787.359187
641,NpRh3,176.618667
642,BeS,656.576936
643,CaMgSi,290.1338580000001
644,NaNb(CuS2)2,457.25071399999996
645,ZrInNi2,204.732033
646,K2SmF5,435.88007999999996
647,Ba2CrCd,102.43701
648,Sr3GaN3,566.234232
649,SiNi,394.142716
650,ScF3,646.930921
651,Tm2CdHg,125.323474
652,MoPO5,1043.557683
653,NaLaTiO4,889.626086
654,GeSb,118.621175
655,KAgSe,146.873089
656,Ce(PRu2)2,465.91647300000005
657,TlNO2,1274.699405
658,LiH2IO,3392.75979
659,Y3Al,181.938242
660,ZrBeCr,497.046746
661,KCaBi,189.973546
662,Nd(MnSi)2,370.78864500000003
663,CrCuS2,380.535841
664,Ba4MgSc,126.101202
665,SmCoSi3,381.511221
666,Ti3Pt,296.70788799999997
667,Ta2H,1398.1271
668,CaVO2,543.4214
669,KBa2Pd,128.329869
670,Sm(CoSi)2,379.498419
671,RbCdAg3(CN)6,2212.712441
672,RbCaCl3,290.895666
673,Be2C,962.734415
674,LaSb,133.37313
675,Y3InC,320.889295
676,Cr2CoO4,657.49488
677,TiBeCd,437.31111500000003
678,HoHO2,1516.271383
679,YHSe,1088.3675050000004
680,Ba(AgSn)2,151.195882
681,ZnTe,124.35774199999999
682,InP,314.62051
683,TbFeSi,367.666451
684,As3W2,284.434707
685,CrWO6,940.262034
686,V2CrFe,356.75007400000015
687,HoNiSb,177.22248000000005
688,Li2Pd,466.577066
689,Li2BeBi,354.072387
690,Li4MoO5,763.237212
691,TiCrAs,336.932186
692,TiGaAs,180.053213
693,K3V,110.60191699999999
694,Si2B2O5,1097.248497
695,TmCuSe2,210.466979
696,Be2BiIr,346.753378
697,Sr2BeZn,235.660608
698,K2O,307.878771
699,Ca3Sb2,301.567001
700,SBr,544.83385
701,Bi2TeSe2,162.697667
702,TmSbPd,174.927748
703,RbCuCl3,249.278847
704,K2Os(Cl2O)2,905.426617
705,Fe3Si,333.856677
706,LiEuO2,659.5061019999997
707,Na4ScBe,293.84673399999997
708,NaBeBr2,235.581425
709,HoInAg2,144.718718
710,Ta3SBr7,407.894753
711,TiAsP2,134.15412800000001
712,SnSe,184.418951
713,CaHg,129.408826
714,LiZn2Rh,371.87624
715,Na5InO4,540.264922
716,SrMnBe,369.848345
717,LiBeCo,513.476083
718,Be2FeW,473.014224
719,YCrO3,663.625541
720,LiMnF6,691.8430490000003
721,ScGa2Ni,254.361328
722,SmGeRu,237.90328300000002
723,HfTc,178.53171899999995
724,U3Sb4,150.329883
725,BH3OF4,3180.390882
726,Be2NbCo,452.98447300000004
727,Ca(GeRu)2,276.19759500000004
728,LiTiNiO4,643.726087
729,PtS,457.50975700000004
730,TiNi2Sn,237.52830899999998
731,Ba2CaTa,134.828278
732,TiAsW2,244.51975699999997
733,Ti3AlN,639.018838
734,SiO2,806.7772719999997
735,Pr3Ag,122.01946799999999
736,RbNaO3,425.547513
737,Sc6NiTe2,237.19123900000002
738,Ba2CrBi,101.296428
739,Mn(PtO2)3,698.0014160000003
740,Co(AsO3)2,666.584975
741,LiYS2,296.74309
742,MnSb2F2,1156.376459
743,BeTc2Ge,328.513079
744,TlInSe2,220.463979
745,NaCaAs,240.744952
746,KBi2F7,445.73845199999994
747,MnSbPd,196.096654
748,PrHg,77.629292
749,Er3GaC,255.70645299999998
750,HoIn5Co,186.187355
751,Fe3N,535.550703
752,GaNi,191.722771
753,FeH,784.069594
754,Be2InIr,434.49823
755,AsCl3O,731.7382349999997
756,CeBi,98.175926
757,Ho(CuSi)2,449.823028
758,DyIn,108.54276000000002
759,GaTe,271.957206
760,BeZn2Cr,467.00484900000004
761,CaTlCl3,288.648498
762,CaCdSi,227.593312
763,Rb3Nd,70.006138
764,ZrAsPt,182.40673700000002
765,SmBi2ClO4,526.021905
766,Ca(SbO2)2,502.65643600000004
767,Ta2Si,423.05053899999996
768,VSbRu,251.72543
769,Sr(AsO3)2,713.719223
770,NaAlSe2,428.84424
771,MgCoF5,634.056354
772,MgHg,151.48218400000005
773,Li2AlPt,444.76551100000006
774,Mn2BeCo,453.93758899999995
775,DyFe2,201.034228
776,RbAuS,316.99025
777,Ho(SiRu)2,401.032849
778,Ba2Si,210.357044
779,TbSF,363.44413399999996
780,Yb(FeGe)2,293.5816910000001
781,Al2O3,901.6385460000001
782,BeCrHg,351.83761200000015
783,PrNi5,284.879427
784,TbTl,79.759817
785,SrHfN2,604.626049
786,NdAu,84.472202
787,Si3As4,410.555056
788,SrAl4,366.960003
789,Mo2WSe6,340.56752
790,Fe8N,687.755906
791,Na4BeW,336.0926350000001
792,Ce(CuGe)2,242.13869300000002
793,YTiO3,701.6493519999997
794,CuI4,168.483081
795,Ca(SiAu)2,426.447737
796,LiYMo3O8,770.21457
797,GeClO2F5,1241.4750179999999
798,BaPr2ZnS5,386.771356
799,BeNbPt,483.918234
800,BaYTe,102.68426600000001
801,ScSnPt,253.159758
802,MnB2,840.447735
803,NaFeO2,456.509705
804,CaC2,1867.3712829999997
805,Rb2Si3SnO9,1122.559363
806,CaCr2,719.20614
807,GaCuO2,730.677986
808,Sr2BrN,435.759218
809,ScIO,556.06204
810,BaGe,178.61005500000005
811,Sc2MnC,315.20915
812,NdBi,122.48713000000001
813,Ba4CdBi,142.056244
814,BW,601.1136730000002
815,NiHg,167.03975400000004
816,Tm2IrOs,172.245015
817,Li6TeO6,715.801878
818,UTeS,270.755558
819,MnBeSn2,332.504031
820,BeRu2Rh,326.652197
821,Nb3Cr,236.604465
822,Na2Ti2O5,893.721668
823,MoAs2,285.7727910000001
824,FeSiRu2,325.191727
825,TiBe2Te,478.81941500000005
826,HfNi2,345.47039900000016
827,ZnO,446.991804
828,Nb3In,198.367875
829,NbRh3,208.22820900000002
830,ZnFeSb,182.0419
831,TmSi2,391.46735
832,Mn2BeFe,520.153747
833,TlHCO2,2882.489275
834,SmBi2BrO4,519.981859
835,BeGa4Tc,376.565834
836,Rb2PdBr6,247.580544
837,Na2SO3,907.782897
838,Rb2TeBr6,192.409946
839,PbICl,177.345393
840,SmTmMg2,213.16796000000002
841,KC4N3,2267.6889109999997
842,BaNd2ZnS5,389.797012
843,Rb2Ag2GeS4,367.738743
844,BaLi2Fe,323.195067
845,Tb2Tl,114.752016
846,YN,0.036217
847,Li2PrTl,320.3019950000001
848,USi3,298.287502
849,BaCaTi,117.82112099999999
850,ScAu,141.353445
851,PrN,337.746011
852,BeSbCl,319.949919
853,Sr3UO6,697.072491
854,NbBO4,1006.4837259999999
855,MgTiF4,480.484457
856,TiNi,194.908076
857,ZnPt,189.18188
858,KYS2,311.91531499999996
859,Nb2Tl5S4Cl9,559.546449
860,Ho(CrSi)2,439.270958
861,Mg2ZnAs2,302.351538
862,Er(HO)3,3701.37054
863,SrH4O3,3686.330097
864,CuBr,161.71823799999999
865,U(HO2)2,3212.066313
866,ScGaCu2,258.024325
867,ScPdO3,648.547496
868,DyTlTe2,153.81812
869,Pr(HO)3,3705.0848969999997
870,Zn2Sb3O8,568.823471
871,Tb2In,135.739331
872,SmAl4,399.863199
873,TiAlO3,589.664917
874,NbInPt,218.72843999999998
875,ScClO,772.4200139999997
876,Cd(GaTe2)2,212.133388
877,KCuO,300.618265
878,Sr2TiBe2,607.40467
879,Sr3As2,234.389106
880,Mg2H6Os,2094.291905
881,K3H5Pt,2063.0097920000007
882,Co2SbO6,598.4014589999998
883,LiErO2,521.1841360000002
884,U(SbO3)2,818.337162
885,Ti2GaFe,298.830425
886,PbCO3,1458.641949
887,HoTaO4,811.778816
888,ScCu,184.51724099999998
889,Lu3Ga,136.84901599999998
890,DyCd,105.48370800000001
891,RbSnF3,359.889661
892,Mn(AlS2)2,495.74461900000006
893,Ti3InN,582.773921
894,USbRh,155.33641699999995
895,HoSbPd,175.464327
896,Nd2In,131.99616
897,In2AgSe4,199.18251999999998
898,Cr2S5,589.852107
899,CePt3,155.35624099999995
900,TlCdF3,413.66765
901,FeNi3,267.369919
902,MnZn,237.518611
903,YbSi,372.225379
904,BeSi2Br,199.414775
905,Tl3VS4,456.620591
906,LiPrGe,335.520085
907,Yb(Fe2P)2,415.978537
908,ThAl,329.273894
909,Ba(AlTe2)2,353.13698
