,pretty_comp,eps_average_sq
111,BeVCo2,9.5928045951119
112,YbInPd,12.517843264716172
113,Ba2YNi3O7,8.30212422616445
114,NdTaO4,2.2839074703965863
115,Ba4CaMo,13.649897435512106
116,Ba4HfTl,14.278529336034575
117,ZrInCu2,5.0862690976130365
118,Yb(AlSi)2,5.29544773051974
119,DySn2,11.116558220360591
120,Ba3BAsO3,2.425647679830413
121,YbInAu2,13.300939816418989
122,CrCu2Si,12.982734688808826
123,K2AlF5,1.3857849761056007
124,Ba4CaRh,13.245293503731807
125,BeGeIr,8.416135296757847
126,Ba4MoCl,11.232350599941228
127,TcH4NO4,2.06097873189738
128,YSeCl,2.960844474132338
129,Be2CdSe,6.3137020307687415
130,InCuPd2,8.189847373425224
131,Ge3Cl8,1.9724857413933312
132,LiAg3,10.417376509147267
133,Sm(CoB)2,7.2692548907482015
134,Al2Tc,11.20410192741926
135,Nd(NiAs)2,8.744697440925748
136,Co4(B2O)3,7.814885369174223
137,SmCdAg2,16.91770078940989
138,Sc2AgOs,7.765365413166338
139,ZrBe2Cd,8.468596892834924
140,LuSeO3F,1.8551819317791989
141,K2NiF4,4.240239773094599
142,ZnAu,5.822765665901384
143,BaCrO3,9.171266724577
144,Dy(SiOs)2,8.676556536629803
145,NiPb2(N3O)2,6.998449828354848
146,Sm3I,14.064814254017007
147,LuCuPb,6.1946132513122505
148,NpCdPt2,15.648236322346365
149,NaTaBe,8.383791902633716
150,AgSb2F2,1.860188162525501
151,Te4Mo2WSe2,3.4667227559565053
152,Sr2CoO4,5.295828547073631
153,LiCaAlN2,2.295125268912353
154,YSeO3F,1.9896900931217067
155,Be2FeIr,16.82173494817543
156,TbCd,8.170091798749876
157,Ga3Pt2,9.050563518367241
158,Li8VO5F,3.630041322078855
159,TaGeAs,12.569622110469348
160,BaSiO3,2.1663333076883617
161,HfBeSb,11.747113120535898
162,Zn2Ni3O8,3.838680328793565
163,Ba4YCu,12.676253389704705
164,Sn(Mo3S4)2,8.043456968244437
165,ErAu,7.843290125961173
166,BiIO,2.8655540476494243
167,TbP,5.454056594254714
168,ZrCl4,2.0590774633315765
169,Y2BeSe,7.989238595343948
170,MnAsRh,13.594551604717724
171,Ag5P(S2Cl)2,2.6057628441590768
172,ThBiTe,9.038814450284212
173,SmMgTl,8.604756436607216
174,SrBePb4,14.023287774270338
175,ThS,9.382018261902216
176,ErCu5,17.816332394743878
177,Dy5Ge3B,11.310302088509099
178,CaBeCr2,10.14018901861959
179,Ho5Co2Bi,12.037179902286079
180,SmBi2ClO4,2.4107882528335
181,YAs3,12.593772270451774
182,NiMoP8,8.409835511669257
183,PrS3,8.431777195032296
184,ZrBe2Pb,10.237875756229904
185,Sc2S3,3.000972064737246
186,Mg3Ga,11.613110407351398
187,VRe2O9,2.534140222376549
188,NaTi2O4,3.620225591497488
189,Lu2MgRu,8.4756710648774
190,CeCoGe,11.604425879809822
191,YbAlO3,6.201564318782803
192,Li2V3FeO8,9.81245297228646
193,UB2Os3,9.924212815130478
194,GeF4,1.4552548459519614
195,YZr4O9,4.68859253934483
196,LiSc2Au,12.848408461751205
197,Na2BeIn,7.435235929903861
198,Mn3GaN,12.781670469856431
199,CuAuO2,9.397549325932443
200,BeGa2Os,6.864383924771885
201,Sc2ZnGa,6.767530322552433
202,KZrF5,1.6096583488430083
203,MnV2O4,16.995261104201962
204,Tl2SnF6,1.7988792807375005
205,MgSi7Ir3,8.232253640407345
206,Ba4HgBi,11.782537926949356
207,RhO2,6.1964048716439875
208,LiPt2,11.254798976436675
209,BeReBr2,14.746505800810347
210,ScBi,6.011990796178361
211,Ba4HfPb,14.1793018163801
212,Li4BeRu,8.842380901092195
213,ErCd,8.2900120627174
214,HoHSe,2.965782639821514
215,BaNaSb,3.291154812524017
216,LiTiV2O6,7.095674738881426
217,ScBeTl,6.360888302745145
218,InF3,1.552127572076471
219,YbAgO2,7.124308153544923
220,Ti4P3,12.637892756837802
221,UB2Rh2C,11.096334229525233
222,ZnCuNi2,7.979956140230348
223,Y2Si2O7,1.8173148690673648
224,CeP,7.258147146483048
225,Zn2CoSbO6,3.1745445867609625
226,BaGaBr2,4.311001430449001
227,MgO,1.90934543757802
228,BeGa2Mo,5.71012259062798
229,RbYb3,8.973078252937135
230,HoNi2,10.781748466737666
231,BeHg4Pd,13.249147142363539
232,NbTlO3,3.019884103736433
233,TlF,2.170360953082843
234,BeTc2Bi,10.10215323582057
235,LiLu2Pd,9.483754530775244
236,AcAu3,6.7441480806202145
237,BaCa(CuO2)4,9.255043669985213
238,RbAl,8.657124233831926
239,IrCl3,3.4461234259188487
240,Li2BeCu,8.882259472303955
241,MgZrBe2,6.139009149148854
242,NdRh3C,6.792400164890169
243,Eu2C(NCl)2,5.0778571596031865
244,Pr2AgRu,8.774611102493374
245,KAuS,2.3368996555265267
246,SmNiB4,10.203999215993695
247,Li5FeF8,1.5947518093212287
248,ScSbRu2,7.468895500674781
249,Rb2Te,2.008133461700193
250,Mg7Al2,20.467073557301735
251,LiBe2Br,5.442389181232816
252,BeCoMo,13.647003334065687
253,NaSr3IrO6,6.452836585564523
254,VMo,12.884758437782214
255,Nd3Ga,11.72587736589463
256,TmAsO4,2.007610519996346
257,TaMnAs,9.738196273780202
258,ZnMoO3,11.0726254038206
259,MgTl,9.533131699499384
260,Mg2ZnPd,7.0757826422241115
261,Ni3(SnS)2,10.739799811914557
262,Na2BeCu,7.798544736038897
263,Ba3SrI8,2.048959085324383
264,NdAl2,9.896972601086995
265,Ce3AlN,11.508310041009496
266,Cu4Sn,4.036537294926598
267,Mg2Sb3O8,2.4089693508497225
268,Rb2Se5,2.9074502002040665
269,MnF2,8.405819412763993
270,NiB,7.058174929352018
271,DyHg,8.262154682647862
272,PH4I,2.171389723963281
273,CoSi,8.994587261236617
274,AgAuF4,2.3956070907670424
275,Ba4BeP,11.458184847522752
276,TmHg,8.447301344216386
277,Ba4MnTe,11.77418787008259
278,K2Te,2.006464552390597
279,ScSn3,15.612324191697619
280,GeRh,8.142996991280299
281,PuSi2,12.685239453790377
282,ZrN2,4.005791640445952
283,BCl,2.0179444987412314
284,KZn4Sb3O2,2.0592959962084127
285,CrH8C4(S2N3)2,3.500419022536206
286,MgSiAs,16.642376633161508
287,YHo3,12.153768962753901
288,Cr2O3,13.066406034815644
289,LiHf,9.436341098822854
290,AlCuS2,8.624395630999311
291,Zn(CoO2)2,6.865694915058974
292,UAl2,15.457193578827086
293,YRh5,17.93191846958936
294,LiMnAlO3,7.503543607300931
295,PbN,3.269444397243462
296,Dy2MgSi2,7.8258844015655304
297,TiRu3,16.002621660215553
298,CuAsPt2,8.81194076239735
299,Ba4YSb,12.160727774274035
300,Li2MnOF3,3.9046638779797678
301,NaBH4,1.6273495834228942
302,K2TaCl6,3.512249991102569
303,Nb2VSe4,8.814529671703044
304,PdF2,8.108045387144799
305,BeGaCu,14.460714597372654
306,CaTb2O4,2.0707808511122883
307,Dy2AgRu,7.677961969168641
308,TaBeTc,14.834731769286115
309,Ba2SmMoO6,4.512626729522396
310,MgBeRh2,9.558043732898485
311,Sm(BRu)2,9.457096101164813
312,Yb4As3,7.1046674799036165
313,BaGaBi,6.5804711077551294
314,CaAl2SiO6,1.7782763189860753
315,KBe2BO3F2,1.5182665554287011
316,YGa5Co,10.084683105250921
317,TlBiP2S7,2.85378111751176
318,Ba2MnTl,13.855504321387944
319,K2BeMo,8.343033021629484
320,LiYSe2,2.7141911011079034
321,Eu(MnSb)2,10.938279876958108
322,BaCaRu2,12.208787818616555
323,TmGa2,9.879951079501016
324,FeCl3,7.008968064796225
325,NaTaO3,2.1178369468241254
326,LiV2F5,8.004604924666799
327,LiFe(CoO3)2,8.500390187122786
328,CaPd2,6.717839434421357
329,VOs,12.104106741102376
330,Ba4ZnPb,12.04778402860875
331,BaHfW2,17.3150926458201
332,InPt3,9.358890603769943
333,VZn2P2O9,1.9277620876723005
334,LiGaO2,1.9551641022345585
335,BeSbPb2,14.15593750574884
336,Y2TlCu,3.1684907027373983
337,Ca2CoN2,6.373444908367842
338,CdBiS2Br,3.087026616881256
339,KMgF3,1.4523773614319386
340,BaCeN2,3.3215357893600967
341,BaSi2P,12.114595879901788
342,NbAlNi2,8.636447958121055
343,Er(FeO2)2,9.47810283407673
344,NdTlAu2,12.94616931760125
345,ScGaPt2,10.529838555267597
346,Ba4LaZr,14.711193017563193
347,Sm3Hf,13.161287930897947
348,Zn(CoN)2,10.570257013589279
349,Nd2ZnAg,10.212379742254006
350,Ta2Te4O,3.039983552587086
351,Er2ZnTc,9.558666224950006
352,Ba4IrW,15.159284283896785
353,Li4Cr3Co3(SnO3)2,7.5935937912602816
354,BeNiMo,8.349898202972296
355,EuCuBi,7.928482410482683
356,MnBePd2,15.825265663910143
357,LiRhF6,5.804682018279152
358,Rb2H6Pt,1.8202197669512328
359,Al2Cu,7.755144529063702
360,Ti3Zn2O8,2.5362439420003224
361,Li5Ti2Cu3,5.576958549842976
362,BeGe2Bi,6.712205300793473
363,RbAg3Se2,3.416411372576005
364,BiI,3.5555918400926347
365,Te4Pt3,8.790582081599224
366,Mg2BeNb,7.320211745571298
367,AsH6NO4,1.6773987798572725
368,PrB6,10.673092335401208
369,MnBe2Fe,15.367362601739226
370,KP(HO2)2,1.591278312133571
371,BaNaLi2,7.785899648295842
372,LiMnCo3O8,9.239969336168457
373,BeSnCl2,5.5246176338277015
374,TiSnPd2,7.760173967122129
375,HfC,8.805237078012153
376,ScAgO3,3.4877117617907216
377,NdCoGe3,9.069851156441324
378,HoMgTl2,12.266340122465214
379,FeCu2GeS4,11.172197635201412
380,BaMo2Br,13.019078308390345
381,Cu2GeTe3,6.217590637323539
382,BeVCl4,13.662916965275025
383,Ti(BiO3)2,7.933172967566844
384,LiNdSn,8.175681419103038
385,Al2RuPt,7.4488119858135775
386,Mo3I,15.627088660399927
387,Ga2BSb,16.00000624999878
388,K2CuBr3,1.8840028308542072
389,Ca2HgPb,11.884809632467823
390,ScCo3B2,12.018164030610777
391,Hf2BeFe,9.820838389194003
392,YSn3,12.099888429237685
393,BeTe2Pd,6.398484195495057
394,LiTaRh2,12.422314599139725
395,K2VAgSe4,2.803682102759393
396,Li2Mn3TeO8,8.90406087131035
397,BaYHg2,10.154701702495585
398,CaCO3,2.1227654918368475
399,Ti2NiMo,12.10984310385564
400,NaSnPd2,9.14386679693006
401,LiAl2Ir,7.348190253388926
402,BeGaW2,9.736833845420866
403,ZnSb,5.54958557011242
404,BeNiTe2,6.8201881694471345
405,Ba4ScSe,11.375337357634717
406,LiAlO2,1.6545593572509467
407,Np(SiOs)2,11.057326379675454
408,ScCu2,6.020268543290517
409,BeCoBi2,13.369604830859187
410,CaBe2Rh,9.556625973637347
411,Be2CdPb,12.96447196507954
412,TbSiRh,9.75258256395026
413,NaMgF3,1.3941544629870344
414,Be2InBr,8.804816863512835
415,BeZnRu,12.747461185140615
416,LiAlNi2,12.24628651197306
417,Hf2InC,7.029971550440298
418,K3AlF6,1.4158036587041298
419,Li2LaSn,5.158507536099953
420,NdAlCu,12.134948152615516
421,Tc3Pt,10.811267270768953
422,RbTiS2,5.095838171161509
423,Li2Mn2O3,7.982952670117326
424,BeGa4Rh,13.898928016217655
425,Cu2As,8.921946723296061
426,SrCaHg2,11.3558134891341
427,ZrCo2Sn,8.830141561719156
428,YbHO2,5.765541316014192
429,BeGe4Pt,15.153273573719973
430,Ba2ErRuO6,7.389032412975327
431,YHoAg2,8.643101295252764
432,TmUTc2,12.229296790903392
433,ErMoClO4,2.119150773305193
434,Ca(PrS2)2,2.842076705509547
435,ScZn2Cu,3.2502820390442015
436,Dy5Pb3,8.251844238310206
437,K2H4Pt,1.8815153467351784
438,Na5GeP3,3.0466156086166607
439,Be2InNi,8.193751684464612
440,VS4,3.241722793001688
441,TiCrAs,10.64212384817993
442,BaTl2,8.412944391432367
443,Sr2LuBiO6,2.2450760937363943
444,Sr3AlO4F,1.8467719584904536
445,BeBi2Ir,10.636089506956962
446,BeCoPt,14.444344914187006
447,ZrVF6,5.985415607959068
448,Er2Nb2O7,5.122557954772206
449,PbSO3,2.1609874286230046
450,Lu(SiPd)2,8.090817840820131
451,TbCoC2,6.431632763148095
452,BeCoTc2,13.045115305482485
453,Nd(CoAs)2,11.46357274151475
454,BeSiRu2,11.348938276332285
455,ThGe2,13.247871527154839
456,ZnNiF4,5.724566941408464
457,TlInTe2,3.7536071540142113
458,TaAlO4,2.231374763085156
459,Te4O9,2.396657394511504
460,CeMg2,13.828750244810026
461,Mg2VBiO6,2.1798929637331583
462,Tc3Rh,15.213098522873855
463,HfAlPd2,9.764027516006564
464,Mn3As,12.904649033068145
465,AsPAu,7.673884283724897
466,Be2NiGe,7.599804822055192
467,Sr2UZnO6,2.222401103911413
468,Sc2Al3Ru,10.547636386097755
469,K3AsSe4,2.547796433521852
470,MnSiTc2,12.160587979205609
471,Lu2NiIr,9.123601262659387
472,Li2AgF3,1.6803670234009394
473,H3Pb,5.677484771739447
474,K4BeNb,10.072392962945797
475,NiS,9.935968330599016
476,Li2Fe3SnO8,7.75222978675598
477,TiGa5Co,10.851276422614992
478,KAuSe5,3.0670724369230884
479,BeCd4Sn,16.067392445571247
480,YbPO4,5.537484386734948
481,SnIr,6.394122300988619
482,MoPH3O7,1.921986819240271
483,TlZnAsO4,2.014720824332741
484,Ba4FeRh,13.28048944881174
485,ZrAg2,9.051602068142412
486,ErCrB4,6.530849868125894
487,Yb2S3,2.997754715338353
488,Tl3Hg,10.676881567199294
489,UFe3B2,9.479625520029787
490,ZrAl2,11.042455946633126
491,V2Cr3(SbO2)3,9.597871291767426
492,Ba2TiSn,11.899369731208456
493,AsPd2W,11.930745995116984
494,GaSeBr7,2.4273098964354207
495,BaAlCuBiO5,2.4508977946866732
496,SrTiO3,2.5282800477795178
497,Ba2HgTe,8.842267808656327
498,ZrBTe,11.74720392263623
499,Th3Ge2,12.29706469040478
500,BaNa2Mn,10.467540303242213
501,NaCuO2,7.638712806051379
502,BaErAgS3,2.680055969564815
503,AsH3,13.289123372141598
504,BaSr2Sb,7.893121478012781
505,PRh2,6.26899513478835
506,BaCaHg,9.473447102295976
507,CaBeRu2,10.430688695703015
508,ReAsAu,14.348567872787864
509,NaCN,1.6104450730569275
510,TlBi,9.6202286875105
511,Zr6BI2,3.2073093604037224
512,ZrO2,2.402831662851145
513,Tl3SbSe3,3.5599719100015377
514,Ca(BiO2)4,4.5350854457220535
515,Y2GeO5,2.101935615886779
516,Ac3Sc,14.208859912040793
517,AcTlAu2,16.27573654247328
518,CuH2(IN)4,2.626264774668896
519,AgAsSe,5.334160352545344
520,CePd3,7.135355632342371
521,Tb2Ti2O7,2.478447094452492
522,Mg3WO6,2.2708295107001466
523,CuSnRh2,6.3749745097529615
524,BaPdRh2,11.23704439195052
525,Li2SnGe,9.387555592378668
526,Ba4TlRu,13.290026335564574
527,NbCrGe,10.909512668614793
528,Ba2SrTc,11.721795937483304
529,Fe2As5,16.487579163317662
530,CeAl3,12.78196515929117
531,Mg(MnS2)4,12.912330024696033
532,Ba2CePtO6,2.5856333846854618
533,FeBiAsO,6.743045800427778
534,VNi2Sn,9.594307339945564
535,Na3VSO3,2.0740861441447733
536,Al3(BRu2)2,10.399596146004905
537,NdTi2CdO6F,2.526426989511736
538,Be2CrCl,7.338067411337493
539,Ta2InC,7.962397042767125
540,CrF2,6.561895051482207
541,CeSi2Mo2C,10.922347122604494
542,BaSn2Pb,9.470418857333256
543,Rb2GeSe3,2.304437747766976
544,NaAlO7,1.6828448136018563
545,H8Pt(NCl3)2,2.130399023657305
546,Ho5Pb3,8.264127298148304
547,LiSbO3,2.167094829489471
548,CaBeZn2,9.603032507147587
549,AsOs2Cl,13.259264685494445
550,Tl2SiSe3,2.9695734822810267
551,Li2TiCo2O5,9.280360984358314
552,Li(CuO2)2,11.451200810395385
553,Li2AgPb,8.249230267121899
554,Ta3SiTe6,5.761767668577645
555,Ca2VN3,5.138206561307814
556,ZrIn3,7.523910773881714
557,ScTlSe2,3.239218012627945
558,Na2H6PtO6,1.9195832881122925
559,Ba3Ti3O8,4.901268543278702
560,BeTe2Br,9.194895322949577
561,Tb(NiGe)2,9.253783010207233
562,YAlSi,7.197122110028888
563,Sm3Cd,13.440360858250795
564,Ca2TaAgO6,2.8915163265433366
565,Fe2B4Mo,12.224115509925456
566,ZrAg,6.7777036425818045
567,TmThRu2,8.101499861136825
568,SrMoO4,2.1505270671783387
569,CdSnAs2,4.39992045382641
570,Cd(PtO2)3,3.749542194277412
571,Ba4CdFe,14.163643599017876
572,TmClO,1.8819316317727024
573,UAu2,10.235495428491316
574,VPCl9,2.6330717169622755
575,PrNi,9.220766417892461
576,Pr(Re2Si)2,10.021824517854354
577,U3Te4,12.940181606144485
578,CdBiO3,2.881914872672913
579,Dy2AgOs,7.112995149724201
580,CeZn3Pd2,13.854289347827745
581,Li5MnO5,5.871635206652403
582,BaTlCd,9.936503409147504
583,NbAsIr2,13.604495580505734
584,KBeBi,5.631690095640327
585,GdTe,8.869751969474681
586,Co2(GeS)3,4.536749938006283
587,CaTi(SiO3)2,4.52155577944878
588,RbAs,2.961412951053376
589,Tb2C3,9.158738996171909
590,U3Si2,18.153966508727507
591,MgAgAs,6.3578612756177675
592,CdBiClO2,2.2300298951658326
593,Li2Ag3F6,4.737474714092589
594,Zn(SbO2)2,2.4754528205293407
595,CoN,10.107056940573749
596,BeSb2P,16.503918726573193
597,TiBe2Os,9.80761099011035
598,DyCuSb2,9.901368592270462
599,MoRu3,17.718056703073657
600,SrSiO3,1.6887075926084223
601,K(Cu2As)2,6.599323197621606
602,Ba2CaWO6,2.2978468182191785
603,DyZnRh2,6.835861321004107
604,HfMgPd2,13.060033180151827
605,LiHfBe2,9.588785115957078
606,CrBr3,7.6479474370578675
607,KBaZn,7.695154319440254
608,V2Zn3O8,2.4166781608922063
609,NaSi,3.418688832481444
610,Dy2ZnHg,10.605484430237027
611,SrGa2B2O7,1.801573386422731
612,CeAl5Ni2,10.570991754166998
613,Nd2IrAu,9.222038820130829
614,Ca6Al2NF,9.488401691890298
615,Li4P2(N2O)3,1.9501111079457327
616,Na3AuO2,1.9631692064957957
617,KMnRu,11.089247043870923
618,Cd(In2I3)2,2.8298763223858385
619,MnCoTe,12.842402423222845
620,Ba4VRu,16.017059655255082
621,HoCuSn,7.719263781820993
622,Li2PmGe,5.70674162723353
623,VSiPt,9.509309473703476
624,Be3N2,2.2531533458688515
625,ZnWO4,2.344226951470356
626,LiNbS2,3.6331024391466484
627,BaMn2Cl,11.700992835368002
628,SmBeO3,9.402052967304538
629,Yb4Sb3,7.021937054687972
630,ScCo3C,8.604097860903257
631,LiGa2Ir,8.357266299454626
632,CaMgBe2,9.767456168317317
633,Nb5Si3B,13.855331103946956
634,PbI2,2.6197200868286163
635,NaAc2Pb,6.952726084062281
636,BeZnCr2,11.07296557687536
637,BeZn2Fe,13.247458875824703
638,H4IN,1.802609219991954
639,Mn3ZnC,15.153494646450367
640,KTiS2,4.743753787877275
641,KAuC2,2.1793882933826487
642,SrMnBe2,14.510428433831072
643,Cu(BiO2)2,2.8277376115898734
644,TmSnPd2,12.86751206203696
645,KBaCd,7.4555482695774975
646,Ba4HfBr,13.019220406767836
647,Ta(ICl)2,2.655899094468764
648,Al2CdO4,1.9074328297478784
649,PrDyTl2,8.2094640507161
650,LiAlPdF6,4.804529113243045
651,Ca(Fe2Sb)2,9.735507177338016
652,Dy2MgAl,6.337799302597077
653,Tb(PRu)2,7.729754200490468
654,V(GeO3)2,5.495379877679067
655,Zn(Sn2O3)2,3.8842502494046394
656,Tl3Pb,14.677378285420506
657,Be2CoPd,9.613956868358972
658,NaCa2Be,10.89643825599295
659,Ce2CdSe4,7.999633324930168
660,HfTaRe2,9.162532401034117
661,Ba4MgSi,11.960493300863476
662,PmHo,9.249749546158894
663,BaCa3O4,2.0021238722916217
664,LaSiBO5,1.8596146554237163
665,LiLu2In,8.538313650832933
666,B4W,17.940476582298476
667,LiNd2Os,9.517315798059867
668,CoSb3,6.3448010213087045
669,MnH4(CO3)2,3.385808618336246
670,TiCrP,11.274178462309349
671,LiBe2Cl,6.247503501399579
672,Li6Br3N,1.9904522099261768
673,MgPPt5,9.461293075825663
674,Ca(HO)2,1.6596184300414758
675,Ag3PO4,2.1541819793137256
676,Ti2CuTc,9.020554306693134
677,Ta2TcMo,10.264915976275695
678,SrTaBe2,8.727030804727725
679,VAu4,10.711666537005339
680,K4CO4,1.6175598906995683
681,Er2CdS4,2.573480133981998
682,Ga(MoS2)4,5.198945405881209
683,Na3Sr3GaP4,2.9947008754353632
684,BaYCl,8.875714055781653
685,ThAsS,9.007378456946654
686,SmNi2,10.292192834053068
687,ScPd3,6.3034910962101
688,BaTaTe,13.722536208733427
689,ZrTe3,6.5433732381191065
690,YbSnRh2,10.337045032309764
691,BaCaO2,2.0389131091507227
692,RhF6,3.7209138662430767
693,Ba2TmNbO6,2.2573435715459893
694,BaCaIn,8.346142821687154
695,Ca2NiIrO6,8.648150091204476
696,Li2NiO2,6.180693057147124
697,Tm3GaC,8.848242763396582
698,Mo3(Se2S)2,3.8309572345999032
699,K2BePd,4.627872081205357
700,Sm2Ru2O7,10.014339718623493
701,TlFeS2,8.730001909125413
702,Sr3YRhO6,2.2654580110873828
703,TePd3,9.410294008867806
704,HfBe2Zn,9.015081807726427
705,K3Cu2F7,4.138179954198867
706,Ti3Tl,10.501820477104593
707,ThIr5,16.772905731168546
708,HoIn5Rh,10.736419328621624
709,Hf4BePb,17.023195939658333
710,Co(AsO3)2,5.137006261757263
711,CaSnF6,1.395456914419073
712,V2P4S3,5.3798667889332235
713,Ba3BiP,4.639439621333594
714,Li3SmBi2,4.674893938190826
715,Tl(CoS)2,10.11421112428778
716,BeCoPb2,14.202849479359179
717,Sb2S2O,3.2758255956832216
718,Ba4TeMo,11.813775857023867
719,BePOs,6.476586034838622
720,LaBeV2,11.376623693638928
721,HfBe2,6.609114918050675
722,Yb2InHg,9.96501881583773
723,Co2GeO4,9.891194737408282
724,Co2P2O7,6.704931021270838
725,SrBiClO2,2.12091175362547
726,YbPrAu2,9.33811008716432
727,YbNi2Sn,10.614852801617175
728,KPrPdO3,2.5016727736989637
729,Ba4MgMo,14.140548079901288
730,Ca7Ge,11.065188656322134
731,CuH,3.517456467392312
732,RbCu3S2,2.9550465309365266
733,NbIr,8.39059394004183
734,NaAsOs2,12.966402739387668
735,LuOs2,13.483172228126929
736,MnInF3,3.68939019351437
737,Li8PrO6,6.18039642741467
738,HoSnPd,9.370553167591904
739,Ce(SiAg)2,8.938459971755016
740,PrZr3F5,1.6190120444270943
741,NaBe2Se,4.998579798302714
742,Hg2SeO4,2.2382731438916625
743,Rb3Cd,6.898289643092699
744,YScO2,6.618700778853808
745,MgSc2In,7.006468439948902
746,Sr4Nb2O9,2.084298443121809
747,PrBiO4,2.7015242611039665
748,MgIn2O4,2.1044793497046563
749,Cr(BH)6,2.540984061343164
750,UTl3,11.645376765051449
751,BeFe2Se,15.388377648948786
752,Th3Sb4,5.869463348552404
753,RbHCO2,1.588825562063585
754,Ba4PdCl,10.264199920110677
755,AsPtAu,6.688415357915506
756,BaCoO2,11.336025170520161
757,Pr2AlCo2,12.513892280182054
758,BaBiSe4,16.453212452284205
759,TbTlSe2,2.9377769373002662
760,AuF5,2.341431186261941
761,Ho3In,12.29226857283336
762,TaGaCo2,9.68984003995938
763,CePO4,3.7388367174831263
764,Hf4N3,9.976347026843042
765,UGePt,12.355726067968106
766,LaCuSO,2.7205942978204845
767,PdAu3,13.536048167762996
768,TcMo2As,16.241477765277395
769,BaSrMo,12.566881076862307
770,Li8NbO6,3.650255698806135
