,pretty_comp,et_c22
386,LiH3O2,81.5
387,LiAuF6,49.0
388,Li(CuP)2,147.7
389,TiZn(BiO3)2,190.8
390,Nd2ScSi2,135.6
391,YCuS2,127.8
392,Nd(SiRu)2,251.0
393,Be2InIr,179.1
394,Rb2PdBr6,25.7
395,TiInCo2,214.5
396,TaSiAs,268.7
397,Th(SiNi)2,250.2
398,H4IN,19.3
399,BaPdRh2,126.7
400,MnBe2Cd,38.5
401,AgBr,83.2
402,SBr,15.1
403,ZnTe,92.0
404,Na2LiBe,21.6
405,LuTiSi,145.0
406,Y2BeW,111.2
407,Ca(BeAs)2,158.8
408,Ti2CrTe4,106.7
409,Li7SbO6,161.5
410,Ag2HgS2,71.4
411,BiTeIO3,59.0
412,HoAlO3,315.2
413,Sr4Li(BN2)3,135.1
414,FeNiN,314.8
415,MgBi2O5,117.8
416,MnTe,78.6
417,BeTc2Rh,404.0
418,TiGaNi2,194.9
419,Na4CdP2,47.6
420,BeInSe,98.8
421,BeSe,144.5
422,ThSi2,150.8
423,Pr3Cd,53.3
424,ScGaPd2,157.5
425,CaBe2Ru,185.6
426,Ca2HN,106.4
427,Tm2Cr2C3,274.2
428,TaAlO4,346.7
429,BaTiPd2,108.2
430,Ga2CoAs,64.8
431,HfSbRu,215.6
432,Ti2AlTc,207.3
433,KMnSb,44.8
434,Ba4TiBr,8.3
435,DySbPd,153.0
436,Sm2In,76.6
437,B2AsP,351.0
438,Zr3In,137.6
439,HoCuS2,127.6
440,Be2RuW,244.2
441,Zn4P6N2O,247.4
442,BeZnO2,261.7
443,YbF3,133.5
444,TlBiSe2,73.8
445,ZnH4(ClO3)2,45.1
446,Ta(TeBr3)2,27.6
447,LiDyO2,147.1
448,U2Ga2O5,214.6
449,MgH2SeO5,123.3
450,CS2NF5,21.6
451,NbAs2,295.1
452,BeCo4Tc,327.8
453,BaSi2Br,76.6
454,YbAgO2,92.6
455,BaScNi2,69.0
456,Nd2O3,282.2
457,ZrZnN2,343.1
458,AlSnF5,110.5
459,ZrAlRh2,149.6
460,Y(FeGe)2,201.6
461,Sr(ZnP)2,133.7
462,BaTiTe2,42.1
463,BePtCl2,130.3
464,ScSbPd,146.7
465,BeAlB,369.6
466,MnBe2Ir,302.0
467,Ta2CdBi,55.0
468,CeP,160.9
469,VSe,88.2
470,MnAsPd2,97.7
471,NaYb(PS3)2,42.2
472,Pr2AlCo2,121.0
473,Th3Au,81.7
474,LiSc2Os,160.0
475,TiBe,173.4
476,CdF2,177.4
477,ScPRu,316.4
478,TiCdF6,45.5
479,LiSbS2,55.1
480,K2S2O5,44.0
481,Dy(CuO2)2,235.5
482,K3V,8.2
483,GeF4,13.9
484,MnSnRh2,72.8
485,Na2BH4ClO4,64.3
486,SbTeClO3,51.9
487,BaRu2W,73.1
488,KAlO2,122.4
489,YTiO3,362.4
490,TbCuSi,200.6
491,TiSb2,184.4
492,TlBSe3,28.5
493,UPt3,300.2
494,CrH,282.2
495,BeAl2O4,443.5
496,RbMnP,32.7
497,Cu2O,126.9
498,NaLuO2,272.0
499,U(SiRu)2,242.5
500,Li3FeF6,103.3
501,Nd(MnSi)2,186.0
502,TeAsIr,185.1
503,HoInAu2,114.3
504,Ba2Mn2Sb2O,59.1
505,RbLiO,71.2
506,SmP5,98.6
507,Li2SiO3,153.7
508,TiFe2As,181.2
509,YbCl2,52.7
510,TaZnRh2,164.5
511,HoCuSb2,126.0
512,Sc2MnAs,110.8
513,Zn3Ir,187.0
514,TaAsOs2,217.3
515,BeCuRh2,193.2
516,TbTlTe2,61.5
517,BeCuPt2,158.9
518,PrOF,203.9
519,NaMg2Be,53.0
520,UMn2,116.2
521,XeO3,46.5
522,KCrF3,106.8
523,Cu3N,243.6
524,HgS,62.3
525,Li2MnF4,34.3
526,DyPt3,253.9
527,MgTe,95.1
528,CaBe2Os,198.4
529,Na2SrBe,23.2
530,Ga2S3,63.7
531,TmPa3,102.0
532,SrH2O3,68.0
533,Bi4Te7Pb,66.7
534,K2BeW,36.8
535,Mn2P2O7,138.6
536,ErSe,221.7
537,SmSnPt,174.0
538,NpO2,367.7
539,SbAsOs,186.1
540,ErClO,113.7
541,TeRuSe,33.6
542,PrTl,65.4
543,K2RbPt,17.0
544,BeGePb,84.4
545,K3AsS3,33.9
546,ErHg2,129.0
547,HoMnGe,162.5
548,Pr3IrO7,272.4
549,Y3InC,175.4
550,CaBeTe2,42.6
551,YbSi2,47.3
552,MnFe2Si,159.6
553,Ca2Fe2O5,159.9
554,ZnCu2GeTe4,66.9
555,Mn(Sb2O)2,228.8
556,Mg2Ni3O8,242.8
557,Na2BeFe,51.1
558,ZnCu,120.9
559,RbBe2BO3F2,221.5
560,VCl3O,16.0
561,CeMg3,62.9
562,Cd(CN)2,35.7
563,FeCo2Ge,205.6
564,Mo3W(SeS3)2,152.7
565,TlAsF6,42.7
566,Pr5CuSe8,48.0
567,TbZr,102.8
568,BaSrLi2,24.2
569,Ba2YBe,16.1
570,CoN,301.9
571,TaS2,180.1
572,ErCuSi,209.4
573,CuCl4,99.1
574,USb2Ru,158.0
575,Ti3InC,286.6
576,YSi2,93.1
577,Dy(SiRu)2,255.8
578,NdCuO2,167.6
579,Rb3Lu,6.8
580,ScAu,144.3
581,NpAsS,147.1
582,PdF2,99.5
583,Na6S2O9,83.9
584,ZnNi2Ge,154.6
585,BaNiO3,169.2
586,Tb2C,132.9
587,Ba4MgGa,15.1
588,ScZnRh2,216.6
589,TiMn2Si,304.6
590,Ag2HgI4,21.7
591,Pb2S(O2F)2,94.1
592,ThSb,209.8
593,BeCoRh2,275.8
594,UTl2O4,145.3
595,TbScO3,334.0
596,Mn3PdN,522.6
597,Rb4NO,35.3
598,LiAlO2,141.2
599,NaC4N3,41.3
600,KMnCl3,34.9
601,Pm2CdSi,75.2
602,DyCuSn,153.8
603,TlI3,18.6
604,HfC,524.8
605,HfAlPd2,178.4
606,Si3As4,97.8
607,K2O,41.5
608,Ga2TeSe2,54.8
609,TiBe2V,105.6
610,Ti2MnIn,149.1
611,H4NCl,48.9
612,Sr3AlO4F,152.9
613,Fe3Pt,312.9
614,MgMnF4,149.2
615,Ba3BiAs,60.0
616,Cd(GaTe2)2,42.9
617,YB2,356.1
618,CaZnSO,133.4
619,TiTeAs,131.1
620,NbCrGe,300.4
621,CaC2,67.1
622,Bi2TeO6,145.0
623,Sc2Si2O7,298.3
624,Sr2NiTeO6,88.5
625,NaCaAs,69.2
626,Li3Cr,8.9
627,Nb3Ga2,277.8
628,VMo2As,190.5
629,K3Ho,8.0
630,Pr3Sn,72.9
631,DyCuSeO,185.3
632,Tm(CrSi)2,149.9
633,YbAu,98.1
634,Ca5P8,107.1
635,Er2SeO2,205.6
636,HfFe2,246.0
637,ZrAsRh,55.8
638,CeHg2,128.1
639,CeZn5,112.3
640,BaSO3,109.1
641,K2PtBr4,34.0
642,Be2NbCo,234.6
643,Ba2CaTa,23.4
644,BeZnFe2,183.1
645,Ba2Mn3(SbO)2,92.7
646,BH3,11.5
647,KHO,47.0
648,K2NaMoF6,99.1
649,FeBiO3,183.2
650,KAs4IO6,142.0
651,Ba2MgSn,35.6
652,Ce(NiAs)2,190.3
653,BaNiO2,166.7
654,Co2Ge,301.0
655,ScCoTe,215.7
656,BaMg2Fe,42.0
657,AlCl3,54.3
658,PtN,176.2
659,HoCo2,193.8
660,Er(CrSi)2,144.3
661,Ce3InC,158.7
662,Ti2GaCo,155.0
663,Nd3SnN,101.5
664,HfMn2Be,103.5
665,LuRh2,236.3
666,HoAs,200.9
667,CaZnF4,124.7
668,BeV2Cr,186.2
669,V5SiB2,458.9
670,YNi,112.2
671,Eu(HO)3,116.4
672,AlF3,116.0
673,Zn(InS2)2,90.3
674,NiAsS,204.2
675,SmNi,100.0
676,Fe2Si,344.1
677,TiCo2Ge,170.2
678,BeCdPt2,90.9
679,RbHoS2,93.6
680,OsC,332.4
681,KRb2VF6,57.5
682,NdSe,197.3
683,V2ZnO6,154.5
684,YOF,204.5
685,NaBeO3,157.9
686,SrSiO3,331.1
687,LiYb3,15.9
688,Mn2ZnAs2,123.7
689,Sr(CoP)2,179.1
690,BeVMo,354.0
691,SmSe,39.0
692,Zn2NiRh,205.8
693,K4CO4,46.3
694,Ga2NiS4,109.4
695,LiIn2Pt,99.1
696,HoIr,144.9
697,BaZr(PO4)2,162.6
698,Ti2AlFe,153.0
699,Tm(GeRu)2,204.3
700,BaTiSi2,73.0
701,Ni3Au,224.0
702,UNi2Sn,226.0
703,K2S,45.1
704,NaLi2B(PO4)2,105.8
705,ThPt,170.1
706,Na5LiN2,53.0
707,ThH2,134.6
708,P2W,399.9
709,K3H5Pd,32.0
710,BeSi2W,131.0
711,SnTe,63.4
712,ScCo3B2,389.9
713,KBaBe,1.9
714,BiBrO,117.4
715,TaAl3,247.2
716,YSeCl,20.1
717,YNbO4,228.3
718,K2ZnO2,72.9
719,VSe2,136.4
720,TbSnPd2,135.4
721,Bi(BO2)3,227.2
722,BeSO4,85.0
723,Li7Br3O2,79.3
724,KAlF4,111.2
725,TiInNi2,182.4
726,ErNi4B,267.6
727,CdCO3,185.4
728,FeCo3,325.6
729,CuI4,14.9
730,BaAu2,93.4
731,Np(MnSi)2,128.7
732,Fe(PS3)2,97.3
733,Rb3Cr,7.0
734,Rb2MnF6,33.6
735,GePb3O5,83.2
736,MnAlCu2,117.9
737,TlCoF3,110.2
738,TiBe2Ru,243.6
739,V2P4S3,51.2
740,DyCoC,365.4
741,PmInAg2,95.3
742,TlS,76.5
743,Ho3SnC,126.0
744,Ca3Tl,30.3
745,IrCl3,8.0
746,AlCrCu2,127.9
747,CaSiO3,139.8
748,V3Ga,237.1
749,NdBi2ClO4,162.6
750,MgBeIr2,170.7
751,SmSe,202.2
752,SrTiBe,32.0
753,AlCuO2,299.1
754,TcO3F,31.2
755,Cd(InSe2)2,47.0
756,FeNi,305.8
757,TmF3,214.1
758,BaCuCl2,33.9
759,HfSiO4,438.2
760,TiBe2V,182.5
761,RbAu(SO4)2,37.4
762,NbNi3,286.1
763,Li2RhAu,212.4
764,LiCl,62.0
765,CrB2,578.3
766,MnBeV,223.2
767,Y2BeIn,79.2
768,Al3Ni5,239.3
769,PI2,20.0
770,ZnSnAs2,80.1
771,MnInNi2,121.0
772,HgB2(CN)8,29.3
773,Ti2Si,14.5
774,RuO2,605.6
775,BaV2Cu,21.5
776,MgSiAs2,94.7
777,K2BeGa,25.0
778,Ba4BiP,24.6
779,BeFePt2,207.2
780,Sr(InTe2)2,42.1
781,BaSrYb2,16.6
782,Sm3Sc,56.9
783,NaBeCl2,34.8
784,NaMgBe,39.8
785,BeCoRh,307.8
786,K2VAgSe4,30.3
787,ZrNiBi,177.3
788,ScPt3,297.5
789,Hf2BeZn,161.1
790,TaRu3C,520.0
791,CdSnSb2,52.6
792,ScSiAu,225.2
793,CdAs2,45.3
794,TaGaFe2,367.3
795,HoPt3,257.8
796,BeI2,34.6
797,Li2AlPCO7,109.0
798,BeV2Cr,293.8
799,ThAs,177.3
800,TaOsPb,161.1
801,CaCrO2,101.6
802,ThSn3,89.1
803,ZnSbF5,34.6
804,Au2S,78.6
805,ScRu,251.6
806,SrCd,43.7
807,DyMgRh2,184.5
808,Mg(MoO2)4,168.9
809,LaVCrO6,340.5
810,ZrAlNi,214.7
811,PaZnRu2,219.0
812,HoLuAg2,107.5
813,HgCN2,92.6
814,MnBe2,403.5
815,Th(CuSi)2,222.1
816,TaTiOs2,338.0
817,Be2SiW,353.4
818,KAgO2,52.8
819,KSn2Cl5,37.3
820,Ga2CoRu,284.8
821,Mg2H6Os,155.5
822,DyAl,79.9
823,Mn2InCo,190.0
824,TiFeO4,221.3
825,NbTlBr4O,26.4
826,Be2CrBi,156.3
827,NbAlFe2,369.4
828,NaCN,78.6
829,Mg3Si2H4O9,220.1
830,ErMgZn2,96.1
831,CeFeGe3,183.4
832,AlNi3,162.4
833,Rb3Sb2Br9,16.4
834,Sc6FeSb2,135.8
835,V2O3,331.6
836,MgNi2,159.5
837,Sr2FeCuSO3,156.4
838,AlPt,196.9
839,ZrBe2Cr,121.5
840,BaCo2Br,30.0
841,SiOs,551.2
842,RbLuS2,97.6
843,BaSiC,41.2
844,Yb(GeRu)2,176.5
845,MgSiO3,409.4
846,Sm(GaPd)2,106.9
847,BeTlRe4,214.1
848,HoAl2Ni,125.1
849,YbP,129.6
850,Ba(MgSi)2,104.3
851,Rb3Os,15.0
852,BeSiPt2,250.4
853,TbPbAu,113.0
854,UBrN,142.9
855,Be2NiCl,153.1
856,Li2TiSiO5,254.1
857,TlSb,25.5
858,NaLiO3,97.8
859,MgCrF6,66.8
860,SnI4,11.3
861,Mg(InS2)2,84.5
862,HAuO2,39.0
863,K2UO4,176.4
864,BaCd,37.6
865,UGa3Ni,129.4
866,Ba2H6Os,85.4
867,CuTe2Cl,54.2
868,TiCoSi,297.3
869,V4GaS8,136.2
870,CrCdF6,55.2
871,Th2In,98.7
872,Th3Bi4,132.1
873,Sc3CoC4,370.5
874,SrBe2Cr,97.8
875,HoVO4,260.2
876,V2OF5,88.0
877,Rb2NiF4,80.5
878,CdCo3N,312.1
879,LiScS2,136.2
880,Sr(Li2P)2,106.0
881,MnInCu2,98.4
882,BaCuSeF,103.5
883,Ba4YPd,13.5
884,SbN,201.5
885,U2InRh2,173.1
886,BaCaCd,0.8
887,LuSiIr,253.0
888,TaBeTc,166.7
889,Ca(CoP)2,222.0
890,AgP2,110.0
891,Rb3Pt,26.2
892,UO,390.3
893,BMo,491.2
894,Ho(SiPd)2,189.8
895,Ba2YTlCr2O7,146.7
896,Ca2Si,83.4
897,Ca2IN,117.0
898,TiNbO4,279.7
899,HfSn,172.2
900,Pr(CoSi)2,226.8
901,Ba(CdP)2,101.3
902,SrSi,80.1
903,NbIO2,155.3
904,Cr3Os,442.3
905,SmAg,84.4
906,Ni4Mo,315.3
907,Li2TiF6,87.8
908,KNaSO4,75.0
909,YbNiSb,155.4
910,NbPS,314.2
911,CaClF,108.3
912,Ca2Mn3O8,193.8
913,Ti2BePb,101.9
914,TaAlO4,297.8
915,Sr(NiGe)2,154.1
916,Mn4BeTe,118.7
917,Y(CuO2)2,231.1
918,YbCuSi,144.2
919,Mn2BeCo,297.7
920,TlI,32.8
921,SnAs,139.3
922,K2ReF6,58.8
923,HgBr,19.4
924,LiFeS2,154.1
925,NdIr2,270.3
926,SNF,29.6
927,Sr7(HBr)2,72.3
928,Fe4C,132.7
929,CaAg,65.1
930,CdSnAs2,68.0
931,SbAsRh,159.0
932,Rb2IN3,35.7
933,NaVO2,202.5
934,CaBeGa,7.4
935,ZrS2,133.9
936,HoSi,208.2
937,K2RbSb,21.3
938,Ce(CoP)2,261.8
939,Th2Fe2Si2C,287.2
940,LiTiPO4F,183.8
941,BaInIr2,116.5
942,LiScSi,45.5
943,LiMnF6,48.6
944,BaIF,61.5
945,ZrCoSn,218.9
946,Sc2BeCl,88.0
947,Mn2PtRh,240.3
948,Rb2Te5,29.6
949,InPF3,39.8
950,YbTe,108.2
951,AsOsAu,75.8
952,NaNdSe2,85.9
953,YTi,31.5
954,HoNi2B2C,283.6
955,SiSnO3,293.2
956,NdNiC2,325.7
957,BeFe4Si,198.1
958,TlFeF3,103.2
959,Be2CrHg,156.4
960,AlFe3C,491.9
961,Sc3PbC,216.9
962,Hf2BeW,203.7
963,HfMnBe2,172.8
964,ErTl,69.2
965,HfAsCl,57.9
966,Mn2CoSb,91.2
967,BaTeCl,9.6
968,SrLiP,104.0
969,BaSr3O4,168.3
970,KBaHf,1.5
971,Ca(BeN)2,287.5
972,MgGeO3,331.1
973,HgSe,53.7
974,Sc2AlOs,162.1
975,KY3,47.1
976,MgNiH2,227.2
977,CaCdO2,209.1
978,Na2P2PbO7,91.8
979,Sr(MnSb)2,59.7
980,ZrV2,159.9
981,CoPtF6,96.7
982,VGaPt,166.7
983,HfZnN2,362.7
984,Hg2Pt,134.2
985,BaTlSb,26.0
986,MnGaCo2,115.5
987,Ti3InN,173.2
988,Rb2H6Pt,26.9
989,LiCuO2,219.5
990,CaBr2,34.0
991,HfAlNi2,211.4
992,TbOF,80.6
993,AsO2,57.5
994,SmNbO4,212.3
995,Li6V(OF)3,111.4
996,LiYMo3O8,328.0
997,Ta2O5,305.7
998,FeCo,49.8
999,MgSbPt,130.6
1000,Ta2Co,340.2
1001,Sr3Yb,15.9
1002,CaBe2Ni,48.6
1003,TiAlNi2,215.5
1004,Ti2AlMo,202.8
1005,CaBeCd2,52.6
1006,Lu2AgOs,165.1
1007,Sc(VGa2)2,203.2
1008,YbSnPd2,129.3
1009,KNiIO6,171.4
1010,HoTmCu2,123.9
1011,K2S5,38.4
1012,SmOF,263.7
1013,USe3,150.7
1014,FeNi3,270.4
1015,Sc6NiTe2,120.0
1016,Cu2SnTe3,60.6
1017,Ba2Pd2O5,192.9
1018,Th(Al2Cr)4,261.9
1019,K2TiF6,69.0
1020,KMgP,78.2
1021,Li5TaO5,169.1
1022,ScBeCo2,127.8
1023,CrGaTe,24.6
1024,Na3N,56.9
1025,Zn2Cu(AsO4)2,120.5
1026,HfAs,181.5
1027,HgC2(SN)2,44.0
1028,Na5InO4,85.7
1029,MgBe2Mo,141.5
1030,YbTm3,53.2
