,pretty_comp,et_c11
125,CaBeFe2,102.2
126,Nd2Tl,70.8
127,Ba2ClF3,94.3
128,LiCa2Ga,50.0
129,PrZnSbO,142.7
130,SrCrF4,80.2
131,Na4NpO5,77.6
132,Ti2BeCo,175.5
133,Mn2AlB2,466.7
134,EuIO,124.4
135,HfNi2,270.1
136,Tb2Mg,64.7
137,LiBBr2,2.2
138,SrBePd,80.7
139,TaAsRh2,160.7
140,NdCoO3,334.8
141,Lu2MgS4,95.7
142,PrSF,171.7
143,HfSi2,234.1
144,ZnPt,295.0
145,Li3AsO4,127.3
146,Tm2MgTc,117.0
147,Sr4Sb2O,94.7
148,Ti2H4Pd,240.3
149,PmYMg2,54.1
150,TbNi5,235.2
151,RbMnBr3,31.1
152,Sr3GaN3,126.0
153,HfOs,409.1
154,Cd3PCl3,53.2
155,PrAlO3,365.2
156,NdY3,55.3
157,Li2RhF6,68.6
158,LuNiBi,166.1
159,ZrRh3,317.9
160,CoAs,238.1
161,MgCuP,166.8
162,Ba3Er,16.1
163,HfNi2Sn,191.9
164,Sr3AsN,120.5
165,MnAu,87.2
166,Mo2AsPd,103.5
167,Pb2ClO2,92.4
168,NaYPO4F,247.2
169,LiBeSb,83.9
170,KrF2,20.7
171,Sr2CaBe,44.7
172,PrCuSe2,127.4
173,NaLiO3,97.8
174,YH2,131.2
175,KTlCl4,26.6
176,Ce2AlNO3,300.4
177,GaCuCl4,24.4
178,PrY3,53.0
179,MnCu2SnSe4,68.3
180,Co(BiO3)2,160.9
181,VNCl4,47.0
182,Sr3As2,88.6
183,Y2BeW,111.2
184,Na3DyCl6,50.6
185,BaMnV2(AgO4)2,132.2
186,TiF2,136.4
187,Sm3TlC,147.7
188,NaBeSi2,86.6
189,Ba2CrSn,30.9
190,P2Ru,300.1
191,ErCo3B2,388.3
192,Cr3Fe,366.9
193,Li3Co,32.5
194,NaTaGeO5,206.0
195,Ca3Sb2,87.2
196,KCaCl3,60.8
197,Ho2SO2,218.2
198,BiSeI,50.1
199,CaBe2Fe,35.9
200,TbPd3,186.4
201,HfSb2,129.6
202,Y2Al3Si2,156.6
203,KSn2Br5,32.4
204,ErSnPd2,135.7
205,HfTaNO3,407.6
206,TaS2,188.4
207,Be2RuRh,331.9
208,Rb3NbO8,80.2
209,MnBe2Cd,163.9
210,TbSi,169.4
211,CdBiSe2I,66.6
212,Pr5AgSe8,115.4
213,Li4Fe2SiO7,313.7
214,Nd3PbN,99.7
215,AsPSe,47.4
216,BeFeCu2,161.8
217,Li4Ca2Mg(SiN3)2,245.4
218,Mg2SiO4,304.4
219,InTe,47.7
220,SmAg2Hg,82.6
221,BeBiIr2,135.7
222,TaAsIr2,194.2
223,ScBe2Br,5.1
224,BaMgGe,75.1
225,CeSiO4,293.6
226,CuClO2,169.8
227,BeGa2Mo,282.1
228,AsRu2Cl,156.9
229,Er2TeO6,212.0
230,Sc(VGa2)2,203.2
231,Ca2BeBi,54.1
232,VGePt,147.3
233,Li6Br3N,51.1
234,ScTlO2,218.6
235,Hf2CuSb3,146.1
236,Li4BeW,76.5
237,BaHf2Cl,71.6
238,VSi2,338.1
239,Sm2RuAu,137.0
240,DySbPd,153.0
241,CaPdF6,47.1
242,Yb3V,25.9
243,HoSiIr,237.5
244,CoNi,134.2
245,RhF3,117.7
246,Mn2OF3,134.2
247,CdCu2SnSe4,70.9
248,Ba(MnP)2,149.5
249,ZrCo2Sn,185.0
250,Hg3(TeBr)2,22.6
251,RbBa3,7.1
252,PuCoC2,183.5
253,Cr(BH)6,14.2
254,TbFeSi,194.6
255,MgSn(BO3)2,330.4
256,Y2SiCO7,254.1
257,Lu2AlZn,94.6
258,Li2AlBO4,155.2
259,Mo2AsP,184.0
260,ErClO,135.1
261,Ce2Dy2O7,248.7
262,YbAu2,89.5
263,BeRu2Pb,219.5
264,BaTeO3,87.4
265,Tl3PO4,22.6
266,Pr2CdSe4,99.0
267,Sc2ZnIr,164.1
268,Ba2LuNbO6,298.9
269,Be2NiCl,153.1
270,Lu2OsPd,186.6
271,NdCoSi,160.3
272,CrSe2,132.0
273,DyBRh3,347.5
274,Li2PNO2,179.4
275,Tl2SnCl6,28.8
276,MgBe2Ru,229.9
277,Re3Sb,308.7
278,LiCaCoF6,114.4
279,RbAuO,56.9
280,KRb2GaF6,94.7
281,BePOs,162.4
282,SNF,29.6
283,TaAlO4,358.0
284,Eu3As4,118.1
285,CdAsPd,55.7
286,HPd,196.7
287,KTi2Bi,65.0
288,ScZn2Ag,109.0
289,Ta3SBr7,107.3
290,CrSiRu2,304.1
291,NaPrSe2,84.1
292,Tm2Cr2C3,244.0
293,Ho2CdS4,159.0
294,HoZn,91.8
295,MnSiRu2,382.9
296,K2BeF4,57.5
297,YbN,177.9
298,BaNi2Br,35.2
299,MgPd,95.6
300,Ni2H,298.2
301,PrGe3Rh,159.3
302,CaThBr6,59.1
303,BaAl2O4,141.8
304,Hg(SbO3)2,237.5
305,Al2O3,403.1
306,Cr3B4,469.1
307,P2Pt,390.5
308,KAg2SbS4,65.7
309,Te2O5,125.5
310,MgCoO2,234.1
311,NaMnBe,0.9
312,NbCr3,418.7
313,HfAsRh,35.6
314,NaTlO2,163.7
315,Sm3GaC,150.8
316,BeGaW,316.9
317,UTeN,197.0
318,TbGeAu,168.6
319,Li2SnBi,44.5
320,K2SiF6,42.0
321,Sr2AuN,88.3
322,TmInRh2,175.2
323,BeGaRu,255.5
324,Rb4Br2O,37.0
325,HoPd,147.9
326,CeBPt3,244.2
327,BeMoPt2,206.4
328,DyInAu2,113.8
329,LiCuF2,82.8
330,ErSbPd,146.1
331,NaI,36.8
332,BeCo4Te,100.2
333,Th2Ge,134.9
334,Ba(MgSi)2,104.3
335,Mg2PN3,281.9
336,HfPbO3,340.6
337,TlAgO2,114.0
338,NpNiSn,73.9
339,ScGaNi2,178.4
340,Tm(CoSi)2,248.0
341,TaTiOs2,338.0
342,BiO,93.2
343,Sr2MnCuSO3,160.2
344,Ba2S3,70.8
345,V2ZnN2,243.6
346,TiCoO3,349.4
347,KInO3,160.8
348,MnBe2Cu,220.3
349,Al3Fe,209.0
350,LaSb,137.5
351,InSiPt5,272.2
352,HfRh3,330.1
353,Mg2CuN2,228.3
354,LuGeAu,164.2
355,MgPd3,164.1
356,BeHg2Te,100.2
357,CeNiC2,196.0
358,RbSb,28.0
359,Ta2CdBi,55.0
360,LuBi2IO4,167.1
361,TbRh3C,310.7
362,Ca(SbO2)2,210.1
363,AsBr3,17.2
364,LiGaSi,105.8
365,CsK2Sb,24.4
366,Li3CuF4,80.1
367,Zn(WN)2,178.9
368,HoAgTe2,65.7
369,Nb3Al,256.7
370,YBeMo,123.8
371,Ho(SiRu)2,256.3
372,MnSb,113.3
373,Ce2ZnNi2,134.8
374,BeInHg,45.7
375,ZrBe2,233.0
376,SmS,146.0
377,ZrS2,133.9
378,TiAl2,197.3
379,Ca2ScBe,9.4
380,Sr4S3O,130.7
381,Zn(NiN)2,392.0
382,VSb,91.0
383,ThSe,208.3
384,S3(NO)2,30.7
385,MgBeNi2,125.3
386,PrAgSn,127.8
387,SmAlSi,134.3
388,TbTe,174.1
389,K3AuO,49.7
390,RbYbO3,103.3
391,Ba2MnMoO6,162.5
392,Ca(GePd)2,127.1
393,HoTe,177.0
394,Pr(NiGe)2,192.7
395,BaTlIn,12.7
396,Mg(InTe2)2,54.7
397,Ni3(PbSe)2,83.6
398,Y2Fe2Si2C,249.4
399,ThSe2,107.4
400,Na6MnS4,50.4
401,NaIO4,64.8
402,ErTaO4,249.7
403,AgBr,83.2
404,SBr,17.5
405,ZnTe,92.0
406,HoPb3,58.2
407,NaBeNi2,66.2
408,Ba2ScHg,22.9
409,HoScO3,295.1
410,Zn3(PO4)2,126.7
411,CeTh2O6,300.2
412,Ag2HgS2,92.8
413,Sc2PdRu,198.1
414,TiCo2Ge,170.2
415,UPbO4,106.0
416,FeNiN,314.8
417,Ti2AlTc,207.3
418,CeMg2Ag,77.9
419,BeTc2Rh,404.0
420,Rb2MnF5,43.3
421,ThC,252.2
422,Yb(Fe2P)2,288.8
423,PuB,77.8
424,Sr2MnO4,170.4
425,Pr3Cd,53.3
426,NiF3,109.1
427,CaBe2Ru,185.6
428,DyAgTe2,64.9
429,CdS,65.1
430,CaNiTe,57.7
431,BaHf4Be,60.7
432,Li(NiO2)2,284.7
433,KSmS2,94.2
434,V2AsSe,105.1
435,KMnSb,44.8
436,SrAlGe,113.2
437,Na2SiO3,108.0
438,PuMn2,104.2
439,B2AsP,351.0
440,GaTeI7,18.1
441,ZnSn2O5,190.3
442,Be2RuW,244.2
443,CaCl2,49.9
444,KTa2Be,99.7
445,ErTiSi,141.1
446,K2PdO2,191.7
447,UGePt,220.3
448,Tb5Si3,160.2
449,Sr2BiAu,81.6
450,Dy3PbC,179.3
451,Ca(MnGe)2,125.0
452,Zn2Co3O8,321.1
453,KF,104.2
454,Ba2YCr3O7,190.1
455,BaSi2Br,76.6
456,H4BrN,31.7
457,UAsSe,144.6
458,Nd(HO)3,104.3
459,Hf2Ge,240.9
460,CePd3,207.8
461,Zr2Al,130.9
462,CrPO5,188.5
463,NaHS,35.0
464,TmTlO2,205.8
465,InAgO2,165.8
466,NaBeTc2,188.2
467,BeAlB,369.6
468,BPS4,170.9
469,TaO,285.5
470,Rb2CrCl4,32.9
471,VSe,88.2
472,MnAsPd2,97.7
473,K3CrO8,91.2
474,Na3Co2SbO6,170.7
475,Th3Au,81.7
476,Ca2CrSbO6,237.8
477,TiBe,173.4
478,SiGe,154.7
479,LiBi(PdO2)2,130.8
480,K3N,4.3
481,TiPRu,366.8
482,PrO2,114.2
483,RbCuC2,167.7
484,BeCdTe,85.3
485,Mn2VSi,375.9
486,BeCdFe,143.8
487,CdTeMoO6,109.5
488,CaHfO3,377.1
489,AgSe,55.3
490,DyCd,76.8
491,Tm2CdOs,141.9
492,KTeOF3,36.2
493,RbCr4O8,177.2
494,TlBSe3,86.3
495,VH6(OF)3,12.5
496,HgCN2,95.5
497,ScAl2,182.2
498,CaCd,50.4
499,NbO,373.9
500,KLiMnS2,72.2
501,NbSiPd,257.5
502,RbSnF3,66.4
503,Yb(SiAu)2,140.5
504,TeAsIr,185.1
505,MgZr3,118.5
506,Sr(SbPd)2,104.5
507,MoS2,33.2
508,CaZrBe,101.9
509,HoBi2BrO4,169.0
510,MnAlRh2,111.7
511,Ba4ZrZn,15.2
512,YAlGe,152.7
513,CuAs2,120.6
514,Sc2MnAs,110.8
515,Zn3Ir,187.0
516,Sr2PrO4,173.9
517,BeCuRh2,193.1
518,AlTlI4,17.0
519,BeCuPt2,158.9
520,Ni3Se4,156.1
521,NaCa2Be,39.5
522,UMn2,116.2
523,KErO2,210.6
524,PmRh2Pb,102.3
525,Be2FeSn,173.4
526,K3BP2,33.1
527,HoVO4,260.2
528,LiYGe,107.7
529,MnCu2Sb,48.9
530,CaBe2Os,198.4
531,Cl2O,29.4
532,CeZrO4,289.5
533,InGaO3,269.5
534,BaGeBr,31.0
535,HgBr,19.4
536,KP,47.9
537,Ca3BiN,123.7
538,Li4Ca3(SiN3)2,182.8
539,LiSbAu,60.7
540,AlOs,349.5
541,V2GeAs,136.1
542,AlGaN2,378.4
543,NbSbRh,198.2
544,CaReBi,110.9
545,K3BrO,53.3
546,BeGePb,84.4
547,NaSmSe2,89.4
548,ErHg2,129.0
549,MnBe2Ir,302.0
550,SrZr2Nb,58.8
551,CaBeRu2,157.1
552,MnSnPd2,98.7
553,TiAlO3,313.5
554,Si2NiP3,171.6
555,Mg(ScS2)2,96.8
556,ZnCu2GeTe4,66.9
557,CrCoTe,148.9
558,Sr2ZnCu2(SO)2,167.7
559,Na2BeFe,51.1
560,ZnCu,120.9
561,KUO3,290.1
562,LiTaW2,142.9
563,CeMg3,62.9
564,MgSiNiO5,263.8
565,FeCo2Ge,205.6
566,BaAu2,93.4
567,MgSc2In,75.5
568,In2Ge2O7,165.9
569,Ba2ScCd,22.6
570,CeSmO2,345.4
571,Sm(MnSi)2,188.6
572,CoN,301.9
573,ErTaOs2,378.0
574,TaC,716.2
575,CuCl4,23.3
576,Er(PRu)2,314.0
577,DyMgIn,101.0
578,K5CuAs2,34.1
579,LiBH2,136.6
580,Zr2NiP,245.9
581,BaWN3,185.7
582,Ca(AsRu)2,206.2
583,NdInCu2,122.8
584,Li2ZrN2,357.1
585,BaPdF4,69.1
586,ZnNi2Ge,154.6
587,KLi6BiO6,142.7
588,K3Rh,16.9
589,SnC,198.1
590,LuTaOs2,396.2
591,GaNi2,273.2
592,Ag2HgI4,21.7
593,Mn(AlTe2)2,42.7
594,DyAu,135.0
595,BeCoRh2,275.8
596,Fe3Pd,168.9
597,AgCO2,172.7
598,Mn3PdN,522.6
599,LiIr,381.1
600,BPbO3,170.3
601,TaBeTc,166.7
602,PmF3,237.8
603,SmO,337.5
604,TmSbPd,85.1
605,BeZnFe,202.4
606,BeZnFe4,199.7
607,InHO2,257.4
608,Si3As4,97.8
609,NaTm3,42.0
610,TiNiSn,218.6
611,TiBe2V,105.6
612,Co(ClO4)2,62.0
613,Zr2Be2Ga,101.9
614,Tl2Sn(AsS3)2,75.4
615,Fe3Pt,312.9
616,Ba2YTlCr2O7,146.7
617,Sm2SeO2,182.7
618,CaAl4O7,204.6
619,LiEr2Ir,150.2
620,CaTa4O,228.1
621,BaZr(PO4)2,162.6
622,NbCrGe,300.4
623,CaC2,67.0
624,K2Cd2O3,67.7
625,NbS,275.7
626,KHfCuS3,127.2
627,K2BaSe,33.4
628,ZnCu3H6(ClO3)2,101.7
629,TbB2,321.9
630,SmCoC2,215.5
631,LaPO4,221.5
632,Sm2ZnIr,136.9
633,Ba2YbSbO6,236.6
634,K3NaP2(O3F)2,74.6
635,YbCuGe,108.9
636,Na3GaS3,44.9
637,BaMo2Br,59.8
638,Lu6Sb2Mo,114.9
639,UGeS,94.7
640,CeHg2,128.1
641,Sm3Ga,76.8
642,RbBr,39.8
643,KClO3,51.3
644,Pm5Mg,55.4
645,ZrNiSn,232.4
646,Mg(CuN)2,282.2
647,NaHoO2,250.6
648,BH3,10.3
649,Li3NdSb2,96.2
650,KCl,55.8
651,ZrMoP,335.3
652,Na3NiF6,98.6
653,YTaBe2,107.4
654,TiZnCo2,257.9
655,BaHgO2,61.4
656,Co2Ge,301.0
657,NdH3(CO2)3,132.3
658,Ca(SbO3)2,216.0
659,Tl4O3,72.7
660,Zn3N,136.7
661,Lu8Te,93.6
662,YScBe,63.8
663,Sm2GeRh3,220.0
664,Tl2CdGeTe4,34.0
665,Pr3GaC,96.8
666,NaMnAs,101.5
667,Zn(GaSe2)2,62.0
668,SrTiN2,186.5
669,Y2SeO2,203.6
670,RbF2,22.9
671,Yb4Sb2O,128.9
672,Pr2In,69.9
673,Tl3SbS3,35.5
674,VPbClO3,152.6
675,MnBeCl,107.2
676,Pr(BO2)3,249.3
677,SmNi5,223.9
678,YbPd3,151.0
679,KCrCl3,57.9
680,Fe(NiSe2)2,162.2
681,La(HO)3,87.3
682,Co3(SnS)2,165.7
683,ZnPt3,270.6
684,Li6WN4,189.1
685,ZnRhF6,72.9
686,Ta3B4,555.2
687,Ca2AgBi,76.7
688,Sm3InN,173.2
689,Nb3Cr,280.4
690,ZrTe,128.5
691,BaNpO3,223.6
692,BaFePt2,9.5
693,Sc2BeV,105.2
694,Ti(CrTe2)2,60.4
695,Ba4TiBr,8.3
696,ZnMoF6,54.9
697,NbAlOs2,425.4
698,TlCl2,24.9
699,RbCaH3,56.6
700,SrN6,87.1
701,LiAl2Pd,129.4
702,Tb(FeGe)2,200.0
703,U(CoGe)2,168.4
704,ScCd3,96.0
705,U3Se4,144.3
706,BeCo2Bi,172.0
707,K2YBe,20.8
708,Hg2SO4,40.1
709,Al3Os2,338.8
710,BaSc2Nb,42.4
711,IClO3,125.3
712,SmDyRu2,205.0
713,LiScAs2O7,144.6
714,SnTe,63.4
715,HfMg,85.1
716,KBaBe,1.9
717,BeInOs2,288.5
718,Be2FeBr,110.9
719,HfBeRu,256.6
720,Ge2O3,307.1
721,HoNiSb,191.5
722,LiV(OF)2,99.8
723,NpRh3,315.0
724,PbO2,296.6
725,MoO3,264.5
726,NaCrS2,102.1
727,Te2Mo3S4,113.2
728,Au(OF3)2,34.1
729,PrRh2,195.9
730,MnAlO3,208.5
731,PdSeO3,112.6
732,CuI4,94.9
733,Be2FeSb,139.0
734,Np(MnSi)2,128.7
735,Fe(PS3)2,96.8
736,SmGeO3,247.6
737,BaInTe,11.9
738,K3Na(RuO4)2,49.5
739,MnAlCu2,117.9
740,GeAsP,12.5
741,LiBeZn,98.1
742,BeCu4Pt,189.3
743,Sc3SnB,197.4
744,BaF2,92.6
745,TlS,76.5
746,Ho3SnC,126.0
747,Ca3Tl,30.3
748,SnPt3,257.1
749,TeRuSe,33.6
750,FeSiW,382.3
751,V3Ga,237.1
752,LiAgC2,37.7
753,MgBeIr2,170.7
754,Na7NbO6,115.7
755,Li2Si2O5,122.4
756,U(HO2)2,50.1
757,NpS,236.7
758,Tm3AlN,211.4
759,FeNi,305.8
760,KBaCr,4.2
761,K2S,45.1
762,Rb3YF6,40.1
763,Zn2(PS3)3,65.5
764,LiTi2Be,97.2
765,TmTl,68.9
766,Li2RhAu,103.7
767,Li5Si2BiO8,109.0
768,Te2MoWSe2,110.5
769,Se2NCl3,15.8
770,AcF3,118.1
771,BeZn2Mo,179.8
772,PI2,13.6
773,ZnSnAs2,80.1
774,MnInNi2,121.0
775,ScH2,172.2
776,RbPbCl3,41.9
777,Ta2AgF2,26.1
778,BaNa2V,18.7
779,CeNiSb2,129.0
780,K2BeGa,25.0
781,GaAg,62.5
782,BeFePt2,207.2
783,NdScGe,107.1
784,Na2UO4,189.6
785,Mg2H6Ru,155.5
786,Ba2TbNbO6,227.2
787,Nd(CuSi)2,199.9
788,BeCoRh,307.8
789,LiAlO2,141.2
790,Nd3GaC,100.8
791,Ba2BiBr,73.3
792,Hf2BeZn,161.1
793,TaRu3C,520.0
794,CdSnSb2,52.6
795,KAuF6,42.0
796,CdAs2,45.3
797,Cr2AsPt,5.4
798,Na2Cu3(Ge2O)2,156.7
799,NdDy3,60.9
800,Be2NbCo,234.6
801,K2ReBr6,22.5
802,RbLuS2,97.6
803,Li2TlBi,71.2
804,Na2CrO4,75.5
805,SrAcTl2,52.1
806,TlAuCl4,23.2
807,Au2S,78.6
808,LiGaRh2,225.3
809,RbAu,26.7
810,KNa2BN2,83.6
811,CaBe2Ni,48.6
812,Ba2NbFeO6,285.3
813,Mg2SiO4,135.3
814,Tm2OsRu,222.4
815,NiS,176.1
816,K2AgP,51.6
817,MnBe2,403.5
818,Y2NCl3,100.3
819,Be2MoPb2,25.8
820,SmHoRu2,207.2
821,Li2CaHfF8,125.9
822,KGeCl3,39.9
823,AgNO3,81.7
824,LiTiPO4F,151.5
825,LiErO2,217.6
826,BeCuBr2,101.0
827,Cd2P3Cl,71.0
828,Yb3Si5,109.5
829,LuInAu2,111.6
830,TmTiGe,143.2
831,ScCd,89.1
832,DyP5,169.6
833,CaF2,167.4
834,ErGa3,118.1
835,Ti6O,178.9
836,ZnSnO3,281.8
837,CaZnF4,124.7
838,HoAgPb,118.8
839,MgNi2,159.5
840,LiSiNO,286.0
841,HfSiS,255.7
842,BaPdRh2,126.7
843,TmCu,129.6
844,SiOs,551.2
845,Sr3BiAs,70.6
846,EuSe,155.2
847,HfBeCd,162.5
848,NdCrO4,217.8
849,RbAcTe2,90.9
850,CdAuO2,157.3
851,CeCuSO,163.7
852,SmCuSeO,175.1
853,AlVNi2,206.9
854,RbI3,17.8
855,KCu4Se3,72.8
856,ErBi2IO4,164.1
857,RbSmO2,177.4
858,LiYb3,15.9
859,SbIrS,287.0
860,Li2InSb,0.0
861,LiBeOs,91.7
862,V4GaS8,136.2
863,Sm2CuRu,131.9
864,YMgIn,100.6
865,Dy5AgS8,138.8
866,Ba4ZrSb,26.9
867,Tm3InC,122.1
868,UGa3Ni,129.4
869,HoNbO4,233.8
870,Mn2CoSi,193.5
871,Li(TiS2)3,144.7
872,CdCl2,38.8
873,UTl2O4,145.3
874,Th2In,98.7
875,SmInIr,157.0
876,Sc2CdS4,94.5
877,MnP,147.4
878,ZrVF6,247.6
879,SrCuF4,94.9
880,LuN,398.9
881,CdCo3N,312.1
882,TiAlAu2,150.7
883,Li2PrAs2,73.8
884,HoRh,163.2
885,NpOsO3,453.2
886,ScGaCo2,242.0
887,YbPrZn2,75.5
888,Na2H4Pt,53.9
889,K2AgAs,47.0
890,K6HgS4,41.6
891,Be2SnHg,82.6
892,Al2ZnS4,124.6
893,AgP2,102.2
894,DyCuSeO,185.3
895,UO,390.3
896,Al2RuRh,360.7
897,Ca3Zn2(CuP2)2,164.4
898,NaZrBe,61.4
899,LiBePt,136.0
900,NaLi3(H2N)4,42.6
901,ErC2,201.3
902,Cd2PdRh,160.1
903,LuBi2ClO4,180.2
904,Th2Fe2Si2C,259.3
905,NaBe2Ru,200.6
906,Ti2MnIn,149.1
907,HfAsCl,57.9
908,SmCd3,76.7
909,Ni4Mo,315.3
910,TiOF2,170.5
911,VBr2,42.5
912,TmO3,146.7
913,ScAu2,151.7
914,RbBe2F5,40.9
915,YbSbPd2,120.1
916,RbCdAg3(CN)6,19.5
917,LiDyO2,192.8
918,CuCl,59.2
919,KBeMo2,125.4
920,BaPbO3,164.6
921,BeNi,220.3
922,Mn2BeCo,297.7
923,Th3Bi4,132.1
924,SnAs,139.3
925,MgVSF5,77.5
926,ZrAsP,67.9
927,LiTb(CuP)2,217.3
928,SiH8,5.2
929,BePRh,211.6
930,NdIO,115.0
931,ErNiC2,217.6
932,BaScNi2,69.0
933,CdSnAs2,68.0
934,SbAsRh,159.0
935,TmCdPd2,123.1
936,Ti3Tl,160.8
937,PrBr3,47.7
938,TbPbAu,113.0
939,Ca(PPd)2,173.5
940,TiGa,188.7
941,HoHO2,244.2
942,LiPm2Si,79.4
943,Ga(MoS2)4,156.1
944,Ba(PPd)2,138.5
945,LiScSi,45.5
946,KCrF3,106.8
947,BeCoPb2,78.8
948,SmSnF7,56.2
949,Hf(VGa2)2,231.1
950,Mn2PtRh,240.3
951,NbPd3,274.5
952,Sb2Ir,263.1
953,HoCoC2,226.2
954,Li8NbO6,173.1
955,BaSi2P,27.9
956,Ba4TiCd,17.8
957,SrZrS3,97.5
958,NdSe,197.3
959,HfMgBe2,106.9
960,UFeC2,330.8
961,HoCuSb2,126.0
962,LuMnSi,211.8
963,AlFe3C,491.9
964,K5P2Au,37.9
965,Hf2BeW,203.7
966,NaFeAs,120.7
967,Na3AuS2,43.4
968,TiBe2Br,165.8
969,Ni3Bi,190.6
970,ZnNiO3,313.7
971,Sc2CoRu,241.0
972,CaScBe,81.2
973,InCuO2,171.7
974,MgGeO3,455.2
975,HoP,219.5
976,CaCdGe,93.7
977,BaBrCl,34.4
978,MgNiH2,227.2
979,BaAl2(SiO4)2,167.7
980,KCdSb,48.7
981,Sr(MnSb)2,59.7
982,Zr2Pd,196.4
983,Ce2SO2,176.6
984,VGaPt,166.7
985,K4CO4,63.1
986,PrMnGe,106.8
987,LiSc2Ru,146.2
988,MnGaCo2,115.5
989,YBiPd,128.0
990,SbSBr,63.1
991,BeVMo,354.0
992,BeTcHg,109.9
993,CoMo,75.2
994,DyMnSi,140.2
995,YInCu2,124.8
996,Yb(FeSi)2,210.7
997,AlGa3N4,268.8
998,Nb2CoAs,168.7
999,CaBeMo2,192.0
1000,FeCo,49.8
1001,LiSi2N3,307.2
1002,Ba(MnSb)2,74.5
1003,Tm(MnGe)2,161.0
1004,NaSc2Be,55.4
1005,Rb2S3,34.0
1006,Ho2Al,100.5
1007,AlSnO3,282.9
1008,Ba4ZrIr,20.4
1009,Zr2CoOs,247.1
1010,RbCu3S2,90.6
1011,BaSrTi,1.0
1012,Ba3BiAs,60.0
1013,Rb3BAs2,26.4
1014,YbTe,108.2
1015,LiRhO2,157.1
1016,FeNi3,270.4
1017,KNaSmTaO5,193.6
1018,Cu2SnTe3,71.8
1019,ScSnPt,77.0
1020,Th(Al2Cr)4,261.9
1021,Ho2AlSi2,163.9
1022,SiCN,28.5
1023,MgZrAu2,148.5
1024,ScBeCo2,127.8
1025,BeCu2Tc,154.0
1026,KYO2,199.9
1027,PrB2ClO4,232.0
1028,Dy4Sb3,132.9
