,pretty_comp,et_c13
260,Ca(AsRu)2,59.5
261,Sr2BePd,20.8
262,DyCoSi,73.0
263,AlCrNi2,169.6
264,MnTe,38.1
265,USiAu,91.8
266,BaYPt2,24.4
267,BaZrF6,14.7
268,Cr(BH)6,0.2
269,Lu2IrRh,123.8
270,TmAg(PSe3)2,11.3
271,LiZn,36.7
272,NaTaN2,40.2
273,Zr(NiP)2,134.3
274,VGaCo2,220.7
275,DyAl3,34.4
276,Al3Mo,98.2
277,NdFeSi,50.2
278,LiCrP2O7,107.5
279,Ga3PO7,125.6
280,SrBeV,27.6
281,Cr2O5,92.7
282,BiF3,152.7
283,NdBiPd,51.5
284,Be2NiSe,69.6
285,Rb3NbO8,16.4
286,Na2ZnSiO4,80.4
287,MnCu2SnSe4,44.0
288,BaSnO3,79.5
289,Be2CoCl,37.8
290,V(CoSe2)2,76.1
291,Ag2HgSI2,18.6
292,Rh3Br,152.1
293,CaV2O5,88.7
294,Ce(SiIr)2,99.1
295,LiErO2,81.2
296,BePOs,199.5
297,Lu2ZnIr,87.0
298,NbGaCo2,208.2
299,SrBeF4,49.2
300,Sm2ZnIr,70.7
301,YbPb3,32.1
302,NdIO,15.5
303,Li2InAg,41.9
304,Zr(PS3)2,16.7
305,BeRh2Cl,87.5
306,As3H5,24.7
307,GaBiO3,121.1
308,PrSF,74.8
309,NaH2N,4.7
310,NaClO2,7.1
311,HgHOF,39.0
312,NdTeF,57.3
313,Dy3AlC,35.5
314,V2CrSe4,61.5
315,SeBr2,4.0
316,Sr2LiCoN2,41.0
317,ErCuSi,68.8
318,Rb2CrF6,17.7
319,KRbS,19.0
320,NbAlFe2,132.6
321,MgTaRh2,202.4
322,OF3,5.0
323,LiCa2Rh,29.8
324,P2Pd,80.3
325,Zn(SnO2)4,33.1
326,K3AlH6,13.9
327,Ba4CaPt,16.8
328,Hg(BiS2)2,16.1
329,MnPO4,79.9
330,LiCaAlF6,53.1
331,Si3NiP4,72.4
332,BiCl3,10.9
333,AlVF5,32.1
334,Be2TeRh2,57.8
335,BeCoPb2,41.6
336,LiMnSe2,12.0
337,LuCo2Sn,114.8
338,BaNiP2,50.0
339,BaCd2Sb,26.2
340,Rb4NO,9.0
341,CdSO4,56.9
342,Be2CoSi,124.8
343,MnCO3,20.4
344,Be2NbCo,113.8
345,SeS,62.9
346,K2PdBr4,7.9
347,NdGeRu,58.7
348,DyCrO4,89.3
349,ZnGeN2,85.3
350,Lu2ZnTc,78.7
351,PbC2(SN)2,24.2
352,KYbS2,31.8
353,YPO4,95.6
354,Ba3BiAs,0.2
355,Sr(GeRh)2,55.6
356,BaYPd2,21.2
357,Ti2NiIr,198.3
358,LuI3,4.1
359,K2Te2Pt,10.1
360,Hg2SeO4,31.0
361,Mg2SiO4,146.6
362,Yb3PbO,29.0
363,CdAs2,31.9
364,TiBe2Os,171.5
365,GeSe,6.9
366,CdAuO2,70.9
367,TiAlO3,117.3
368,Ca3AsBr3,11.6
369,LiLu2Ga,43.7
370,Sm(GePd)2,100.9
371,SrMgH4,40.1
372,NaFeO2,86.4
373,CaBO3,190.1
374,DyNi2,102.7
375,Ca(NO3)2,32.3
376,RbSmTe2,19.6
377,Pu(CrSi)2,143.0
378,Ti2CuTc,146.3
379,TbSe,20.9
380,MoAs,115.8
381,Ba2ScCr,15.8
382,TmNi,85.7
383,TaSbRu,133.2
384,Pm2CuRu,68.2
385,MgAg3,75.3
386,PrNi2,90.3
387,PuZn2,23.5
388,NdAl4,53.2
389,VSiPt,149.9
390,K2NaVOF5,25.4
391,MgBeNi,50.2
392,CeBiPt,64.8
393,CaNiTe,48.2
394,FeCoSn,82.9
395,CoO,138.8
396,BaCo2Br,2.4
397,NaAsRu2,134.5
398,TaAs2,81.6
399,Nb3Pb,109.3
400,BaSi2Br,12.3
401,MgBeNi2,83.7
402,BaCeO3,68.8
403,SrMgSi,36.4
404,NaAlF4,16.9
405,ThSb,18.0
406,MnTlCl3,26.2
407,RbCaSb,14.3
408,BaBr2,24.6
409,Co(NiSe2)2,79.7
410,Rb2NaSbCl6,9.6
411,Sm3Ho,31.6
412,ThSe,43.7
413,MgTaOs2,181.4
414,Rb2NaErF6,19.5
415,TaS,146.6
416,ScGaCu2,92.3
417,SnH8(NCl3)2,16.1
418,BeGeOs2,152.3
419,Ba2YSb,29.8
420,InAs,28.7
421,Sb2Te2Se,20.1
422,PrHo3,32.1
423,Sm3Np,31.5
424,BeCu2P,85.6
425,NbSeBr3,7.9
426,Ba(MgSb)2,22.3
427,YVO3,141.3
428,Ag2HgS2,56.6
429,NaBeAs,10.2
430,PdF3,44.8
431,Ca(ZnSb)2,26.5
432,YBe2Ru,83.9
433,Li4FeN2,42.7
434,YHo3,32.9
435,Be(BC)2,3.9
436,NbO,172.8
437,Ba(PRu)2,56.2
438,TaGaOs2,194.9
439,Ba(MnP)2,68.6
440,ZrSnPd2,146.0
441,Ca(MnSb)2,55.9
442,NiHg,123.8
443,Fe3NiN,99.6
444,LiHg,28.1
445,Be2WSe,47.9
446,TaMn2Be,117.0
447,SiNi3,156.5
448,SrF2,43.2
449,KCuO,17.4
450,Dy(MnSi)2,99.9
451,BaMoPt2,81.9
452,Be2ZnW,103.4
453,LiBe2Sb,9.6
454,V2InC,100.5
455,Y2BeGe,21.1
456,DyCo2,118.7
457,HoNi5,101.9
458,BaMgCl,17.6
459,Mo2C,221.0
460,TlAuCl4,15.9
461,Rb2PtF6,20.7
462,Sc3SnB,29.3
463,ZrBe2Ga,78.6
464,MoP,145.4
465,TmGe,81.2
466,Li2Se,18.3
467,Be2AsCl,88.6
468,BaLiMg,12.8
469,Na3Nd,7.4
470,Li2NiO2,85.0
471,MnCuSb,70.6
472,Ti2MoAs,170.5
473,UAs,74.2
474,Pr(ZnP)3,31.9
475,SrCrF4,52.6
476,TiPd2,135.9
477,Sm(SiPd)2,110.0
478,NaDyS2,26.1
479,KH,5.4
480,HoGe,78.9
481,ErNbO4,90.8
482,XeIF7,5.8
483,Br2O,10.2
484,BeAlB,27.0
485,BaSrY2,19.7
486,PrY3,31.5
487,BaTi4Br,32.8
488,HoIn5Co,45.8
489,CoSe,96.6
490,BaSm2PtO5,88.2
491,TiBe2Ru,139.2
492,Ag2SnHgSe4,33.9
493,Sr2SbAu,19.1
494,Zr2Cd,73.8
495,YbIn2Ni,62.3
496,CePPd,71.5
497,TbCd,54.1
498,SrClF,42.7
499,LuNi2,110.1
500,TmRh,102.2
501,AgH,62.0
502,DyHO2,82.8
503,Na3BS3,10.8
504,Li2NiSnO4,64.4
505,Ca3Hg2,30.4
506,BePd,167.0
507,CoCu2GeS4,65.4
508,Zn(InTe2)2,21.3
509,Zn2In2S5,33.8
510,Ca2B4Rh5,87.7
511,CrSnRh2,159.6
512,Sc2Sb,43.2
513,NdN,73.1
514,PuN,96.6
515,Na2BeF4,29.7
516,Mg2BeCl,18.3
517,BAsO4,49.9
518,Na2BeFe,25.8
519,Li3TaO4,50.3
520,CaCuF4,58.4
521,BH3,5.4
522,SnClF,3.1
523,ZrRh3,164.2
524,MnPt,173.3
525,BeGeS2,14.8
526,TlF,22.0
527,KCuSe,15.4
528,PdN,177.0
529,Li2AlRh,69.4
530,BaMn2Sn,16.9
531,Sb2Ru,33.9
532,BW2,237.1
533,BiTeCl,14.3
534,BeCuRh2,172.5
535,Sc3GaC,38.0
536,Ti2MnAl,133.5
537,KBaBe,12.0
538,Ba2BiCl,9.3
539,UMn2,240.5
540,BaSc2Be,20.4
541,BaNaCr,12.4
542,CS2,8.5
543,SrAlSi,21.9
544,Ga2TeSe2,11.7
545,NdPb4F,57.8
546,DyInCu2,68.4
547,Cu2Se,63.6
548,Ca2GeO4,98.1
549,ScIr3C,27.1
550,Be2TlFe,71.4
551,Ti3Nb,116.8
552,TlS,16.6
553,Be2HgRu,103.5
554,BaTi2Cu,26.8
555,BeNbIn,87.3
556,Mg(HO)2,6.4
557,Rb2Yb2O5,30.4
558,UFeC2,143.9
559,Ba2H3I,16.6
560,U3Se4,39.8
561,ScNi4Sn,121.7
562,K2SnCl6,15.2
563,BeCr4In,147.5
564,CdAsPd,91.4
565,Th(Al2Cr)4,69.4
566,Rb2Te,9.5
567,NaMnO2,50.4
568,Ba(HO2)2,25.7
569,Mn3Hg,66.5
570,KSmF4,38.9
571,Nb2Al,101.0
572,TiBeZn,80.1
573,Te2Br,10.5
574,USiSe,60.8
575,SmVO3,138.6
576,Ba2YNb,20.2
577,NdTmMg2,35.1
578,Er(PRu)2,99.1
579,Co2P2O7,95.9
580,CeMg3,28.4
581,GaCuS2,57.2
582,FeCo2Ge,173.0
583,BaBiCl,23.0
584,Ca4Sb2O,28.0
585,AlAgO2,85.9
586,MnBe2Zn,88.3
587,SrHBr,28.1
588,SrAlSiH,22.6
589,CoN,229.9
590,AsBr3,5.7
591,Li5Mn2Co3,65.8
592,Be2CuNi,128.4
593,AlOs,175.8
594,K2BeFe,29.2
595,KLiZnS2,16.2
596,Rb2SiF6,18.7
597,Ba2YMn,17.9
598,HoCl3,7.1
599,Pr(MnSi)2,87.0
600,TiMo,100.4
601,LiBi(PdO2)2,69.2
602,NaNd2RuO6,89.5
603,Sc2MnSi,102.8
604,Rb2LiAsO4,20.0
605,RbCeSe2,21.3
606,Rb2PdBr6,14.5
607,Rb2SnAs2,5.7
608,RbNaSi2O5,41.5
609,ErTl3,43.8
610,NaUBO5,37.6
611,ScInPt2,140.3
612,BeCoRh2,178.2
613,YbBiAu,30.6
614,HfCo2,156.0
615,BaNa2P,13.3
616,Li7Mn(OF)3,38.3
617,BaNaCl,11.3
618,Tb2Cr2C3,118.7
619,OsO4,5.5
620,Ho2CdSe4,49.1
621,BaSr2Sc,12.2
622,DyAg2,63.9
623,LiCaAs,21.0
624,Tm2NiIr,99.6
625,Si3As4,40.3
626,BaSnW2,62.3
627,VSiRh,151.3
628,MgIn3,29.9
629,MnZn,128.4
630,LiBeOs,36.7
631,Tb2Au,55.2
632,Fe3Pt,113.1
633,K3Rh,4.5
634,TaBeSn,67.6
635,KBe2Hg,26.2
636,CrTe,57.9
637,YSnF5,15.9
638,Th(FeSi)2,97.9
639,GaRu,154.7
640,CaC2,41.5
641,NbCl4,8.6
642,Ti(NbSe2)2,60.9
643,SnH8(NF3)2,20.4
644,YP,27.5
645,AsPtRh2,230.6
646,HfAs,104.0
647,KBeNi2,30.0
648,FeBiO3,52.7
649,LiYb3,13.9
650,Sb2S3,17.3
651,La(CoB)2,81.9
652,ZrTiBe2,52.4
653,Na3Be,14.2
654,Ba2PbSe,43.7
655,Pr(SiPd)2,103.1
656,LiSO3F,5.6
657,KMnAs,10.3
658,TeRh,92.1
659,Dy(CuO2)2,117.2
660,Li2PbAu,46.6
661,K8N3O,10.9
662,Rb2NaInF6,23.0
663,Cd(CN)2,35.2
664,ZrInPd2,131.6
665,NaAg(CN)2,17.0
666,Rb2TbF6,25.0
667,Nb2Bi2PbO9,84.7
668,BaCr2Cd,17.5
669,BaLiAs,14.1
670,SrCrF4,32.3
671,BeFeTe2,13.6
672,Ti3InN,144.6
673,TaGaPt,146.1
674,ThGe,27.9
675,CrO2,27.6
676,HoInAu2,87.4
677,NaRe3,197.6
678,Sr2LiTl,16.5
679,Sm(SiAg)2,74.0
680,Zn(InSe2)2,27.4
681,NbCu3Te4,18.7
682,Rb3Os,11.5
683,NbAlCo2,191.9
684,TiCo2Si,171.7
685,LiCrO2,83.2
686,K3AlF6,16.7
687,BeV2Cr,126.5
688,Na2PtSe2,21.7
689,Nd2In,27.7
690,Rb2NaYF6,20.0
691,BaSeO3,21.7
692,NaLi2N,2.8
693,DyTiClO3,59.6
694,BeVFe,81.4
695,BaTlRu2,49.4
696,AlNi3,185.3
697,Li2PrTl,22.2
698,Ba2YTlCr2O7,32.9
699,LaAlO3,128.3
700,HoScRu2,86.8
701,BeGaCu,72.4
702,Sm3InC,5.0
703,HCN,7.7
704,CaMnSi,40.8
705,K2TaF7,19.3
706,BeCu4Pt,130.3
707,Ca2Si,16.2
708,Ti2ZnO5,95.5
709,ZrTi2O,91.7
710,Na3AlAs2,20.1
711,U2W2C3,93.2
712,Ho2CuRh,73.5
713,AlBMo,148.4
714,MgBeRh,44.7
715,LiH3O2,31.8
716,TcO3F,11.8
717,GaCo,162.7
718,NdPPd,72.3
719,Ti3PO2,155.2
720,LiFe2O3,72.2
721,Ti2GaFe,124.9
722,ScVO4,105.8
723,Be2TlRh,95.3
724,Ca3(SiIr)4,94.7
725,Na2LiBe,16.7
726,Ta2AgF2,12.8
727,Na2SiO3,39.2
728,Na3AgO2,35.5
729,TmTl,56.9
730,SmBi2IO4,33.7
731,IBr,15.8
732,BeIr2Se,165.6
733,MgMoAs,60.4
734,Pr(NiGe)2,81.8
735,Rb3Ho,5.7
736,ErZn,53.1
737,CaBeFe2,70.1
738,Sc2O3,126.8
739,FeBiO3,5.7
740,NdB6,33.1
741,K4ZnP2,8.4
742,BaSr2Sb,11.9
743,MnCl2,4.2
744,TbFeSi,67.4
745,MgCr2S5,14.7
746,BiAuO2,51.0
747,BiAsO4,70.4
748,HfCuSi2,92.4
749,CuI4,5.9
750,NiF3,54.1
751,TiBeSe2,5.2
752,Hg3(TeBr)2,19.0
753,Li2ZrTeO6,87.5
754,K2NaScF6,20.6
755,Be2SnMo,4.8
756,MgNi2,109.3
757,NaInS2,26.0
758,UGePt,129.2
759,SrTiBe,32.3
760,TbC2,25.2
761,SrCuSF,53.6
762,BeNbCo4,175.6
763,Er3SnC,1.3
764,ZrBeSi2,60.9
765,Ba2TlCl,18.3
766,U3Te4,32.8
767,K2PtSe2,14.6
768,ZrBeIr4,247.4
769,NbSbO4,48.7
770,MgBeIr2,169.1
771,NdCuTeO,51.5
772,TmC2,23.9
773,Er2CuRu,80.7
774,UCl4,22.5
775,DySb,15.9
776,FeNi,149.4
777,Ti2NiS4,64.9
778,NdHo3,32.7
779,KRb2ScF6,15.0
780,ErTiGe,55.0
781,Ca(MgSb)2,22.1
782,Sc2CdAg,71.1
783,Ti2Ag,102.4
784,MgTe,25.9
785,MnPt3,177.0
786,GeAs,18.6
787,VTc,147.1
788,MnPH6NO5,30.7
789,PI2,7.4
790,BeZn2Ir,127.4
791,MnInNi2,148.5
792,GaCuCl4,18.0
793,Mg(BeAs)2,32.2
794,DyPt3,143.6
795,Lu2SO2,84.9
796,ScGaRh2,123.0
797,Sr3Cr,10.2
798,NbCr3,132.9
799,Np(MnSi)2,136.3
800,AlP,40.0
801,K2ReBr6,14.0
802,RbSb2,12.0
803,CaZrSi2O7,118.9
804,NpPd3,119.7
805,TaZnCo2,206.7
806,CuF,72.9
807,TbTiGe,56.2
808,LiCrS2,28.4
809,ICl,8.0
810,TlS,29.9
811,CdSnSb2,31.2
812,Yb2AgIr,62.5
813,NbFe3,236.1
814,MgBi2O5,75.3
815,BeCo4Pt,174.9
816,RbBr,3.2
817,BeVP4,107.2
818,Al2CO,74.4
819,KCl,5.0
820,GdTe,5.7
821,HfPd,154.3
822,CoAg3(CN)6,41.2
823,Mn2VSi,167.0
824,AlCuCl4,17.6
825,Au2S,72.1
826,Ho(FeGe)2,102.0
827,NdCuSe2,47.0
828,YbBr2,20.1
829,BH3OF4,8.4
830,NdHO2,55.1
831,ReSe2,13.7
832,BaCO3,36.1
833,TbCuS2,58.0
834,CaFeClO2,20.9
835,Ta2Ni,146.4
836,DyFeC2,125.7
837,MgCuF4,34.8
838,YNbRu2,113.0
839,Li(FeP)2,70.1
840,BaTeBr,32.0
841,Zr3In,79.4
842,TiGePd,127.1
843,Cd(CO2)2,32.3
844,CaBe2Rh,76.0
845,BaTe,8.2
846,K3BrO,8.3
847,BiSCl,19.8
848,HoCu,54.9
849,Sm(MnAl2)4,63.7
850,As2Ir,70.4
851,TaTiAs,119.2
852,Sm3Ti,38.6
853,RbSb3Se5,7.7
854,Pr3PbC,2.9
855,KBeRu2,94.0
856,MnTcOs,138.6
857,Sr2BeP,7.6
858,RbPdF3,50.9
859,KAuS,5.6
860,BeCrSi,64.1
861,MnAlCo2,224.4
862,NiSnRh2,185.2
863,KTcO4,18.9
864,Fe4C,177.8
865,Tm(CoSi)2,103.7
866,Mg2SiO4,36.1
867,NaBF4,14.2
868,ErH3,105.7
869,Ho(NiGe)2,97.7
870,KBaP,30.6
871,RbSO2F,6.4
872,TiAlFeCo,110.8
873,BeSbCl,6.6
874,Li2BeNb,36.6
875,HoGa,59.5
876,Be2CrIn,65.1
877,TiCoSb,85.6
878,K2BaBe,6.7
879,NdAl2,32.9
880,ScSe,24.4
881,BaAl2,21.2
882,MnClO3,9.0
883,Mg2H6Os,43.3
884,SrCaGe,28.4
885,Na2SO3,16.3
886,TiSb,75.2
887,LiMnF4,23.3
888,CaAl4,36.4
889,Sc2GaOs,108.8
890,BaAsPt,62.6
891,Yb2AsAu,27.3
892,BeGeAs2,44.0
893,BeSiRh,116.8
894,KSnSb,14.6
895,HoSnPt,88.0
896,BaNpO3,72.4
897,PaTlO3,77.8
898,Rb3Ir,16.0
899,NbRu3C,169.4
900,LiFeF4,40.4
901,KScBe2,6.3
902,ZrRu3C,138.1
903,Pr(BO2)3,113.3
904,CaAgBi,24.8
905,KBIr2,112.5
906,Tm2Fe2Si2C,111.0
907,NaBe2Os,26.6
908,RuPbO3,182.5
909,NdTaO4,104.9
910,Sr2BeNi,12.9
911,AgP2,44.9
912,SnPt3,169.5
913,LiAlPHO5,48.0
914,Ca(BC)2,20.5
915,HfZrBe,66.2
916,Mg3(BO3)2,69.2
917,CaGa2,31.1
918,Sm2As4O9,11.5
919,NaBeFe4,81.6
920,ZnNi,134.8
921,Na6MgO4,34.3
922,Er(VGa2)2,58.2
923,YBRh3,106.7
924,Lu(FeO2)2,112.7
925,AsPtCl,92.6
926,TiTeOs,119.1
927,CdGeP2,51.1
928,NaZr2MnF,44.7
929,BaMnS2,38.1
930,V(CrS2)2,78.9
931,LuP,27.8
932,CrCo2Bi,177.2
933,HoI3,4.3
934,K2BeSb,19.3
935,MgTi2O5,106.8
936,CuPtF6,43.3
937,K3TaO8,17.1
938,AsIrBr,110.9
939,NaLi2B(PO4)2,46.5
940,NdCo2,103.7
941,BaNaV,14.3
942,CoPt,158.0
943,PrSO,47.3
944,CaTl3,28.8
945,TmIr,146.6
946,KAuSe,3.4
947,LiCa2Ga,21.1
948,BaGaBO3F2,40.2
949,Na2ZnS2,26.8
950,Tl2SiS3,11.7
951,TaCo,239.0
952,CrPt3,184.2
953,SmAl,52.7
954,KBaCu,13.2
955,HoTlRh2,125.6
956,SrIF,18.5
957,K2PdF6,20.7
958,Ta2O5,95.2
959,ZrPd2,112.5
960,Be2RuPb,96.1
961,K2NaAlF6,27.6
962,IF7,5.5
963,LiScSi,51.7
964,ZrCoSb,109.3
965,NaHO,20.2
966,TlSbS2,14.8
967,PRu,168.7
968,BaZnGe,25.0
969,Ba4TiCd,10.5
970,CaPuRh2,48.3
971,NbCu3Se4,16.3
972,TiInFe2,127.8
973,Tl3AsSe3,19.1
974,HfAlRh2,205.7
975,Sr2BeGe,14.1
976,Na6PbO5,45.9
977,RbFe(MoO4)2,17.7
978,InClO,16.5
979,BaMn2Cl,8.5
980,Mn(AsO3)2,72.3
981,BaTiBr,16.3
982,NaHF2,19.4
983,RbSmS2,26.4
984,Sb7Mo3,78.0
985,ThInAg2,79.4
986,ThCl4,24.9
987,Ca3Pb,14.9
988,FeCuPt2,161.6
989,BaSbPt,34.8
990,Mn2OF2,80.4
991,PtPb2,60.4
992,Mg(BiO3)2,41.5
993,BaSrTa2O7,78.6
994,VOF3,21.7
995,CdPd,107.9
996,CaCdSi,38.2
997,USe2,72.1
998,DyMgIn,39.1
999,NaBH4,1.3
1000,ErNiC2,86.6
1001,Th3P4,67.8
1002,SrGaSiH,22.2
1003,Nd3InC,34.5
1004,Eu2H3Cl,45.7
1005,RbI3,6.7
1006,Y2Cr3O9,152.5
1007,NaScO2,41.3
1008,BeFe2Ge,120.6
1009,MnCo3,115.3
1010,Tl2CdGeTe4,16.1
1011,GaP,53.2
1012,Ta2MnAs,173.5
1013,KTaO3,77.5
1014,NdNi5,98.6
1015,HoAu2,82.3
1016,HfIr3,216.3
1017,Ba2TlSn2O7,66.8
1018,Er2Au,57.7
1019,KMn2Be,26.2
1020,MgSbF6,25.4
1021,ScBeNi2,99.0
1022,KP(HO)2,7.4
1023,Ga2PbO4,43.2
1024,KNaTiO3,40.4
1025,Ba2TiBr,15.3
1026,KAuSe2,15.3
1027,Cu2SnTe3,28.4
1028,LiSc2Ru,64.8
1029,Nd3Al,33.0
1030,FeSb,105.5
1031,ScNiSb,61.1
