,pretty_comp,et_c12
95,HfBeRu2,151.4
96,Ta2Si,167.8
97,BeCoNi2,176.5
98,DyTlTe2,16.8
99,Sr2SnO4,91.6
100,YAsRu,81.6
101,LiHfRh2,115.7
102,Al2ZnS4,70.4
103,ErI3,10.6
104,DyTl,56.2
105,Lu(SiOs)2,119.7
106,TaGeAs,124.4
107,BeCu2Mo,167.7
108,Rh3Pb,149.5
109,Hf2SN2,152.4
110,PrBPd3,107.7
111,MgBeW2,133.6
112,Sc2ZnGa,64.9
113,TaSe2,50.7
114,YScBe,36.4
115,ErBi2BrO4,92.5
116,MgBeNi2,113.3
117,Ca(CdP)2,40.9
118,BaPd2,65.8
119,CaPAu,84.8
120,SrBe2Ni,59.9
121,SmVO3,138.6
122,MnCu2SiS4,47.0
123,BaNaZn,14.0
124,DySbPd,94.2
125,SmYAg2,59.2
126,TbCoSi,86.9
127,LaTe,12.4
128,KErO2,56.1
129,CrSiO5,13.2
130,Rb2NaTiF6,26.4
131,NaH2N,8.7
132,BeCo2Sb,166.8
133,Sc6Te2Os,94.7
134,NaMnAs,44.3
135,CoSi2,142.4
136,Yb3Mn,20.1
137,Be2PCl,83.2
138,MgBe2V,45.6
139,LiMgBe2,43.9
140,K2NaScF6,20.6
141,LuN,85.5
142,ScGa5Ni,35.3
143,BeTcHg,165.8
144,Zr2OsRu,124.3
145,LiS,18.4
146,TmPa3,71.2
147,Yb(SiAu)2,57.2
148,Ti3TlC,86.4
149,HgF,28.3
150,NaAlF4,8.6
151,BaPdS2,33.9
152,Tm2OsPd,100.3
153,BeFeSb,73.3
154,ZrBeNb,133.1
155,HfBeRu,96.2
156,Y2Al3Si2,45.5
157,UC,138.9
158,NaBe2Ru,85.6
159,ThSi2,81.9
160,SrAgAs,47.7
161,RbBS3,8.0
162,As2Se3,4.5
163,Ca2Al2SiO7,89.5
164,SrCN2,36.3
165,MnAlPt,156.3
166,U2TeN2,53.2
167,BaLiIn,20.0
168,Ba2LiZn,11.3
169,BaNaTi4,24.6
170,CaZnSi,30.5
171,InN,106.4
172,Be2ZnCo,186.0
173,CeCd,41.8
174,Sc3CoC4,124.5
175,RbUAgS3,21.6
176,ScRu3C,124.3
177,Sb(IF3)2,12.8
178,RbTiS2,31.3
179,Ho(SiRh)2,119.5
180,Sr2SbAu,19.1
181,Sc3GaC,38.0
182,SiB6,27.0
183,MnCu2SnSe4,47.0
184,Ca2AlSbO5,46.8
185,NbSiPd,166.6
186,Ca2Sb2O5,40.3
187,MgPd,100.1
188,YbRu,73.0
189,ScNiP,87.9
190,GaFeCo2,226.6
191,PmY,22.7
192,Ba2ZnF6,32.4
193,Cr(BH)6,2.9
194,Tm2CoOs,85.4
195,Zr3Ag,87.2
196,USe2,62.3
197,MgCr2S5,23.8
198,BeCr2Hg,222.0
199,BeZn2Cl,62.4
200,ZnPd2Au,155.4
201,K2NaInP2,11.5
202,ZrAu2,153.2
203,NpB2,95.9
204,VPbO3,96.6
205,Cd2B2O5,75.5
206,BaSrYb2,10.9
207,Er2CdS4,58.1
208,Mg3BeAl8O6,128.5
209,FeCl2,38.6
210,KCuO,24.6
211,Hg3(SeCl)2,24.0
212,Sm3CuSnS7,42.4
213,YCrO3,163.6
214,ZnCrF6,5.8
215,Ti2AsW,181.8
216,Mg2Rh,55.7
217,YbPaRu2,117.1
218,Ca(PRh)2,86.9
219,CaBe2Cr,70.9
220,ZnCo2Ge,166.0
221,Sm2AgRu,73.2
222,PmSnRh2,132.8
223,Cr2Se3,31.9
224,Ba2TaTe,28.6
225,Tm2S3,38.5
226,BaMoCl,19.1
227,YbSbPd,64.2
228,SrCuSb,35.1
229,LaNiSb,57.3
230,Rb(SbSe2)2,12.4
231,PBr3,6.7
232,CrPS4,40.3
233,ThSiO4,47.5
234,BaNa2Mg(PO4)2,66.8
235,TbAl2,35.6
236,Lu2Fe2Si2C,117.5
237,Yb(MnSi)2,80.7
238,HfIr3,216.3
239,YAlSi,59.7
240,MnBeV,103.0
241,InPO4,65.4
242,Tb(SiNi)2,71.7
243,KFe2S3,20.9
244,HfV2,141.6
245,CaMnGe,45.0
246,PrSb2Pd,45.7
247,BaNaHg2,12.5
248,ErCu,55.6
249,CaSn(BO3)2,92.6
250,SnSe,6.5
251,PuOs2,243.2
252,LiErS2,34.2
253,SnSe,14.1
254,UAsS,87.1
255,PtRh3,191.9
256,Sr(InTe2)2,15.7
257,MnBeGa,127.3
258,Y3Al,34.0
259,Tb3InC,4.1
260,Ba(CuO)2,35.1
261,PrGe,37.5
262,NaAlSi,36.5
263,BMo,215.3
264,Sr(SnAs)2,24.9
265,ErC2,89.5
266,P2Pd,65.4
267,ZrInPd2,92.6
268,ThZn4,44.3
269,Cu3N,53.3
270,Tm2TlAg,57.0
271,HfGa3,88.5
272,Zn(NiN)2,64.3
273,Mn2Ge,225.0
274,TiAsSe,106.1
275,CePt,72.6
276,TiFeTe,83.4
277,LiCl,22.3
278,Ce3InC,37.5
279,ScSnPt,90.5
280,BeW2Se,84.6
281,HfBeSe2,172.3
282,TmB2Ru3,189.9
283,HoGa3,43.9
284,Nd5AgS8,46.9
285,CeC2,111.6
286,ZrSnPd,90.9
287,CoPtF6,32.6
288,LiPrO2,87.4
289,Al2O3,114.2
290,Er2IrRh,121.9
291,TiBeTe,34.8
292,YbS2,78.7
293,KScBe2,38.6
294,VO2,29.6
295,ScBeIn,53.1
296,BaNi2Br,24.0
297,Al2ZnTe4,24.0
298,SrF2,47.9
299,TiCo2Si,211.2
300,CrTe2,23.9
301,Sb2Ir,65.8
302,SbS8Cl3,6.7
303,MnAlCo2,224.4
304,V2GeAs,127.6
305,CoTeO4,95.7
306,FeTe2,65.5
307,Ca2Fe2O5,137.4
308,ScAl2,39.3
309,MgAlIr2,123.5
310,YLuZn2,51.7
311,MnBe2Zn,171.2
312,NaMgBe,20.7
313,Ce(NiSn)2,91.8
314,As(IF2)3,13.8
315,Y2BeBr,3.0
316,Ba2TiCl,14.6
317,SrAu5,74.9
318,HfH2,104.6
319,BaYCuTe3,29.5
320,ErAgTe2,33.4
321,NaUBO5,29.8
322,Ca3(FeN2)2,37.1
323,Ba2ZrS4,25.0
324,PrBr3,19.1
325,KBa2Re,18.4
326,BeTe2Pd,84.7
327,BaTeCl,30.9
328,ScSbRh2,179.2
329,NaClO2,18.5
330,FeCu2SnS4,60.6
331,BaLiMg,12.8
332,BaTiO3,95.8
333,CaC2,33.0
334,Cu2Se,67.7
335,Th2In,59.4
336,Mn3PtN,152.9
337,Li7SbO6,41.4
338,LiBeCd,48.6
339,Ca4ScBe,13.1
340,Be2SnMo,81.8
341,Ge2W,111.4
342,BaPr2PdO5,98.5
343,NdAgPb,60.6
344,Ag2PdO2,55.9
345,TaRu3C,179.2
346,Li2GeAu,57.9
347,BaNa2Ga,11.4
348,LiGaSi,33.3
349,ScIr3C,27.1
350,HfFe2,154.0
351,SmFeC2,78.4
352,AlPt,179.7
353,Na2CdHg,19.0
354,Ti(CrSe2)2,46.5
355,Mo3Ir,174.4
356,DyFeSi,65.5
357,TbInCu2,66.7
358,SrBeGe,82.2
359,Ga2PdI8,4.9
360,LiAlSiO4,89.2
361,UBrO2,8.1
362,ZrNi4Sn,136.9
363,MoPt3,216.2
364,ErTl,56.9
365,Ca3UN4,81.5
366,BeGaOs2,173.2
367,YCu5,82.3
368,Ba2BiSbO6,163.9
369,BeTeSe,66.6
370,Y2BeW,80.2
371,BaSc2Be,14.0
372,BaCdW2,145.9
373,Sm2RuAu,81.1
374,Dy(SiRh)2,118.7
375,AlN,168.3
376,SbAsF8,12.1
377,Tm6FeSb2,48.0
378,HfSiNi,108.4
379,Y(MnGe)2,101.6
380,YbAg,35.5
381,Ba2NdNbO6,62.6
382,Si3F,56.6
383,Ba2NaHf,13.9
384,Ti3AlC,73.6
385,SmH3,93.6
386,NdCuSn,53.7
387,Dy(FeB)2,58.7
388,Hf(VGa2)2,127.2
389,Sr2BeNi,16.9
390,V3Se4,45.5
391,BeTeCl4,59.7
392,Ag3PO4,76.7
393,BaCaI4,20.4
394,MnSbIr,125.6
395,U(CoGe)2,134.2
396,KNO3,18.6
397,BeVMo,132.7
398,Bi2Te3,17.7
399,As4S5,9.8
400,TlAuCl4,13.2
401,KH2N,13.1
402,BeCoPt2,215.1
403,KMgSb,8.4
404,Ga2Os,89.7
405,ZrMoP,135.9
406,InAgO2,68.9
407,MgBeIn,49.7
408,HfOs,139.3
409,H6CNF,25.8
410,TlHCO2,6.2
411,Be2VZn,70.5
412,TiF3,56.1
413,SnHgF6,16.5
414,BeInW,68.7
415,ScGe,38.5
416,BeGaSb,86.3
417,TmAlAg2,81.0
418,KBeO3,86.8
419,BeP4Ru,108.3
420,FeAgS2,79.2
421,Li2TiF6,53.5
422,RbInTe2,11.6
423,NaHoSe2,24.7
424,Ag2CO3,39.7
425,MnNi,192.3
426,RbHF2,25.0
427,K2CoS2,22.7
428,MnSbRh,94.1
429,AuSeClO3,21.3
430,ZrB6,48.6
431,AlCl3,33.1
432,Na3MgP2HO8,50.9
433,Er3GaC,5.6
434,Al2CdTe4,20.0
435,MgSbPd2,99.2
436,YCuO2,64.7
437,Li2FeF6,34.0
438,KNaTiO3,36.8
439,TaAgF6,39.3
440,ThInAg2,81.8
441,YBe2Ir,70.7
442,FeP,148.1
443,B4C,111.0
444,NiAgO2,110.3
445,MnGaRu2,170.8
446,Na2CuAs,8.7
447,UIn3,49.5
448,TbSnRh2,149.5
449,Ba4NaSb,11.5
450,TlP,37.4
451,AgCl,40.5
452,BaTiCd,30.2
453,ErSbPd,69.1
454,CaTiF6,33.7
455,Te2Os,55.4
456,ZrNiSb,103.8
457,Ba(AsPd)2,38.8
458,BaHfW2,155.5
459,LiBeBO3,88.7
460,RbF,12.2
461,Co3Se4,68.2
462,Ba2Cd,11.1
463,LiHo2Ga,42.9
464,NpIr2,197.5
465,BeBiCl2,73.7
466,HoClO,59.8
467,CePPd,98.3
468,K2ZnBr4,8.1
469,KCoAs,13.4
470,K2P3,17.3
471,NpCo2,168.9
472,ZrC,135.2
473,WSeS,26.6
474,UPt,123.3
475,CeHSe,36.5
476,ThGe,27.9
477,CdSiO3,201.9
478,MoC,208.5
479,SrAuO2,59.1
480,Sm3InC,5.0
481,Ba4MoCl,17.1
482,ReTeS,53.0
483,ThSnI6,12.9
484,SnO,8.4
485,Ba2CaPd,18.2
486,KTeHOF4,15.2
487,HfCr2,158.0
488,Sm3Ho,31.6
489,VTe2,24.8
490,Pr3CuSiS7,41.2
491,VRu3C,132.9
492,AlAgSe2,50.0
493,HfAlAu2,140.3
494,ZrNiGe,111.3
495,Yb2HgGe,30.8
496,TbFeSi,64.3
497,Ti2VSe4,44.0
498,HoPO4,32.1
499,Te2Mo(WS2)2,33.4
500,Mg2ZnAs2,34.7
501,Rb8NO3,9.8
502,USiS,71.4
503,TiNi2Sb,152.2
504,TiZnF5,17.8
505,Tl2SiSe3,7.4
506,Sr3CdO4,50.5
507,BiF5,11.6
508,Sb2TeSe2,24.5
509,WO2,188.2
510,Pr(BO2)3,81.2
511,Rb2Hg2PdCl8,10.9
512,InPd,102.5
513,Li3Co(OF)2,51.8
514,MnGaCo2,235.9
515,Pr2SeO2,76.8
516,Ti3InN,144.6
517,CrTe4Au,22.9
518,U(SiRh)2,131.3
519,LiIn2Rh,79.6
520,GaN,159.5
521,CeAl3Ni2,61.5
522,HoRh,101.2
523,Rb3As,12.3
524,Zr2CuOs,142.6
525,RbCoCl3,15.1
526,VO2,36.4
527,ScBrO,44.6
528,NaNiIO6,81.3
529,Si3As4,40.3
530,K2BaMn,3.7
531,ScGa3,47.0
532,Ta3Sb,106.2
533,MgTa,64.6
534,UPt3,169.7
535,Y2In,60.5
536,FeNiGe,237.7
537,ThSbRh,74.3
538,NaCN,24.9
539,InAsF6,14.8
540,Tl3VS4,13.8
541,Er2In,63.2
542,TiH8(NF3)2,27.6
543,Nb3TeCl7,28.3
544,CaC2,57.6
545,BeV2Pb,89.5
546,Mn2Be2Zn,121.3
547,Rb2Fe4O7,128.3
548,YbSe,15.1
549,Mg2Ti3O8,66.2
550,SrTiBe,27.8
551,TlCoF3,56.8
552,KRb2BiF6,10.5
553,Dy3GaC,7.1
554,CaMgBe,16.7
555,Li2CeO3,74.1
556,ThGa2,74.4
557,ScP,85.9
558,YbNdCd2,37.4
559,CeH3,95.4
560,TbSi,37.1
561,BeFePt2,223.2
562,MgAg,61.3
563,NaAuF4,31.6
564,SmTlSe2,21.8
565,ErIr2,164.9
566,K2O,8.6
567,K2NaAlH6,9.7
568,NaPd3,91.0
569,Th2N3,153.4
570,NaTmS2,29.6
571,Ag2H2IOF,29.7
572,Be2VCl,21.9
573,Ba2MgH6,16.2
574,Ho(SiRu)2,122.5
575,CdF2,70.6
576,Pu(CuSi)2,61.2
577,HoBRh3,109.2
578,Tl4V2O7,32.9
579,KAgO,29.9
580,TaAsAu,149.8
581,CuTe2Cl,18.7
582,Rb2IN3,14.2
583,LiSc2Os,73.9
584,K3AlH6,9.5
585,RbN,19.4
586,MgSn(BO3)2,100.8
587,HoZn2,40.1
588,NaZr2Be,17.9
589,Ba2ErNbO6,74.3
590,Sr4As2O,18.5
591,Y(HO)3,49.0
592,Rb2TbF6,25.7
593,TiAl,64.0
594,NdBr3,15.7
595,MgSO4,31.6
596,BaCeN2,95.5
597,AlGa3N4,141.6
598,ErTlS2,26.7
599,Er(VGa2)2,101.4
600,PmDyRu2,73.4
601,BeGaRu2,177.2
602,YMgTl,27.3
603,Ti2NiMo,114.7
604,ThNiSn,46.1
605,RbAuF4,19.1
606,NiSbSe,52.0
607,BaTi4Br,32.8
608,K2YBe,27.3
609,BaZnO2,72.7
610,CaIrO3,101.6
611,Sc6FeSb2,53.1
612,CaBe2Ge,57.7
613,GaAs,39.6
614,KY3,42.6
615,TiAl2O5,142.1
616,ZnCuF4,39.1
617,LiPm2Rh,47.4
618,CaTl,28.6
619,Zr3In,79.4
620,MgCr,83.0
621,U(SiPt)2,163.4
622,Na2CaBe,11.9
623,Na2BH4ClO4,22.1
624,BeNbOs2,156.0
625,CoP,135.1
626,TiZnSiO5,86.6
627,PrO2,132.3
628,CdHg2,26.4
629,Sr2AuN,30.5
630,Ba4ZrIr,23.1
631,NaHoS2,29.2
632,Ti2Ag,42.4
633,UAu2,114.1
634,Ba4ScBe,10.2
635,ZrVAs,96.8
636,InSiPt5,194.5
637,KFeP,18.1
638,Y2Si4Mo3,89.9
639,ThSiTe,44.0
640,Y2ZnRu,70.1
641,YbRh3C,117.2
642,BiN,34.5
643,MnSi,132.9
644,Ba(MgAs)2,25.8
645,BaMgGe,12.9
646,SmCoO3,135.1
647,KMnTe2,14.0
648,ZrS3,22.7
649,Nb2CoAs,161.7
650,Fe3Pt,113.1
651,NaGeSbO5,60.7
652,Li2NdAl,26.5
653,BeNbRu,171.2
654,Be(VPd)2,215.8
655,Sb2O5,77.5
656,Be2TlRh,150.6
657,Pb2Au,53.5
658,ScAlPd2,116.3
659,AlFeO3,183.3
660,Na3LiP2O7,37.7
661,Cd2BiAsO6,74.8
662,KRb2TiF6,16.0
663,TiBe2Nb,104.2
664,NaSrNb2,71.3
665,Cu2SnHgSe4,48.0
666,YbBPd3,98.9
667,CrO3,144.5
668,ScBeCd2,70.9
669,Be2CrP,136.6
670,MoCl3,19.3
671,K2Pt,11.2
672,CaHgO2,38.4
673,Ba(PrS2)2,41.9
674,CoI2,26.1
675,BaMgCl2,14.2
676,MnF2,143.2
677,Al2O,85.4
678,RbMnBr3,11.5
679,K2NiF6,20.0
680,NaMgF3,31.9
681,Sr3Mg,11.9
682,BaSr2Te,3.5
683,Ge2Mo,98.7
684,Ca3(SiIr)4,94.7
685,TaMn2Be,201.8
686,ErSnPd2,105.8
687,Mg2PN3,107.5
688,MnGa,148.4
689,CuO2,100.3
690,Be2FeGe,150.4
691,K2TeI6,10.3
692,TlPF6,14.0
693,KAl(SO4)2,61.7
694,TbSe,20.9
695,TaTiAs,119.2
696,SnRh3,161.8
697,AgPbO2,47.6
698,MnClO3,11.1
699,YNiSb,46.4
700,FeAgO2,121.3
701,HfBe2Zn,117.9
702,ThMgZn2,50.6
703,Hg2SO4,31.1
704,NaBeBr2,6.0
705,HoI3,10.6
706,NbCo2Sn,191.9
707,BeCo2Rh,199.8
708,NdTeF,57.6
709,ZrBe2Cr,137.2
710,YBe2Ni,94.2
711,MgPd3,122.2
712,Ca2CoW,55.3
713,AgBiO3,92.0
714,Li4Mn3,49.9
715,ScB2,52.5
716,Y2SiCO7,62.6
717,Be2CoBr,83.4
718,TaNO,176.3
719,BAsPb,40.9
720,Ba4OsBr,25.5
721,Ti3Hg,67.2
722,Sc2AlCd,66.2
723,SnPd3,125.9
724,DyBi2ClO4,92.5
725,Mg2Sb2O5,22.1
726,Al2CoO4,158.6
727,Ba2MgTe,21.5
728,DyAg,61.1
729,NbBO4,37.4
730,LiBC,94.2
731,Te3MoWS,22.8
732,Tm(HO)3,6.5
733,ZrNi,106.3
734,Ca3BiN,26.1
735,Ba2YTlFe2O7,107.0
736,ZnNi,89.5
737,Ba4MgCo,14.5
738,SmLuZn2,50.3
739,BaNd,17.2
740,AgBiO2,59.9
741,NaBeTl2,76.0
742,Sr(SbPd)2,46.3
743,GaNi2,172.5
744,NbTlO3,95.9
745,Zn2CoN2,70.9
746,MnNbP,188.1
747,KAuF6,20.7
748,Te2Mo3(SeS)2,50.3
749,Sr(CoAs)2,28.9
750,Mo2WSe6,26.9
751,Ta3B4,185.5
752,CdP4,44.7
753,HfZrBe,64.9
754,YCoC2,76.4
755,KCa2Be,20.1
756,CuBiSeO,62.4
757,RhSe,118.6
758,Si3Os,135.0
759,BaNbCr2,117.5
760,NdNiC2,73.4
761,NaSrBO3,59.1
762,Rb3Sb2Br9,19.9
763,Lu2RuAu,104.2
764,ZrRu3C,138.1
765,TiCo,166.6
766,KCN,13.4
767,Sb2O5,73.1
768,RbAgO,19.8
769,Mn2CoO6,46.1
770,Ti4ZnS8,42.9
771,KP(HO)2,15.7
772,U(NiGe)2,102.3
773,NaIO4,23.0
774,LiAlSe2,21.8
775,TiAlCo2,166.9
776,IrBr3,27.0
777,NaLi2Bi,17.9
778,Sc2GaAg,71.4
779,BaSrHf,11.9
780,CdInGaS4,37.9
781,Ho2CuTc,74.1
782,TmClO,37.7
783,Pm3Si,41.7
784,Er2InAg,56.4
785,RbNO3,19.4
786,BiAuO2,50.9
787,Th(Al2Cr)4,48.1
788,TmMnGe,70.4
789,KSnAs,17.5
790,Ni4N,33.1
791,NdBO3,71.5
792,Rb2NaInF6,23.0
793,Mn(AlS2)2,56.6
794,CdCo3N,144.7
795,CeSmI4,26.4
796,YbSbPd,46.1
797,Pb2ClO2,52.9
798,BeVIn2,59.5
799,Na2LiBe2F7,35.4
800,Nd3GaN,10.8
801,DyInAg2,74.1
802,LuVO4,61.6
803,Ta2N3F,233.1
804,HfSiO4,71.4
805,AgN3,50.6
806,AgP2,53.0
807,PrCuO2,65.0
808,DyCoC2,77.7
809,TiBr2,13.1
810,LiCuF2,26.7
811,LiAs,25.8
812,AlGaO3,122.5
813,Er(FeSi)2,98.6
814,CeZn5,60.1
815,ZrSi2,72.5
816,SF4,1.0
817,Ba3BiSb,0.8
818,RbLiCl2,21.7
819,CaBeGe,55.1
820,TaCo,239.0
821,Na5Al3F4,4.3
822,K2Sn(AsS3)2,34.7
823,SrGaSnH,27.0
824,TiPN3,83.1
825,YbOF,72.8
826,K3AlH6,22.2
827,BeCu2Tc,206.4
828,YSF,72.7
829,ThCl4,9.8
830,Li8NO3,31.0
831,Er3TlC,5.2
832,TiCdF6,1.9
833,MnGeN2,89.7
834,TaGaPt,146.1
835,RbMnAs,3.7
836,NdTeCl,51.4
837,BeFeCl,71.8
838,LuTlS2,26.7
839,TeBr2,11.4
840,NbCrGe,149.6
841,KBa4W,11.6
842,Li5CrCl8,17.8
843,BaBe2Si2O7,43.5
844,Ca4BeRh,19.7
845,BaTlBr,24.7
846,NaCSN,12.9
847,CrSb,68.8
848,NaHCO2,30.1
849,SmSnPt,67.6
850,Be2B,82.3
851,MgBeTc,99.8
852,Sm2SO2,91.0
853,DyRh5,140.1
854,Np(CoGe)2,135.2
855,BeTlFe2,155.5
856,Cd(InTe2)2,19.8
857,Ba(ZnAs)2,18.2
858,V2ZnO5,39.4
859,Be2TlIr,121.9
860,NaSi2Pd3,89.8
861,RbBr,3.2
862,BeSiBr,68.4
863,Ca3PCl3,13.4
864,BeGeAs2,46.5
865,BaCdGe,21.0
866,TiAsW2,205.3
867,BePbCl2,47.8
868,MgSc2In,56.8
869,CuBiO2,52.1
870,MgBe2Tc,127.2
871,K3MnO4,14.9
872,K3N,1.7
873,TmC2,92.7
874,Al2Pd,89.0
875,Co2N,184.2
876,Sr(ZnAs)2,29.7
877,Dy2MgTl,50.7
878,SrZnCl4,30.1
879,Mg2H2O3,59.6
880,Ca3Mg,21.2
881,CaPd3O4,124.1
882,TiNbS4,11.4
883,VSi2As,112.7
884,NaPrS2,22.2
885,Sb2Te4Pb,18.2
886,Mn2BeCo,197.4
887,NdBi2BrO4,79.9
888,LaSb,15.0
889,Na2GeF6,27.0
890,UAl2,34.2
891,Eu2H3Cl,41.6
892,SmTlO3,110.4
893,Ba4PbCl,16.8
894,Lu6Sb2Mo,50.9
895,BeI2,3.4
896,Sc2CCl2,42.6
897,BeNb2Si,212.9
898,TaTeBr9,6.6
899,KZrBe,35.7
900,DyNiBi,42.4
901,MnTe,22.5
902,LiCoO2,106.8
903,BaCdBr,19.9
904,TiBeRh,74.0
905,Mn2VGa,158.7
906,AsPW2,202.9
907,YBr3,12.3
908,TbGeAu,90.9
909,MgZrO3,74.9
910,FeAsCl,71.7
911,Ba2Sn3O7,75.6
912,Li3Al2CrO6,91.4
913,TaBe2Tl,135.6
914,TmTe,14.4
915,SrPb,14.8
916,Na2Nd2Ti3,65.7
917,KTaO3,77.5
918,YRh5,137.2
919,HgOs,161.5
920,CaFeO2,43.7
921,Th3S,70.2
922,KH2I3O,9.6
923,Ba2NbFeO6,107.0
924,Sr(CdSb)2,28.0
925,Sr3SbAs,0.9
926,Sr4P2O,18.0
927,K2NaCuF6,31.6
928,SrSb2,30.8
929,Ca2SiB2O7,102.4
930,TmN,83.8
931,UCdO4,137.1
932,FePd,89.7
933,BeCdCo2,96.4
934,MoSe2,44.2
935,AgPS3,15.5
936,Ba2TlV,21.2
937,Hf2Ge,83.0
938,MnSb2F2,16.5
939,CaTl3,28.8
940,Th(GePt)2,106.4
941,MgSiRh2,138.7
942,Be2NbNi,150.3
943,Ca3Zn2(CuP2)2,43.9
944,Zr2Te2P,30.9
945,NaBe2Pd,129.6
946,Cr3Pt,183.0
947,GePd2,136.9
948,LiZnPS4,17.2
949,BaAg2,38.5
950,Ga2FeS4,32.9
951,Fe2N,179.4
952,Tm6ReO2,137.1
953,Ca(BeP)2,32.6
954,Ca2CoO3,47.6
955,PmGaAg2,71.2
956,K2Pb2O3,16.7
957,U2TeO2,51.5
958,KBaSn,15.9
959,Sm(SiRh)2,115.5
960,PrMnGe,46.4
961,RuI,40.0
962,BeVSb,154.5
963,BaLiTi2,55.8
964,Ba2CdBr,18.4
965,U2W2C3,121.3
966,LiAlO2,71.7
967,NbBi3O7,116.2
968,Ba2YMn,17.9
969,Nd5CuSe8,109.7
970,Mn2BeGa,112.4
971,AcTlTe2,27.5
972,LuTiSi,86.8
973,MgBeIr2,188.5
974,Sr(NdS2)2,38.9
975,Ca(SnN)2,7.3
976,Er2AlSi2,56.4
977,KIO4,23.8
978,Li2MnPO4F,49.4
979,AgHgAsS3,26.6
980,KTm,20.7
981,NdRh3C,148.2
982,Li2UMo2,163.1
983,HfSiRh,137.8
984,InOF,118.1
985,DyAl3,34.4
986,MnNbAs,152.5
987,BeVIn,162.8
988,BaCaTi,15.4
989,Li3PO4,35.8
990,UTeP,37.7
991,BeZn2Tc,167.2
992,Sr(MgSb)2,24.8
993,NpB6,23.1
994,V3B2,108.5
995,ZnNi2Ge,132.1
996,AcGaTe2,27.9
997,NaBe2Tc,136.2
998,K2SnCl6,15.2
999,TlI,13.1
1000,UGa,70.4
1001,Li2Si,20.4
1002,ThCl4,17.6
1003,KVO2,121.6
1004,LiMgN,28.6
1005,AgCN,6.3
1006,BaBiBr,20.7
1007,BaBeF4,31.7
1008,Sr2BeP,64.6
1009,MnNi2Sb,155.5
1010,K2BaP,10.9
1011,KBeBr2,9.6
1012,CaZnF4,60.3
1013,Ca3BiSb,2.1
1014,KRb2FeF6,17.6
1015,ZrBeMo,162.8
1016,UCr3,179.2
1017,K3Na(FeO4)2,21.3
1018,TbCdAu2,87.3
1019,TiBe2V,135.5
1020,NaNO,37.3
1021,Cr(WO4)2,45.4
1022,MnBeSn2,29.5
1023,TaFeSb,118.7
1024,MnH4(BrO)2,14.7
1025,ScRu,97.1
1026,LiTiPt2,178.4
1027,Li5FeF8,31.3
1028,Mn2BeCd,73.0
1029,TaS2,89.8
1030,ScZn,62.8
1031,BaCaIn,18.0
1032,ThPb,65.0
1033,RbLiO3,29.3
1034,ZrSeO,127.1
1035,Ba(PIr)2,103.2
1036,BiO,107.3
