,pretty_comp,et_c44
77,Sr2BeRu,27.0
78,MgSeO4,37.6
79,YP5,42.3
80,TbSnRh2,48.5
81,YbMgTl2,18.5
82,Dy(MnSi)2,41.0
83,KNO2,6.1
84,Xe(OF)2,19.7
85,NaTbS2,41.7
86,ScBe2Te,83.0
87,Ta3SBr7,38.1
88,Mg(BeN)2,189.5
89,SmP,41.3
90,Al(CoO2)2,94.3
91,CuO,16.2
92,YRh,36.7
93,Tl2SiSe3,3.0
94,V3Pd,58.9
95,OsO2,247.0
96,MnBe2Ge,92.2
97,CaTl3,17.5
98,TmFe2,49.5
99,ZrSeO,101.5
100,Mn3Al,88.4
101,Rb2NaCoF6,30.0
102,NiS2,29.0
103,ErMgZn2,50.1
104,TmBRh3,71.6
105,Sr(AsRu)2,82.6
106,Rb2As3,12.2
107,SmErRu2,37.5
108,NaBeCr2,70.5
109,Tm2HgOs,42.4
110,Na2O,27.5
111,HfBe2Co,96.9
112,ZrSiSe,107.7
113,ZrBeHg,41.6
114,SiGeN2O,63.7
115,TiBeBi2,16.2
116,ScInAu2,48.0
117,CrH,53.9
118,HfGeTe,81.4
119,MnV,81.2
120,ScBe2Br,34.7
121,InGaTe2,14.2
122,Mg2Ti3O8,13.9
123,HCl,5.2
124,Tb2IrRh,42.8
125,CaZnSi,19.7
126,HfMnBe,78.3
127,CaZrGeO5,60.0
128,ErAlO3,75.0
129,Fe3Pd,127.1
130,MoW2(Se2S)2,72.7
131,Mn2VGa,114.2
132,Si2TcOs,69.2
133,Sr4ZrBe,7.5
134,Rb2TeBr6,10.2
135,K4CO4,14.4
136,TiN,14.8
137,Ca2BrN,44.8
138,LiBe2Ni,88.2
139,YTlO2,65.1
140,BeSe,93.0
141,PrOF,55.5
142,NdH2,55.3
143,HgRhF6,14.4
144,RbCu3S2,12.4
145,Sr2BBrN2,22.4
146,Ba2NaGa,13.4
147,TiCoSi,94.2
148,BeCr2P,139.7
149,Cr3Ni,143.0
150,BaBeF4,2.6
151,U(CrC)4,99.9
152,KHS,7.3
153,Li2VFeO4,120.7
154,CrCl2,29.4
155,Y2Cr2C3,91.3
156,ScTe,26.1
157,BeGaOs2,41.7
158,Au2O3,34.5
159,LiSbTe2WO2,175.4
160,CaTl,29.9
161,TlCl2,6.6
162,Mn3IrN,154.0
163,LiSmS2,29.2
164,MnSn(BO3)2,96.5
165,NdB6,70.8
166,HoTlSe2,29.0
167,MnSbRh,21.2
168,Ca(BC)2,209.9
169,HoPt3,92.4
170,TmTiGe,73.1
171,BeZn2W,134.5
172,Ag3SI,12.4
173,NdFeSi,90.7
174,HfRh,51.9
175,Li4Mn2O9,41.1
176,Li2GaRh,60.3
177,Nb2Bi2PbO9,66.0
178,MgBe2Co,132.2
179,Sr4Li(BN2)3,41.7
180,ThNiSn,32.6
181,Ge2W,162.7
182,Na2PdC2,13.3
183,CoAs2,116.6
184,K2PdF6,21.7
185,Zr2BeCl,59.2
186,SrTa2Be,23.5
187,ScBeRh,32.1
188,PrOs2,34.7
189,SnTe,6.5
190,HfVGe,150.5
191,KF,12.7
192,Sm3Th,31.2
193,BePdRh2,100.9
194,Cu3PSe4,22.6
195,Si2SnO6,78.9
196,SnBO3,195.9
197,AgAuF4,20.0
198,YAgSn,34.1
199,BeTc2Ni,133.1
200,Nd2SO2,49.9
201,HfZnN2,115.4
202,DyAgGe,25.6
203,SmLuRu2,39.2
204,BaHo2PdO5,80.5
205,MgBeZn,66.2
206,ZrGeSe,93.1
207,Be2NiCl,98.0
208,LiYb2Tl,29.2
209,Ba4YCd,0.8
210,MgBeCu2,83.3
211,Sc3Al,48.7
212,Be2HgPd,37.3
213,CoCuO2,90.0
214,Sm2RuAu,29.4
215,NaSbF6,4.4
216,KBeGe2,17.7
217,KCdSb,15.1
218,Sr(MgAs)2,36.2
219,BeSiIr2,120.1
220,MgMnF6,41.0
221,Ho(FeB)2,101.6
222,Er2Fe2Si2C,74.4
223,KAgO2,5.0
224,HoGa3,36.5
225,TiBeOs4,75.6
226,La(CoB)2,124.9
227,LiMoIO6,25.3
228,CeZnGa,59.9
229,BaY2PdO5,78.1
230,BeZnP,3.8
231,MoAs2,79.3
232,AgCO2,43.0
233,KCaF3,17.3
234,CeSiO4,17.1
235,UAl3Pd2,60.9
236,Sn2IF3,7.1
237,CrF6,2.9
238,Be4TeO7,140.4
239,Ca2Co2O5,82.1
240,K4BeAs2,10.6
241,Lu2IrRh,58.1
242,NaRe3,120.2
243,NiAs,37.8
244,Ba2Cd,12.6
245,KHO,2.3
246,Ho(SiIr)2,135.5
247,TmAgPb,28.3
248,MnTlCl3,16.8
249,Ca2Al2SiO7,78.6
250,Li2CuSb,56.3
251,CdHg2,8.7
252,MnFeAs,68.1
253,PrSnAu,32.8
254,Lu2RuAu,48.1
255,TiAl2O5,69.1
256,Te3MoWSe,38.9
257,Be3N2,179.6
258,NaEr3,33.8
259,Zr2Pd,44.0
260,Na2PHO3,18.3
261,K3Na(SO4)2,24.2
262,Pr(ZnP)3,53.1
263,CaSnO3,71.6
264,Tb2Tl,8.2
265,NbRh,66.4
266,Li4P2O7,14.6
267,ZrCo2Sn,66.4
268,Cr2FeSe4,71.9
269,CuAu,34.6
270,CeNiC2,77.5
271,RbPbF3,8.2
272,YbNbRu2,50.0
273,SnPbO3,79.9
274,Li4MoO5,84.9
275,LiPF6,24.0
276,LiZn2Rh,72.4
277,Rb3Os2Br9,10.4
278,Y2ZnRu,34.5
279,CoCu2Sn,65.5
280,B2AsP,115.7
281,Ta2C,148.9
282,Ca(CoO2)4,98.6
283,TiTe2,29.9
284,RbLuSe2,29.7
285,LuPb3,16.3
286,HfHgO3,33.9
287,MnSnPt,10.9
288,Pd(Se3Br)2,11.7
289,YbPO4,0.8
290,BeFeNi,93.1
291,HfRe2,53.2
292,Ta(TeCl3)2,7.8
293,LiPm2Pt,22.0
294,YBe2Cu,19.0
295,YCd2,41.5
296,Na3UO4,45.7
297,MnTe,28.1
298,YTiO3,39.2
299,Tl2Te3,9.7
300,Ta2Ni,61.3
301,K2MgH4,30.6
302,FeSi2,108.7
303,NaAgF4,27.3
304,NdS2,32.8
305,BeIr4Se,33.0
306,K2NaAlH6,21.0
307,YMnBe2,55.5
308,BeCu2Br,58.0
309,Ba2Ga2O5,114.3
310,Mg3ZnO4,129.2
311,KRb2FeF6,12.9
312,Be2RuPb,53.7
313,KSnSb,14.4
314,SmAg2Hg,21.9
315,NbAlFe2,114.2
316,Fe8N,112.9
317,Ga2NiS4,35.3
318,BaInMo2,36.0
319,Ti3AlN,41.9
320,KNaSmTaO5,31.7
321,Ce(MgSi)2,65.6
322,TlCoMo2,6.5
323,Ca2AlSbO5,17.7
324,GaTeI7,4.2
325,PmTm3,35.2
326,DyIn5Rh,30.3
327,TiGeRu2,103.6
328,HgC2(SeN)2,3.0
329,CaGeO3,133.2
330,DyGa2,61.9
331,Y2BeGe,84.1
332,SbIr,42.2
333,Ca(AlSi)2,44.5
334,V2ZnO6,54.1
335,MnAl6,62.0
336,Li3N,41.0
337,Li2FeS2,19.7
338,NaAlSe2,17.6
339,BeCuTe,33.6
340,LiGa2Ru,81.4
341,Cr2NiSe4,28.5
342,BaO,35.4
343,Mg(BeP)2,76.9
344,Bi(BO2)3,71.5
345,LiBH2,7.6
346,BaTiSi2,53.3
347,Te3As2,33.1
348,NpSn3,35.9
349,Rb(FeAs)2,36.7
350,Er(NiP)2,55.7
351,Pr3CuSiS7,39.9
352,Fe(NiSe2)2,29.7
353,Rb2CaH4,15.1
354,Sc3P,46.3
355,AlFeO3,58.3
356,KLi3PbO4,36.5
357,BaSrYb2,13.4
358,LuAlO3,121.1
359,RbSnS2,8.6
360,SrCa3O4,67.6
361,Lu8Te,29.4
362,BaPdRh2,49.0
363,BeNb2Br,42.7
364,BaCeO3,53.1
365,LuNiC2,82.5
366,MnZnF4,1.4
367,LiHfPd2,26.5
368,Mg2NF,121.0
369,MnBe2Tc,120.4
370,LiBeNi,58.9
371,RbH3O2,25.1
372,Rb2CdCl4,7.7
373,Al2Se3,20.1
374,TiReN3,105.9
375,MoWSe4,40.8
376,Sr(PrSe2)2,27.4
377,MnH4(ClO)2,17.5
378,Mn3Hg,46.0
379,Tm2CoRu,44.7
380,BeCoPd2,75.5
381,SnBrCl,5.5
382,Ga2BiAs,17.7
383,Ti2C,110.7
384,HoCuP2,68.8
385,MgBeSe2,20.2
386,BMo2,157.3
387,ZrBe2Os,81.8
388,Dy(CrGe)2,38.7
389,SmDyRu2,36.2
390,BeVSe,143.7
391,Rb3Dy,5.4
392,Co(HO)2,40.1
393,SmLuZn2,39.7
394,Li7OsO6,47.2
395,HgSe,18.5
396,K2RbPt,6.6
397,Mn(Sb2O)2,125.1
398,Ba2Sn3O7,53.1
399,Li2Fe(PS3)2,40.8
400,NaMnSe2,8.6
401,BeVSe2,62.4
402,Pr(SiPd)2,42.7
403,Ca(MgAs)2,36.8
404,LiBeCo2,71.1
405,Ca3N2,37.1
406,LuSbPt,52.8
407,AcN,11.8
408,PmGaAg2,10.1
409,NdTe2BrO5,66.5
410,Li2BeSiO4,47.5
411,Li2InAu,36.8
412,RbCeTe2,18.6
413,LuP,51.9
414,Rb3BS3,9.0
415,Yb(FeSi)2,81.0
416,Rb3Zn,3.0
417,CaH2,20.7
418,NdClO,60.3
419,YAs,40.1
420,BaYCuTe3,32.8
421,MnSbPd,25.5
422,AlB2,223.1
423,Be2OsCl,107.4
424,Ba2TlSn2O7,38.8
425,CdP2(HO)4,6.7
426,Na2BeBi,7.7
427,Tl2TeCl6,11.3
428,NpO,34.1
429,ErTl,29.9
430,PtS2,68.9
431,Be2CoIr,142.3
432,LiAgC2,7.9
433,K2BaV,4.8
434,Ca2BeFe,8.6
435,Mn3Sn,54.9
436,LiBiF5,6.5
437,TiGaNi,79.3
438,TiBe2Ru,3.9
439,TbTlAg2,39.3
440,NdCoSi,57.3
441,Li2Te,22.1
442,NaBe2Pd,49.2
443,Pr(Re2Si)2,117.7
444,BePd4Se,35.6
445,Na4CO4,16.7
446,AlCrO3,62.1
447,Be2CoGe,85.0
448,BeCu2Tc,115.7
449,YBeHg2,6.8
450,BePd,74.4
451,BaCaBr2,17.2
452,LiCrO2,52.3
453,CoH3(CN)6,23.5
454,Ag3AsSe3,13.7
455,Cd3AsI3,6.5
456,Dy(SiPd)2,38.5
457,HgPd2Au,72.6
458,VCu3Te4,18.8
459,ZnCu,81.6
460,Al(IO3)3,37.6
461,HfBeZn,69.6
462,Cu2S,24.1
463,Mg3ReH7,44.8
464,NaBe2Os,105.8
465,SrHI,24.4
466,SmCuSeO,44.2
467,KNaH2,15.5
468,VCdO3,59.5
469,YHo3,34.7
470,HoSe,11.5
471,K2Sn(AsS3)2,19.5
472,Li2PbAu,26.9
473,ZrBeFe4,68.5
474,BaTm2F8,20.9
475,Cu(HO)2,14.9
476,Mn2ZnO4,33.5
477,K2HfF6,6.8
478,LiBe2Sb,28.8
479,BaSnW2,63.3
480,MgBe2Mo,132.4
481,CaPdF4,38.8
482,BH2N,5.7
483,UCoSn,6.3
484,CaTiBe,55.0
485,SeBr2,15.8
486,Ca2NF,60.5
487,KTmO2,79.5
488,SmSb,23.0
489,BeTc2Ge,48.5
490,UC2,143.5
491,NaAcTe2,1.8
492,Sr2BeBi,29.8
493,TaCuN2,142.3
494,Sr2ScBe,18.7
495,Na3Mg,6.6
496,Nd2PbSe4,18.6
497,LiYS2,56.3
498,SrC2,19.1
499,Ni3Bi,44.0
500,BaSc2Ni,11.5
501,UTeS,57.4
502,MgScGa,37.0
503,Sm3Al,30.1
504,NaMgAs,19.3
505,IrBr3,21.6
506,Rb2Se3,10.9
507,CaN6,42.8
508,Ir3W,204.1
509,BeFeBr2,23.5
510,CaC2(SN)2,31.8
511,Ta2N3F,32.6
512,ErGe,46.8
513,VSe2,54.3
514,Na3DyCl6,14.4
515,BaV2Cu,34.9
516,Sr2BeCo,22.6
517,Li3NdSb2,39.4
518,NaH,23.5
519,AcH2,44.9
520,BeCdPt2,68.8
521,Na4SiO4,35.7
522,Y2HfBe,29.6
523,Ho2CuTc,47.1
524,RbBO3,88.6
525,PrAlGe,66.2
526,TiAl,38.6
527,BeNi2Ir,105.7
528,V2InC,105.6
529,ScBeZn2,45.0
530,Ti3Hg,58.5
531,LiInSe2,34.5
532,PmDyRu2,35.3
533,KBaLi2,2.3
534,MgSiRh2,67.9
535,InFe2CuSe4,24.5
536,BaAsPt,29.2
537,NdIn3,28.1
538,K3V,5.8
539,H3AuC2NCl,5.4
540,BaPIr2,72.6
541,BaSiBi2,11.9
542,FeTe,40.0
543,Nd(CoSi)2,83.1
544,Be2VFe,115.4
545,SrLiP,39.1
546,FeCl2,53.0
547,SmBS3,32.2
548,CaBe2Rh,3.3
549,Ca2AsI,25.5
550,Zn(PO3)2,31.5
551,ScBeFe4,73.5
552,Li4VF8,7.4
553,Ho2RuAu,40.7
554,K2AgP,8.1
555,LiMnPt2,85.1
556,YbS2,34.4
557,ScGa5Ni,34.5
558,NiC2(SN)2,7.2
559,Hf2FeTc,63.4
560,ZrBe2Cu,9.6
561,Sr2HfO4,44.0
562,PrO2,49.3
563,TbVO4,15.8
564,K2SiF6,13.8
565,Pr3Sn,31.3
566,PmN,97.0
567,MnNi3O4,32.0
568,Sb3Ir,51.6
569,Ca4Bi2O,42.5
570,Al2CdSe4,43.0
571,Na3NiF6,25.7
572,U2AsN2,74.6
573,KUCuSe3,21.0
574,Pt3Pb,49.0
575,NaZrBe,39.3
576,K2LiAlH6,37.6
577,TaRu,76.2
578,BeGeMo2,105.1
579,BaSn2Te,27.9
580,AsO2,8.1
581,HgCl,17.4
582,U3C,126.3
583,Ta2MnOs,88.2
584,Nd2SeO2,46.9
585,Sc3BPb,58.0
586,GeClF,39.2
587,AlGaN2,65.9
588,CdSnAs2,29.4
589,Yb(CdSb)2,22.7
590,LiYGe,39.8
591,CaBe2Ru,48.9
592,Y3Al,37.1
593,Ca2BeBr,36.0
594,KO2,5.1
595,BaNa2Mn,12.4
596,BeCu2Rh,101.0
597,Eu2C(NCl)2,18.4
598,TaMoN,240.5
599,ZrCoSn,58.1
600,MnGaIr2,124.0
601,Sr2HgPb,23.1
602,HoNbRu2,50.1
603,Sm3Hf,36.4
604,HfBeSe2,99.4
605,AgCNO,4.0
606,Rb2ZrF6,15.5
607,Sm(CuSi)2,62.7
608,BeCrSb2,14.2
609,Ta3SeI7,34.1
610,Sm(SiIr)2,135.6
611,NdBrO,57.8
612,ZnPd,44.8
613,Dy2AgRu,37.1
614,KSb,5.1
615,Al2FeIr,121.4
616,Be2VCr,182.2
617,Er(SiRh)2,115.7
618,Tm3GaC,6.9
619,YS,24.3
620,SbBr3,8.7
621,V3Ga,17.6
622,CeB2Pt2C,159.6
623,CaBiClO2,11.6
624,AlMo3,98.3
625,CdAs2,29.3
626,TaTiOs2,117.0
627,CoSnRh2,68.6
628,ZrNi2Sn,64.7
629,TiBeCd,56.3
630,K2OsBr6,11.7
631,Sr(MnSb)2,19.7
632,DyNiBi,40.9
633,SrAgAs,38.3
634,ThGeO4,16.4
635,RbLuO2,77.3
636,Na4CO4,27.3
637,Pm3Pb,29.7
638,ZrNi3,76.0
639,Na3AlF6,50.9
640,BaZrCu2,32.2
641,Li2MnPO4F,43.2
642,YAsRu,8.6
643,TbGe,46.3
644,VSnRh2,59.4
645,BaPPt,39.2
646,HgBr,16.4
647,Cu2GeSe4,17.1
648,Ba(GaTe2)2,14.4
649,Ca2GeO4,89.6
650,MgTiPO5,48.1
651,TmPO4,21.9
652,Ti2CoS4,57.0
653,Na2BH4ClO4,20.7
654,Mg2CrN2,56.3
655,AlVPt,25.3
656,CdNi3N,55.3
657,SiSe2,8.2
658,RbSeBr3,11.9
659,YbBiPt,23.9
660,NpAl2,53.9
661,Li2FeO2,55.4
662,IO2F,27.6
663,Li6WO6,39.0
664,K3PO4,24.9
665,Rb4Br2O,6.5
666,PaTlO3,43.3
667,ScAu2,86.7
668,Li2CaHfF8,23.0
669,Rb2Hg2PdCl8,8.3
670,AcBr3,11.1
671,SrGe(HO2)2,16.5
672,ZrO2,65.5
673,LiCa4(BN2)3,45.2
674,Nd2Sb,47.3
675,Tm2OsRu,51.0
676,ScGeAu,52.2
677,CaSn2O5,26.2
678,Mg2FeH6,57.9
679,LiCl,27.2
680,Be2ZnFe,154.8
681,Ba2CaTa,12.7
682,LiBeV,43.4
683,NbCuTe2,32.7
684,EuIO,43.7
685,Na2Zn2O3,35.6
686,CoRe3,160.0
687,LiAuO2,3.5
688,AsPPd2,2.6
689,Tb6FeSb2,26.9
690,Ba5Ta2Cl2O9,32.5
691,Ag3SI,3.1
692,ZrSi2,101.7
693,K4ZnAs2,10.4
694,SmPtF7,32.4
695,ScIO,53.3
696,BaNa2V,15.3
697,Tm2ZnPt,40.9
698,ErCd,44.0
699,PuSi2,74.5
700,Mg(AlSi)2,33.3
701,ZrV2,9.1
702,TbInCo2,70.9
703,CdHgO2,21.6
704,Na3MgP2HO8,49.1
705,TmPb3,17.6
706,K5CuAs2,9.3
707,Ba2TmNbO6,77.3
708,Hf5Te4,40.8
709,Ti2NiSe4,54.9
710,Ga2FeS4,40.0
711,Mg(NiN)2,32.2
712,Li4Mn(OF)2,35.2
713,KBeCd,15.7
714,LuCo2Sn,68.8
715,Nd2TeS2,16.8
716,LiBH4,17.2
717,BaSnS2,11.2
718,Be2ZnFe,75.8
719,ScPd,44.5
720,TlAgI2,10.5
721,Pm3Tl,23.4
722,Tl2Au4S3,7.3
723,Be2NbRu,83.4
724,BaGaBi2,23.4
725,PrBr3,14.3
726,Tm3InN,66.9
727,MnInCu2,50.5
728,ZnNi,100.4
729,TcBr3,4.1
730,H5NO,5.8
731,KBeNi2,21.0
732,YAlAg2,21.0
733,BaIrO3,76.6
734,ZrHg,28.6
735,Ti2H4Pd,49.2
736,Ba2MgGa,19.0
737,Tl2SnCl6,13.4
738,TiAlRu2,88.9
739,NaNO2,8.8
740,Na4NpO5,48.6
741,Hf2BeBr,17.3
742,Np(SiOs)2,116.9
743,TaAlRu2,121.7
744,Rb2PdF6,11.0
745,TiMn2Al,86.5
746,ScBeNi2,27.3
747,RbCl,4.3
748,ScI2,31.3
749,NaYb(PS3)2,11.8
750,Ce2SbO2,58.4
751,DyHg,32.5
752,Li2H2Pd,25.3
753,LiYb3,11.9
754,Tm2TlAg,36.4
755,MnF2,137.3
756,KV(CuS2)2,8.9
757,DyCd,39.8
758,XeF4,7.9
759,Be2RhBr,87.8
760,MnNiSb,51.5
761,VN,124.3
762,US3,22.7
763,BeCdCu2,69.7
764,LuSBr,27.2
765,Na6S2O9,21.1
766,Ca(AgGe)2,19.0
767,YCl,18.0
768,K2GeSe3,4.9
769,RbI3,3.5
770,KBaBi,2.5
771,BeNbSe2,100.8
772,BAsO4,44.9
773,Ti3As,31.2
774,Te2Mo,43.8
775,Th(SiPd)2,58.4
776,Sc2ZnOs,60.7
777,NaCdAs,11.4
778,GaNi2,50.3
779,Pr(SiRh)2,111.6
780,BaWN3,36.5
781,TbBS3,36.7
782,NaPrS2,23.7
783,KLi6BiO6,39.5
784,TbAl2,52.6
785,AgCNO,8.7
786,Ba2VTe,14.2
787,BMo,198.9
788,As3W2,95.7
789,NaMnTe2,7.0
790,TbAs,39.8
791,LiBeCr2,100.3
792,CaF2,33.8
793,Sm2MgIr,20.3
794,Y3Mg,27.1
795,Rb2PtSe2,23.9
796,LiMnAs,47.1
797,AgBiTe2,19.4
798,ZrSi,77.8
799,BeV2Hg,130.2
800,CeZn,44.1
801,Be2MoPb2,11.2
802,NaAsIr2,28.9
803,U(CoSi)2,104.2
804,Mn(InS2)2,27.4
805,Tm(CrSi)2,61.8
806,Na2CrF4,24.7
807,NdBeO3,39.2
808,Li2CeAs2,38.5
809,H6CNF,6.9
810,Cu3PS4,29.7
811,MgCoGe,65.1
812,HfBe2Ru,104.8
813,Dy6FeTe2,8.9
814,Fe3C,74.3
815,BaHBr,24.5
816,MnNbP,97.3
817,PrSF,66.2
818,Mn2InCo,83.6
819,HfN,118.5
820,K3IO,13.3
821,Li2YbSn,39.5
822,TaRu3C,134.6
823,ScSnRu2,86.5
824,DyNi2,53.6
825,Te2Ru,63.9
826,Na3MoNO3,15.8
827,Zn(AgO2)2,22.9
828,LiAsRh2,75.0
829,BeCdCo2,80.4
830,Mg5(HO3)2,101.4
831,RbFe(MoO4)2,31.0
832,NiGePd,71.2
833,Be2InIr,69.0
834,Mn2BeOs,116.8
835,VFeSe,37.6
836,RbNiCl3,11.1
837,K3Y,7.9
838,CrNi3,105.4
839,LiCuO,66.3
840,PrCuSO,42.5
841,CaMoF6,15.3
842,CaHfO3,71.6
843,Na2UO4,31.0
844,LiHo3,22.9
845,TaBe2Sb,117.9
846,KSmS2,34.4
847,KAlH4,11.7
848,Ag3BO3,5.3
849,Li3BrO,48.4
850,SrHg,20.1
851,MgBe2Ru,99.9
852,CaTiSiO5,63.4
853,Er2TeO6,163.2
854,CdHClO,21.7
855,LaTe,7.6
856,HfBe2Zn,77.2
857,CeAlO3,156.0
858,TaAlO4,56.6
859,Li4Fe2SiO7,118.8
860,ScCoTe,56.5
861,CeGeAu,18.6
862,Sr(SbPd)2,11.2
863,Te4Mo2WSe2,36.4
864,Nd2(Zn2Ge)3,48.0
865,Mn2SnW,99.5
866,NbGaO4,50.3
867,Zn(CoN)2,14.4
868,BaB2F8,3.4
869,DyPt3,90.0
870,MgTlF3,45.5
871,Y3Au2,19.9
872,LiMnSe2,8.0
873,Th(CuSi)2,72.1
874,BaCa3O4,55.4
875,NaVS2,39.1
876,Na4ScBe,2.8
877,ZnRhF6,29.3
878,Li2CdPb,25.8
879,Pm2ZnOs,30.7
880,HoNiC2,83.2
881,KHfBe,44.6
882,Li8NO3,46.8
883,BeV2In,50.0
884,H6PbCNCl3,5.3
885,LiFeRh2,90.9
886,TiI4,4.5
887,USb2Ru,81.7
888,Ba(MgSi)2,38.0
889,SbIrS,72.9
890,RbBaTaS4,14.7
891,Ba3Ti2O7,28.2
892,Li2WS4,2.3
893,MnN,78.8
894,HfGaIr2,50.0
895,BHC4NClF4,11.8
896,Mg2FeWO6,77.9
897,PrCd3,28.3
898,LuTaOs2,90.6
899,K4Br2O,8.7
900,Ba2GeBi,10.0
901,SmSiAg,40.9
902,Ti3Ni,4.1
903,ZrZnN2,107.9
904,Al2CO,85.9
905,HoTaO4,165.8
906,Cr(GaS2)2,22.5
907,Ce(CoP)2,48.3
908,LiGaTe2,15.0
909,NdCoGe3,55.2
910,Sr2Co(ClO)2,67.0
911,BaNi2Br,19.0
912,BePb2Br,20.0
913,BaAgP,38.9
914,Na2ThF6,20.2
915,Ca2PI,28.0
916,AlF3,76.6
917,CeCo2,44.1
918,MnInF3,22.9
919,Mg(InS2)2,37.3
920,YInCu2,43.5
921,TaTl3S4,1.3
922,CeVO4,16.5
923,MnBeRh2,111.5
924,Rb2PdCl4,6.9
925,CaMgSi,43.4
926,UHg2,31.4
927,TbSF,81.4
928,ErTiSi,74.2
929,BeCoPt2,83.1
930,NdBi,18.4
931,FeP,139.8
932,Ho(SiPd)2,37.5
933,PrTiGe,41.3
934,SrH4O3,10.2
935,PrAgSn,33.8
936,Ca2Sb,31.9
937,TiFe,66.1
938,Al3Tc,99.5
939,ZrAsCl,51.1
940,RbTe6,15.1
941,TbPt3,87.4
942,CdGeP2,44.4
943,Cr2F5,21.4
944,TiSbRu,20.5
945,Na4SnO3,24.7
946,KErO3,13.3
947,Li4MgCo3O8,119.9
948,KNa2BN2,29.4
949,CeZnSbO,30.9
950,Tm6CoBi2,19.8
951,BeCu4W,66.2
952,DySbPt,47.5
953,V3Si,63.2
954,UTl2O4,26.4
955,Sc3InB,49.1
956,Mg2TaBiO6,35.7
957,P4Ru,125.1
958,CoGe,79.8
959,ScBeW2,64.2
960,MnBe2Ga,164.9
961,KThCuS3,21.9
962,NaVS2,37.5
963,Fe2B,78.2
964,Nd(CuO2)2,51.1
965,Dy(SiRu)2,112.0
966,Na2Nd2Ti3,84.7
967,SiRu,62.0
968,ScSnPt2,46.5
969,Ta2OsW,114.4
970,MnInPd2,63.9
971,RbHF2,17.7
972,LuInCu2,53.2
973,NaCeSe2,28.5
974,Ca3Tl,23.2
975,In2Au,17.5
976,BaSi2Br,43.4
977,PrHg,24.8
978,NaNb(CuS2)2,9.5
979,Be2TlRh,60.4
980,LuMnSi,76.1
981,Cr(CoO3)2,96.0
982,HoVO4,18.2
983,Sr3(AlGe)2,27.4
984,Tb(SiNi)2,54.7
985,SnO2,101.0
986,DyP,46.2
987,SrZrO3,104.1
988,ErBi2ClO4,87.9
989,TbAu2,67.5
990,MnAlGe,29.6
991,Tl(CoS)2,19.1
992,NaF,28.1
993,Mg(BiO2)2,32.1
994,CoSbS,84.0
995,BePSe,4.3
996,V2ZnN2,27.5
997,Ca(GeAu)2,4.7
998,CrGaCo2,130.9
999,Cr(SiO3)2,77.8
1000,SrPb3,23.4
1001,Tl3SbS3,11.2
1002,Pr2Tl,8.1
1003,BaYPt2,57.9
1004,Ca(MnBi)2,16.0
1005,Be2NbPb,110.7
1006,BeInOs2,135.9
1007,ScRh,54.3
1008,Te2W3S4,63.7
1009,RbErS2,34.6
1010,VBr2,14.1
1011,BeTc2Hg,100.2
1012,NdSi,47.8
1013,AlSi,15.9
1014,CaNiF6,23.2
1015,Ho(MnGe)2,30.2
1016,CeSi2Ru,75.2
1017,LiB,19.7
1018,BeFeNi2,92.8
1019,Nd2Tl,7.6
1020,BeCrFe2,61.0
1021,NbVO4,41.7
1022,UBC,167.2
1023,ZrTe3,15.3
1024,Zr2Be2Ga,38.8
1025,Tl2SiS3,3.2
