,pretty_comp,n_em300k
194,Li2CuSb,0.4477365156018233
195,BaZrO3,0.6504253364014826
196,RbHgF3,0.3438850544878649
197,PbSO3,0.8887543352416483
198,RbCaH3,0.5453194906480813
199,AgN3,1.1342986952141283
200,BaB2F8,1.3377882440975426
201,Ba3P4,0.7008257055351163
202,YErHg2,7.4360128781166255
203,ZrB6,6.312749393005436
204,Sb3O2F5,8.89608019901823
205,BaOsO3,6.9967394038737485
206,CuAuF5,4.2739100018553975
207,Pd3(PbS)2,5.6363404579082745
208,Mg2ZnB2Ir5,4.0376679858473965
209,Tm2InOs,6.532861896656206
210,Rb4Br2O,0.3560351767392007
211,SmCdAu2,5.394392291837021
212,TmBRh3,3.535863087012169
213,UB2Rh2C,3.935065993234497
214,Li5Mn3Co2,0.013091517852706116
215,Na2LiNF6,2.133074837245689
216,DyTe2,5.631193732451018
217,Ba2CaMoO6,1.0164835748316647
218,CaAgSb,2.7509835604586383
219,NdSmZn2,7.907761832557544
220,Mn2NiO4,6.728660077155976
221,K2Hg3(GeSe4)2,0.29598246694620617
222,Rb2TbF6,3.204013895801684
223,Mo3Os,6.093863222281691
224,TbGeO3,5.9967712042166825
225,ScSnO3,3.698940594448972
226,PrRhO3,3.7947763990973282
227,PHF2,2.2034162569606117
228,Li5ReO6,1.9323907856204283
229,Li2FeBr4,3.6538278298535953
230,Li6Zr2O7,2.451185634590745
231,YPt3C,3.5110539283233733
232,Al2ZnTe4,0.2292643142349513
233,NaSmTe2,0.5253589571846171
234,ErGePt,4.733352520492282
235,LiIn2Rh,4.967346914574233
236,Ba3NiIr2O9,3.882615986558245
237,Al2Sn2O7,0.21705050123028646
238,TmH3(CO2)3,1.4242830018933927
239,Cr(GeO3)2,4.159987307600148
240,Dy(GePd)2,6.36405151655537
241,TiMn3O8,6.476794244397827
242,TiSiPd,1.1680297122495615
243,RbCu4S3,3.9174580615270624
244,LiAsH2OF6,1.2135241153402103
245,FeNi(PO4)2,4.309065386635093
246,Li2Ni3TeO8,0.001416485848167285
247,NaHCO2,4.933447287444493
248,Mg2NbFe,3.603837298446333
249,Tl3F,6.391275159897503
250,Ca5As3O2F,0.6430251480286459
251,ZrAl3,5.675081418954914
252,NdInCu2,7.0455263384637865
253,GaH3NF3,0.8873496827556889
254,SrZnCl4,0.4537984830049872
255,Li3Nb3TeO2,0.9116035044716496
256,TlPd5Se,3.613743510940493
257,ErSnPt2,5.295486926362779
258,TaCu3S4,1.2164982946474912
259,Li2YbSi,4.5315256212600525
260,CoF2,3.8959839608839233
261,Rb2SnTe5,0.3267520900372886
262,TiSi,6.625871549623661
263,Ba2NdBiO6,0.7061669756500579
264,NaAu2,5.671489012825277
265,Li2Mn3SnO8,7.29513804107125
266,Th(FeSi)2,4.678711316890941
267,NdZnAsO,0.5418161732490556
268,PuSi2,5.904698443797213
269,MgSc2Tc,8.227766046676802
270,CdCN2,0.7855234812308348
271,Yb3Zr,4.883470464211798
272,Ho4NiB4,6.477864612906282
273,Ba2AlCo3O8,3.6767351689527326
274,Ba3NaRuO6,1.8269889530457224
275,NbTl3Se4,1.7845217902832369
276,Bi4Te7Pb,0.3423938852467197
277,MgNi3C,3.628684047629966
278,K3Cu3As2,0.5597604416981617
279,Na3N,4.231980933258188
280,LiFe3O3F4,4.515187450189068
281,Ba2YbSbO6,5.4817383070417165
282,FeSiTc2,7.108906624402668
283,Be5Pd,3.682999288874597
284,PmGaCu2,6.654827928268203
285,MnInNi2,5.764330309898074
286,Yb(SiPd)2,6.190988997701835
287,LiAsF6,1.4510136887659952
288,Sr3In,3.9437544976682446
289,KCuF3,1.7200475317258916
290,Li5P(S2Cl)2,2.024362729846711
291,MgCuP,0.0009065189079570156
292,Zn2SiO4,0.3020458176733649
293,LuCu2,6.997091698277688
294,CoGe2,4.357443933851226
295,RbNaSi2O5,0.37723265924447297
296,TlF,0.6956578613156679
297,Sr5Sb3,4.432725760444901
298,CaCeAg2,4.8865484479652
299,Tm3Si,3.783495564580154
300,Ca(ZnSi)2,6.223814935335381
301,TbErO3,0.5267398224648544
302,Sm3Sb5O2,3.7004043033525775
303,NaIrPb,3.811513857889057
304,DyPbAu,5.471351120959853
305,AcPbAu2,5.497335960958546
306,HoInRh,5.396248305104645
307,Ca3TaGa3(SiO2)2,1.1801785031330685
308,CeHSe,3.891942534927621
309,YbCdAg2,4.960134651728245
310,Sc2MnSi,4.346187477157908
311,Sm2ReO5,1.1643259164895063
312,Li2InAg,4.810550565678851
313,LiAlAu2,4.4950418191282955
314,CaPbI4,0.7907985410647718
315,YMgNi4,3.572839335656816
316,BeAu2,4.5727615602091465
317,NdZn5,7.503116213114378
318,BaSe3,0.5159134507670883
319,Sr2AlTlV2O7,4.31427658106245
320,KInO2,0.6342909585234499
321,Tl2Te3,0.275370074993555
322,BaAlCuMoO5,3.4165421275008665
323,Hg3C,5.482777512661167
324,LiFe(CoO3)2,5.532162904887402
325,Rb2IrF6,5.1944413010051065
326,Li2SbPt,5.456311624695208
327,NiSnF6,4.060982271208284
328,Lu2GaAg,3.6073663245291714
329,LiAsPd2,5.955541661447202
330,TlN,0.00015643658133254743
331,LiThAu2,5.674520025894027
332,Ho3Co,6.711823475386679
333,UMn2,3.5320729105899216
334,Si3Se,4.256901452193793
335,Ba2HfS4,5.7386042731060325
336,YbNdCd2,7.020489749236411
337,Zn(RhO2)2,0.7900204349955692
338,Ni3(SnS)2,4.300961535580666
339,Hg3Bi,4.710669828227415
340,Ca(SiAu)2,5.753821926433827
341,CeZnGa,6.087123635705308
342,CaAcIn2,6.8716052666166565
343,CaMnO3,5.14706810803531
344,KMnRu,4.53964796695847
345,CrNi3,8.183234503043666
346,Tm5(SiSb)2,5.249202598921938
347,ZnH4(ClO3)2,7.8935883906591515
348,HoNiO3,4.483240535738308
349,CaMnF5,5.040772978870073
350,AgAsO3,0.20118036221701727
351,NdInAg2,6.943985336000085
352,Dy3BWO9,2.857575368832613
353,Na2Pd3O4,1.5043107765525363
354,CdCo3N,3.9460310812404873
355,Bi2Ir2O7,4.021157217408113
356,Li4Co5NiO2,3.6270976191720186
357,CeVO4,4.100506824615353
358,Nd(MnSi)2,3.798354321299268
359,BaCu2SnSe4,0.17120795290116794
360,Ba2BeGa,3.6757010275693367
361,Y6TeO2,1.3108748128783043
362,K2Ni3S4,1.6285659581372116
363,Y3U2,0.0028836787627462136
364,AlGeRu2,5.398709352953468
365,Er2(NiB2)3,3.754297651568008
366,Yb(NdS2)2,0.4977672773207621
367,SmTiGe,4.330425861847396
368,TmInPt,4.689085903760396
369,Rb2Li4Pb3O4,0.70103378257345
370,Sb4Br2O5,1.3101536353792342
371,Mg2TaBiO6,1.2818960124315433
372,Tb2Re2Si2C,5.046662027240192
373,CrTe4Au,6.534515919889544
374,PuTe,3.113604194008212
375,Ba3Si2(BO)6,0.74352339297673
376,CeMg2Cu,4.581943951941015
377,YbTe,0.2978650616069151
378,SrHBr,0.4800758918196522
379,VAg(PS3)2,4.199800781684218
380,CaTa4O,6.760616975272717
381,Er2SeO2,0.6570414088972262
382,TbBi5O9,2.4595616872850785
383,Y3SnC,3.7576794432939216
384,LuH2ClO2,1.0176865673591229
385,SmSe,5.2103183103392166
386,YbSi,4.018694179073544
387,HgN,8.006799279459168
388,K2MgF4,0.6229411727678944
389,AcFeO3,7.573332644711933
390,LuThTc2,6.6259692701286514
391,YCuO2,0.9266862193244064
392,BaZn2,5.304313889615645
393,BTe2As,4.310216512381143
394,YAs,4.3619336926323165
395,Ca3Pb,3.1542080472103584
396,ZnOsO3,5.820279414664457
397,SbPO5,0.8945301833210276
398,PaAs2,6.504361077360296
399,ErSn3,4.850862797759488
400,Ba2Nd2Co4O,5.762958636387192
401,LiCo5O5F,3.502047803439088
402,UReB3,4.412929783977897
403,BaMnAlCuO5,4.409089950618794
404,Hf3N2O3,9.707234372219864
405,NaTlPd2,5.544345122255535
406,Bi2CO5,2.992102156933468
407,Sc2ZnTc,6.4080072985410785
408,SrNiIr2,3.606334657775197
409,LiBeAs,1.1843813036246025
410,Tm2CdHg,8.18237181280456
411,UI3,2.3243688782191616
412,CuAuSe4,4.514887054972172
413,PtO,4.61188512186535
414,KLaO2,0.843629196079226
415,Na2LiTa,4.155233516260206
416,WC,4.305960781659075
417,NaLaO2,1.0734297317794128
418,ZrVF6,4.481664924198059
419,MgMnF5,0.002508614840118496
420,CdCu2SiS4,0.23225508507138284
421,LiAl5O8,0.3208640751948962
422,HoCo3Cu2,3.6319040943646415
423,TiAlFeCo,6.226299245793528
424,HgO2,0.00017396625033314604
425,ThAu3,4.586034603113084
426,LuTe,5.4778821501276616
427,ScSbPd,0.016457785802417756
428,Nd2Be2SiO7,1.296063518489454
429,BaCaSn,7.42899029019114
430,SnS,0.0008063263801943375
431,Na3In2Au,4.165731855039728
432,ErCo2,4.446115260768407
433,Mg(FeS2)4,3.1910215338259316
434,TmCuS2,2.081090080171297
435,BaCo2(PO4)2,2.6461115229243757
436,RbNaO,0.3115183526607301
437,MnPSe3,2.543457492175027
438,YbAu4,5.446069050227284
439,Li2PdPb,4.825232558789618
440,BaAgO2,2.956236268016593
441,PaAgO3,0.3637568025944423
442,SbAsO4,1.2496686557065526
443,Sc2Ni2Sn,4.43443620092617
444,Tb3Al,8.26994404762568
445,Ca(NiN)2,6.2726014855303065
446,SmInRh,5.185549396123892
447,Ca7Ge,4.0274023721067325
448,LaPd3S4,4.349527392974046
449,Pr(AlZn)2,5.344335926190864
450,CaPb,4.859814066362283
451,H3AuC2NCl,1.4753905617095109
452,PrNi2B2C,6.54672500611441
453,FeO2,6.046505318819229
454,FeAs2,0.0011221289981342543
455,LuS2,4.003410883636254
456,ScNi,5.223032202973914
457,Ga2Pt,4.640248084883324
458,BaBi2O5,3.819619162193697
459,Ti2FeS4,4.969939210303964
460,BaNbCl,7.557730085266013
461,Li3FeS3,4.669607565682316
462,LiCe2HO3,6.195415530402955
463,NpRu2,4.249803480138199
464,Mn2NbAl,3.7949353259335536
465,Bi2Pb2Se5,0.2783995815658301
466,Bi2SO2,0.2364140326387313
467,In2HgSe4,0.10906425340158096
468,Ti4Cu3O2,4.721080138656225
469,Ca3N2,0.12935029076019222
470,MnFe3(P2O3)2,0.022645459820215263
471,Rb2Cu2SnS4,0.4515832283492929
472,AuCS2Cl3,7.007322198292751
473,YErO3,0.94202947515583
474,LiNbRh2,3.7680502644787834
475,HfVSi,6.414709806061323
476,YbPt2,6.29600904220746
477,CuSiBr,3.687773726440927
478,Bi2SO2,0.2316274755839982
479,Y(CoGe)2,4.811479431899955
480,Ba5Bi3,0.0004542073104823878
481,Mn2Sb,3.785652198969181
482,YbNiSn,5.25284021927747
483,K2H6Pt,0.9326280210515702
484,Fe2Ge,6.735303715227452
485,Ga3B,4.039739501798441
486,SrAlGa,7.176862545875223
487,ZrMnP,6.5996232127194565
488,LiY2Ir,7.09970145351081
489,Pr2MgNi2,3.7788698596155017
490,BeCo2Ge,7.084865605796506
491,Sm(Mg3Al)2,3.723637510057512
492,PmAl3,4.624809493335108
493,Y3Al,3.5282323135453644
494,FeTe2,5.664378733739952
495,Y(AlSi)2,5.740162087196647
496,Rb2NaInCl6,0.4825826152541854
497,Tl3Ru,3.964637810606492
498,MgInCu4,4.886715412485218
499,LuN,0.04240588224699902
500,Tm2Ni2P7,3.446422209022787
501,PrSb,5.1241349080771394
502,Tm2InPd2,4.633358612611212
503,Ti(VTe2)2,7.283259081762853
504,Sm2MgGe2,4.231846715609606
505,BaTlSb,0.11302310075898855
506,ThSbSe,6.397597259161056
507,Yb2CdSn,4.747413312797233
508,NdInPd,5.264036240615496
509,Sr(PrSe2)2,0.6512654511832819
510,DyCu5,3.798067921610114
511,Ti3Bi,3.82904215550656
512,Si3Mo5,3.677049063897384
513,Mg3Ti2O7,5.484751854009926
514,YSeF,1.4197312054714544
515,FeTe,3.904308164238482
516,HfGeSe,4.7629701464044585
517,Sr2GaSbO6,0.20114795159243426
518,Li3MnO3,4.409420060635727
519,Ni3(PbSe)2,5.133283668961184
520,As3W2,4.521078468648653
521,Si4P4Ru,1.0825721735939633
522,TbPmRh2,3.531545542328507
523,Ti2InN,3.725208890523584
524,V5Sb4,5.253572346070873
525,VBrO,5.460420662698219
526,Rb2PdN2(ClO2)2,8.516233872113206
527,NaYbAu2,5.5070524973790445
528,SrUS2,4.497780030449033
529,SnSe,0.3365583459169303
530,InGaO3,0.17812593102907712
531,RbSnF3,1.0928366523052582
532,Er2Si2O7,0.4660158215723494
533,LuGeAu,4.6331013865459365
534,TmTl3,5.157657588461982
535,U2Ga2O5,3.921930908758094
536,BaPb2IF5,0.35183460532361804
537,Ca3AsP,0.13864295205387195
538,Ti3PO2,6.522356795734629
539,Th2Hg,3.5842813329312233
540,CoAuO2,0.00012981140030944008
541,UTeAs,4.34588124659992
542,Nb3Se4,4.423438003580128
543,Sr3Mn4O2,5.8675487378534354
544,Zr2SN2,0.5077599325296523
545,CoSb3,0.00154793028805461
546,ScN,3.602886161901389
547,Hg3Se4O5,1.0029559427028811
548,SbSCl9,0.6460498483450944
549,Pa3Sb4,5.2955360848567326
550,InFeO3,4.603120704445626
551,TiBe,4.455949170988973
552,NaHg2,5.431967264525876
553,Sm2TlCd,4.0157909166796
554,TbCuPb,5.046323186391064
555,Nd3InN,3.707754268243
556,SrSiO3,0.5318653528974989
557,VAg(PSe3)2,4.328703722498445
558,PrCuSe2,0.4510809289132502
559,LiIrF6,3.6560538027718414
560,Ba(CuS)2,0.944175134038926
561,Er2Be2GeO7,0.4237318023457413
562,ZnPb3,4.884729433708908
563,Rb2Be2O3,0.4383643692798201
564,YRh2,3.5514351397589015
565,Sb2S2O,6.493367609954514
566,FeN,5.847103725672882
567,LiSbRh2,6.970157457123902
568,CoBiO3,4.067777228210774
569,WO2,4.813497376037286
570,Pm2AgGe,3.8393139407428922
571,HfGa4Co,5.333737625188339
572,Al2S3O2,0.7275426397165511
573,BaGe2B,5.548143588176316
574,PrCdHg2,5.409880600391222
575,Li2VO2F,5.228829546824182
576,ZnTeMoO6,4.6743457445072005
577,CePd5,3.8890654953407657
578,Pu2InRh2,3.769035825501524
579,Ti3NiS6,4.865613686168758
580,CoSi2,5.216566062484646
581,ScMo3O8,5.984211314412861
582,Sc(FeSi)2,4.137276959961493
583,Li2Cr2FeO6,4.333809404381518
584,Mg4P6Rh7,4.286326595232189
585,Y2Re2Si2C,5.054035103343039
586,YbPO4,6.322820352352703
587,K4Br2O,0.4317364643760178
588,ErNi5,3.7351192424111987
589,USO,3.0890756958684498
590,Nd3GaO6,0.5670607070554047
591,Li2TiMnO4,3.940176911474385
592,Y2MgSe4,0.39925984545526544
593,Rb2PtI6,0.024472020226092808
594,TiO2,3.8398842820326977
595,ZrAlCu2,6.022701787765287
596,AgPbBrO,0.006428402525697661
597,MgMnSiO5,5.537860242057621
598,LiCrO2,1.4011533521369657
599,Li2PdO2,7.229894721155581
600,ZrRh3,5.4490851666512965
601,Li4SeO5,0.8219672253330541
602,ErSiPd2,4.526998408814436
603,YErIn2,8.193461696194731
604,IrBr3,1.9036589247670068
605,HoLuRh2,6.998674562776513
606,DyBi,4.1090331159567866
607,TmGa3Ru,3.5884170761020284
608,TaIn3O7,0.27217560951503866
609,Ba7(ClF)2,0.41901453124910654
610,Ce3Br,7.556461850270357
611,NdAu,5.574028305632273
612,MnAsPd2,6.580505818411917
613,AgAsSe,4.110267856818036
614,AcBrO,0.4635750737796681
615,LiMnFeO4,3.252775500636204
616,HoCoC,6.557008355664354
617,Hg(CO2)2,1.704640320230143
618,LiHg,4.548729016977797
619,DyCd3,7.291035140319478
620,Ca(AlZn)2,5.397310916550423
621,SrGaSiH,0.416881119246347
622,UO2,3.703624370556813
623,Te6RhCl3,1.3353172453476658
624,SrH4(ClO)2,0.4476268205666441
625,Hg2P3Br,1.4097106224713158
626,TbO3,0.0007047324150010231
627,Ag3AsS3,0.4232583296873195
628,LiTePd2,6.633434080535928
629,LuTlSe2,0.946362330986698
630,DyPaTc2,5.846971370865549
631,NpAl4,5.10473588542678
632,H8NF5,0.7894272375337259
633,V2O3,0.0002297833021781688
634,NiB,6.9251452499261985
635,MgV2O5,5.190384821408998
636,PrSnRu,4.462773318720296
637,YbMgGe,0.00034961166744154154
638,Tb2IrPd,5.9276084593748495
639,Li3Fe3O8,6.243888071040107
640,Tl(MoSe)3,2.5716780017436043
641,NdAgHg2,6.4669930322938525
642,LiMgPd2,5.115360453083136
643,Ho2MgAl,3.7730470908152127
644,AgSbTe2,6.620629787145046
645,Tl2Te3O7,4.747382999706538
646,MgRhO3,7.3820424841793475
647,LiPt,4.247064796340196
648,Tb(GeRh)2,4.54758896461622
649,ErGe3,4.947297122093082
650,Na5GeP3,1.7561297208101558
651,TbYbHg2,6.1484710179049324
652,Tb2Fe2Si2C,4.478391143424856
653,Hg3(ClO)2,0.013558286723069538
654,NbIr,4.699635218095518
655,AlH2(ClO2)3,0.3906405483731121
656,LiHf,6.555841161820803
657,AsCF3,2.216456298758228
658,LiGe,5.352252948357158
659,Li3BiO4,0.6004272926664832
660,Li4SiO4,0.8292104121966339
661,Li2Fe(CoO3)2,3.3745356637977277
662,ScCuS2,1.0017965559596178
663,InSiPt5,5.708071655940539
664,K5As2Au,0.22034520385058973
665,K2NbAgS4,3.0728491188537763
666,K3Nb,6.1070757828623226
667,CsK2Bi,0.12919546027477435
668,Sr2N,3.5615269235358578
669,SnAs3,4.188632283298428
670,Ac3Pr,3.5956134563542625
671,Li2CrS3,4.554558984974774
672,CaSn(BO3)2,1.3376774728830991
673,PdPtF6,4.1541304692346825
674,TaGe2,3.5105620460356914
675,K3TaS4,2.55487558329843
676,PuBe3,3.0608215838724218
677,Y2Cr2C3,4.2732494598448465
678,Fe7(OF3)3,2.3986732488742155
679,Ba2Zn,6.838283366510384
680,NaMg,5.319344870975867
681,YTmO3,1.1450329615006054
682,Pr(MnGe)2,3.7469954722592282
683,TbSiIr,3.8619327795844014
684,ZrSnPd,0.00017301307934216494
685,HfSi2,6.695283063141027
686,Li2MnCrO4,0.0004661426859080831
687,HgBr2,0.3396466728938686
688,MgInBr3,1.0063577436261308
689,PrPIr,3.6793317123116656
690,MgSi2SnO6,1.5221313856494032
691,YbSnAu2,5.211121418409932
692,Ca(MnP)2,7.034665428324763
693,U3TiGe5,3.9469554585993527
694,Sc2AlTc,6.702770200315615
695,SrTa4O,5.8930634462995375
696,FeCo3,6.41748001376217
697,LaMgCd2,6.628781650173295
698,Ca(BIr)2,4.339324306985237
699,Sc6Al6Ir7,5.31462155884359
700,YbSnPd2,5.196281491244802
701,Ba3(AsO4)2,0.5031793188670405
702,ZnAg,4.301109182182176
703,Li3B(PO4)2,0.6759829057371121
704,InRh,6.599263235206869
705,YbGePt,5.0964044799396575
706,LiBi3(ClO2)2,0.6989774628623016
707,TlPS3,1.3488168477024969
708,HfTe5,2.755637312086333
709,Ca(ZnP)2,0.6127430717968148
710,V(CO3)2,5.347309235371967
711,GaCuO2,0.4975451324950386
712,NpSeO,3.175262999547183
713,Li4V2SiGe,0.7059404432843045
714,TmCu,5.818775368734013
715,HfZn3,7.244513910502174
716,DyAlNi,4.786579928260004
717,Sc6NiTe2,5.896414310140858
718,K2NiF6,3.113649144299377
719,HgNO2,1.854602592925792
720,LiDy2Ru,6.764652217749346
721,HfCu2Te3,0.006594401082295411
722,LuGaRh2,3.986139554233864
723,MgZnAg2,4.417050033595137
724,Li4H4Rh,4.624563411187912
725,LiScVO4,4.048350652796403
726,Ti5Si3C,4.010469187713998
727,MnCu2Sn,5.516275019735825
728,K3CrO8,8.670328522125034
729,Ba2AlV3O8,3.2974290561695176
730,RbZn4As3,3.7372307911742553
731,SmMg,3.5919385343069314
732,TbFe3,4.326388140211599
733,LiLa2Ru,8.08301088725624
734,TbAs,4.183100765658584
735,Pr3InO,8.102779585678713
736,PPdSe,1.5941121895899588
737,LiGaO2,0.552179624833487
738,CeAsPd,4.402399369174428
739,DyH2,6.709415276131878
740,Rh3Se8,4.955806176744686
741,Pd3PbC,8.392414808216103
742,YbCdHg2,4.826207892247812
743,TmTa3,5.160703010887158
744,ScSb,7.790040792803889
745,RbCl,0.35526690969012503
746,NpSe,4.436920003322982
747,ErInAg2,6.023367768700893
748,Nb5(NiP)4,4.6786871882066405
749,K2ReCl6,1.6835533993131149
750,Na2TmPCO7,0.5801482024334144
751,ErAlO3,0.3620360027881525
752,KAu(I2O)2,9.82214774062969
753,Tm2AgPt,5.858346587954439
754,SmP,4.208440877562748
755,Ca(SnN)2,3.830957901123628
756,Er3Rh,6.335518234084607
757,Rb(BH)6,0.7715879075130627
758,HfBiRh,5.525296427248378
