,pretty_comp,max_ir_mode
279,Mo3W(SeS3)2,363.6248883
280,KTlO2,316.5294523
281,CdSe,164.45902180000004
282,Pd(Se4Cl)2,324.9052048
283,TaSbRu,223.8219551
284,Zn3(PS4)2,586.6786593999999
285,Y3GaO6,645.6434937999999
286,HoAgSe2,203.111505
287,RbCaSb,182.2237997
288,Tl2SiF6,678.2822717
289,Rb2GeF6,553.4048642000001
290,LiBF4,1009.1517240000001
291,KZnP,305.8158315
292,AgB(CN)4,2277.567114
293,BBr3,771.1633889999997
294,TaCuN2,623.7926071
295,SbI3(BrCl3)2,334.6644153
296,CaF2,352.74938660000015
297,Rb4SnO3,518.0631355
298,CoHgC4(SeN)4,2105.136876
299,RbCd(NO2)3,1341.3136550000004
300,Ba(BSe3)2,621.8381637
301,S(IO3)2,1001.68706
302,Tl4SiS4,481.1596263
303,Mg2SnO4,656.2283502
304,Te6MoW3Se2,228.46710980000003
305,Na3AlF6,566.7800818
306,SmOF,463.7192438
307,TmAg(PSe3)2,418.7158867
308,NaNiIO6,666.4209440000002
309,Ge2N2O,798.4175092999999
310,Na3Sr3GaP4,291.48456949999996
311,Sr2HN,709.8481801
312,KNbSe2,177.04157659999996
313,KYSn,145.3607774
314,Rb2NiF6,608.7729677
315,Ga2PdI8,244.7838641
316,Ba3BPO7,1158.062442
317,BaSe,109.55011440000001
318,Pr2Be2GeO7,921.8202798000001
319,CaC2,283.757708
320,Ca(BeAs)2,452.6963683999999
321,NbCu3S4,415.61240239999995
322,Rb2TeBr6,189.67265559999998
323,CoSnC4Cl3O4,2098.965692
324,NaBe4SbO7,787.707657
325,TlI3,148.903748
326,Bi2TeSe2,151.04525159999997
327,MoSe2,337.25374260000007
328,BaTe,95.9367444
329,YAgO2,510.7277029
330,BrCl,264.8551281
331,UCdO4,440.7502317
332,NbRhO4,778.0454617
333,SrHCl,964.0103642999999
334,Na2H4Pt,1687.011884
335,RbDyS2,234.0225528
336,GeF2,476.0534078
337,SbAsO3,715.7791107
338,Li2AlFeO4,740.6077187999997
339,KPH2SO3,2508.629355
340,Na3BrO,376.1802962
341,PdCl2,317.4533474
342,PbCN2,1973.399073
343,Mg2Al2Se5,442.28783339999995
344,NdO2,425.558006
345,Ba(PrS2)2,270.7563772
346,Sr2SnS4,346.7134034
347,SO3,1408.855509
348,KC2IN2,2122.751812
349,KTa(GeO3)3,858.1864455
350,Te2Mo2WSe4,331.70466949999997
351,MnZnF6,573.3979224
352,GeH3Cl,2136.751108
353,Rb2O,180.39141730000003
354,ZrSeO,444.2651216
355,Y2SO2,428.0825343
356,LiAlO2,814.4658961
357,NaMgSb,275.7719504
358,LuTlTe2,136.2947133
359,Rb2Te,86.535246
360,Yb(YS2)2,302.8796642
361,Ta3SBr7,407.8539918
362,Dy3CuSiS7,534.9980987
363,LiGaS2,390.0611331
364,LiHF2,1598.650893
365,Tl3SbS3,303.6274712
366,P4S3,451.03227010000006
367,TmBrO,471.8752864
368,TiF4,740.4965966
369,Bi2Te3,128.2545953
370,InSe,162.0229043
371,Li7SbO6,678.9768521000002
372,Na2H6Pt,1743.685907
373,BaHgO2,589.6471096
374,NbI5,214.61365319999996
375,CdBiO3,529.6385536
376,Ga(IO3)3,761.5110653
377,Ge3Sb2O9,835.5247870000003
378,Ca4Mg3H4,1508.331255
379,Tb2PbS4,237.1131307
380,LiMnO2,626.9409138
381,HfTeSe4,218.1164704
382,CrOF3,1100.618368
383,LiTmO2,445.9627366
384,KCrS2,313.6891662
385,Ti3TeO8,879.5436520999997
386,Ca2Ge,159.9341605
387,SmClO,483.29556039999994
388,CaZrSi2O7,993.0017194000001
389,LiCuSi2O5,1053.626517
390,Rb2Zr2O5,736.1461558
391,AlSbI6,364.776197
392,CaGaSiH,1133.950092
393,YBi2BrO4,453.70507249999997
394,Li2TeO4,729.6166927
395,LiHoSe2,183.03397130000002
396,LiAgC2,542.501115
397,SrLiP,426.82050360000005
398,Mo2WS6,453.15399709999997
399,BaCl2,132.8145408
400,HoClO,501.6530012
401,Ba(GaTe2)2,193.6730882
402,HgPS3,537.8424535
403,Ga2Te3,221.99784350000002
404,KSnAs,175.4976383
405,KTeOF3,838.0123635
406,KCaBi,149.14013280000003
407,MnTeMoO6,891.3547547000003
408,CdPtF6,551.8046311
409,LiBC,1148.461844
410,NaH,342.705834
411,ZrZnN2,665.333067
412,KCl,126.8303835
413,BeI2,442.8311716
414,YBrO,488.3320774
415,Y(HO)3,3662.200752
416,GeSe2,278.5567421
417,Na2PdC2,511.8498637
418,CrF3,507.1084942
419,Li2CdGeO4,722.0545135
420,Hg3(SeCl)2,212.6040489
421,Li2CaSiO4,848.8999379
422,CuBiO2,599.6086545
423,Tb3CuSnS7,373.16008680000004
424,RbNa2Sb,126.447759
425,BaAl2B2O7,1251.38438
426,Zn(GaTe2)2,209.63649919999997
427,TbTlS2,205.5158066
428,RbH2N,3303.4172829999998
429,RhCl3,316.8130607
430,Na6P4W,383.2470278
431,LiC,427.98148380000003
432,CaCN2,2040.6210010000002
433,NaYSe2,217.6334957
434,H2C5N2O,3066.1231620000012
435,SrBiBrO2,539.190694
436,IO2F,800.9588126
437,Ac2O3,412.4399836
438,H2O2,3064.769352
439,TlP5,442.8094274
440,Li3VO3F2,866.6533435
441,YbI2,124.1114247
442,SrSe,136.9836243
443,KLiZnS2,415.4857057
444,Tb2YbS4,304.9046095
445,K2PbO3,559.2913392999999
446,Al2Te5,325.5829434
447,Mg(BeAs)2,468.8967312
448,NaCaTaTiO6,816.7099843
449,BiTeCl,163.4943063
450,Li4WO5,658.7862952
451,W2Se3S,238.97816269999998
452,TeMo2Se3,333.3267468
453,LiMn(PO3)3,1188.166686
454,Li7BiO6,654.7025543999998
455,GaI3,258.62511459999996
456,LiHSeO3,2723.363134
457,NaAuC2,590.0209631
458,BiTeI,147.021374
459,ScIO,549.1874565
460,Li2CuSb,354.59921099999997
461,Cu2HgI4,114.33020320000001
462,NaCaAs,193.22829919999998
463,MgSnF6,554.9351623
464,LiSiBO4,921.9910984999999
465,SiS,513.0535986000001
466,Ta(TeBr3)2,235.976496
467,HoBi2ClO4,464.7618315
468,KH,488.5326109
469,Ti3MnO8,683.6145698
470,Mg2H2O3,3749.3941600000003
471,NaSb(PS3)2,629.9766308999998
472,Ba2Ti3Tl2,673.0874422
473,SiBi2O5,971.6561186
474,Ge2N2O,842.0995393999997
475,PrBi2IO4,410.1020152
476,Li2BeSiO4,960.4479507000001
477,BaO,240.12590299999997
478,LiZnPO4,1095.451752
479,Li4TiS4,465.4564119
480,LiScMo3O8,754.096093
481,Te6MoW2,234.07671319999997
482,Rb2PdCl4,310.9772109
483,TiF2,308.9760442
484,Mo(WS3)2,423.9230556
485,NaNbS2,397.8265472
486,SrCa3O4,401.8125392
487,PI2,299.28026539999996
488,Li2MnP2HO8,1754.1077489999998
489,Cd(GaSe2)2,247.9741585
490,TlCl,84.05413940000003
491,ThIN,552.4834037
492,LuTlSe2,160.8757644
493,NbCoSn,245.30752579999998
494,RbHoO2,329.7562291000001
495,InCl,102.0485321
496,WBr4O,614.3923427
497,SeBr,247.7178304
498,FeSiW,351.7582913
499,BaSe3,237.6066106
500,Rb2Pd,68.13401665
501,Ca(MgSb)2,242.8230175
502,NdSF,345.92590989999997
503,Si3NiP4,481.0491044
504,Dy3BWO9,1302.367758
505,H2SeO4,2909.730271
506,RbSrCO3F,1403.642771
507,PICl6,595.7325174
508,Ag3AsS3,333.28402539999996
509,BiSI,274.0640969
510,YAlO3,655.7051888
511,K4CO4,863.9996173000003
512,Al2CdTe4,318.01536160000006
513,Yb4Br6O,413.56694680000004
514,TlAgI2,99.98340005
515,AsF3,646.4547325
516,Sr4CaCr2(SO3)2,640.9270034
517,Li2CeN2,486.86777889999996
518,MgTlF3,384.5954016
519,Na2SnO2,582.4192307999998
520,Au2O3,597.0711864
521,K2PdF4,499.33027369999996
522,Ba2SbAu,99.6965567
523,BCl(OF2)2,1221.481035
524,PbI2,110.8719416
525,KAgSe,131.2860436
526,SiH,2078.346887
527,RbSb,145.82590990000003
528,Bi4O3F7,465.43706889999993
529,CdSbS2Br,304.4329738
530,AcGaTe2,77.61939029999998
531,Bi2PbSe4,163.5867525
532,NaCrS2,317.483329
533,ScCuS2,363.35542030000005
534,HgCN2,2076.920108
535,WSe2,237.54538
536,HfSe3,270.5620468
537,Tl3AsSe3,231.30075930000004
538,Al6C3N2,879.0838890000001
539,Bi2Te2S,192.085895
540,YbBr2,148.89147519999997
541,Mn2OF2,505.6864169
542,ZnPS3,529.5932643
543,FeCl2,199.6055196
544,MgGeN2,737.5767041
545,Nd3SiAgSe7,420.82220599999994
546,BaF2,325.3582645
547,NaLi2AsO4,804.8234772999997
548,HgN3,2135.4716359999998
549,AgBi(PSe3)2,411.0190068
550,Sr2NCl,386.4348876
551,KHCO3,2665.8664670000007
552,SrHI,896.7168677000003
553,UF5,540.4291796
554,SnF4,639.951049
555,Th2HN3,3173.577062000001
556,Li3VS4,436.66709110000005
557,ScNiSb,234.9179003
558,AgCl,115.51696299999999
559,RbLuS2,240.2024412
560,Si4P4Ru,495.4445318
561,Na2Se,161.2006601
562,AlP,423.3499692
563,CoCuO2,676.3019487
564,NaTmO2,407.74787210000005
565,MgSnAs2,283.20626569999996
566,W3(Se2S)2,299.8604887
567,CN2,1170.3769630000004
568,SrLiAlF6,570.6946381
569,K3AsSe3,226.3966418
570,Hg2IO,480.0395999
571,Na2NiO2,576.3743097999999
572,SmZrF7,599.3420546
573,HfCl4,370.9930705
574,RbNaO,285.0330453
575,Li3Bi,310.5033074
576,Sr2H3I,972.5476642000001
577,CaTlF3,407.9614121
578,V2ZnO6,839.1020747000001
579,P2S7,642.4320888999998
580,ZrS3,503.5671244
581,NdHO2,3561.0097149999997
582,NdIO,467.18430880000005
583,NaLuO2,427.262091
584,YTlTe2,170.83210669999997
585,Bi2Se3,174.4482472
586,MnAlF5,663.7008513
587,LuTlO2,261.3133247
588,SrC2,212.6701486
589,KMgF3,470.78337410000006
590,Ba(MgP)2,298.1461652
591,K2PtS2,296.1155505
592,Pr4S3NCl3,494.5494512
593,CaCdO2,325.2275659
594,Ag2HgSI2,327.0140253
595,KNO3,1325.791731
596,SiP,513.0071087
597,K3BrO,263.819744
598,Tl3PO4,937.0024004
599,LiAlAs2O7,926.2730383999999
600,ZrSiPd,252.75544790000004
601,KAgO2,570.977346
602,RbScO2,447.33535589999997
603,NdBrO2,809.4229092
604,AlI3,395.151377
605,Ag6Mo2ClO7F3,787.5620176
606,Rb2LiAsO4,825.3522366000003
607,LiN3,2207.154492
608,Al2HgSe4,366.68068210000007
609,Ga2TeS2,342.8293290000001
610,Rb2SeCl6,265.728698
611,RbClO3,867.9362846000001
612,GaCuO2,596.1874114
613,CaHfN2,361.4508685
614,Ca2CoSi2O7,980.8957360999999
615,FePH5CO4,3410.749789
616,Na3Mo(OF)3,867.3139069
617,RbTlO2,305.72825439999997
618,V2O5,1064.402369
619,Tl2Sn2S3,264.6404875
620,Li2MnBr4,319.71988010000007
621,Ti(NCl)3,2195.275322
622,FeSi,448.54299280000004
623,RbSmS2,227.26337489999997
624,TlSbS2,306.0206005
625,K2ErF5,362.2943567
626,LiMn(CO3)2,1643.350698
627,AcClO,437.97637879999996
628,LiCrO2,540.4504902000001
629,KH4O2F,3478.128128000001
630,Rb2PtF6,548.1703816
631,Hg(AsO3)2,601.5407201
632,AlPS4,570.4322736
633,PdI2,207.58607450000002
634,DyCuSe2,207.6156226
635,Sm3CuSnS7,371.6325568
636,KInO2,375.0531329
637,Rb2SiF6,691.1957919
638,K6CdTe4,151.16694569999999
639,NaDyO2,303.87759619999997
640,SnH4(NF)2,3356.122789
641,TeWSe,226.5403136
642,Na2PtSe2,222.83052630000003
643,SrTa4O,846.6877657
644,HfZrO4,457.838138
645,H4CN5Cl,3300.892055000001
646,Er2Be2GeO7,966.4753295
647,Cu2SO4,1023.2801509999999
648,Li2NbOF5,899.6277891000003
649,PrSF,341.7676318
650,Mo3(Se2S)2,438.1508993
651,Au7I,485.9217728
652,NdOF,396.87824
653,Ag3SI,243.54597880000003
654,Yb(SmS2)2,300.8476487
655,TbBi5O9,573.7417275
656,TaTlPt,161.79218899999995
657,LiFe(CO3)2,1508.6516490000001
658,RbSrCl3,252.08918160000002
659,K2GeF6,553.9784842
660,Ca3AsCl3,241.09995640000002
661,BaZrO3,488.4720807
662,RbPbCl3,152.13559650000005
663,ErTlO2,252.44669359999997
664,CaBiAsO6,816.8030641
665,BiSbO3,545.38589
666,ScCuO2,603.3940129
667,NaSbO2,555.0512203
668,BiAuO2,564.040546
669,Sm2CdS4,306.0287378999999
670,TeAuCl7,346.02946160000016
671,Sr(NdS2)2,233.52820580000002
672,KBrO3,749.5376816
673,AlAsO4,936.617975
674,Li3VO4,827.4759646000001
675,ZnSnF6,528.3718872999998
676,LiVPO4,1029.953753
677,Na2CeO3,388.97192210000003
678,Tb3BWO9,1298.375463
679,KNaO,302.81579889999995
680,PbF2,117.98459620000001
681,ZnSeO4,860.0211957
682,Na3PO4,994.7863113
683,InBi2S4Cl,260.53643650000004
684,Ca2Sn,146.4190063
685,RbTa(GeO3)3,857.2464757000001
686,Sb2S3,322.49983599999996
687,LiNbS2,391.5923984
688,BaHBr,859.9568636
689,YNiSb,191.1803424
690,MgSiP2,456.4459756
691,FeN3ClO3,1917.4230989999999
692,Sr4Sb2O,304.9193168
693,LiCrBO3,1240.566607
694,TlBrO3,741.9490557999999
695,BaS,149.9535727
696,Al2Si4O,1081.011602
697,YbSe,153.54426709999996
698,Ca(BeP)2,499.37562970000016
699,NaBF4,1031.486619
700,NdSeF,300.11778389999995
701,Li4CO4,989.8990687999999
702,Sr(NdSe2)2,173.03524109999995
703,KTlO,349.9315117
704,Tl2SnF6,507.965089
705,Ba2ZnF6,466.2654829
706,VCu3Te4,87.0071485
707,Hg(BiS2)2,334.4633148
708,BrO2F,887.8548056
709,YbO,260.9591144
710,HgNO2,1355.044484
711,InI,57.86391750000001
712,XeF3,527.6006018
713,BaP3,386.81257630000016
714,LiZnSb,217.5660287
715,ZrFeCl6,308.0289042
716,Sr2H6Ru,1447.8034400000001
717,AlHO2,3032.623787
718,Li8SiO6,880.9677971000001
719,KNdTe2,146.3659464
720,Li3As,439.4936704
721,Cd2BiAsO6,792.7172606
722,H4C,3041.942878000001
723,NaBrO3,741.4627461
724,Ga3PO7,1076.365781
725,BaClF,284.6212395
726,Ga3BN4,714.6295029
727,ZnH8(N2Cl)2,3312.219616
728,CaGeO3,667.1388027
729,Nd2PbSe4,167.1862514
730,LiYS2,276.8084684
731,LiZnP,358.3447829
732,Rb2S3,434.55163389999996
733,Bi2Pb2Se5,130.2855436
734,Ba2BrN,345.67475099999996
735,TmH3(CO2)3,2982.100372
736,KPrSiSe4,435.0046937
737,LiY3WO8,613.8605769
738,MgMnF6,594.9941484
739,Al4C3,716.8447432999999
740,AlAgO2,836.5932209
741,AsBr3,268.7222273
742,Fe(HO)2,3537.675921
743,Sr(PrS2)2,231.30766269999998
744,Zn(InTe2)2,173.03794240000005
745,PCl3,477.6443362
746,RbH,449.7055404
747,AlBiO3,600.4314991
748,Ag3SnP7,435.4371431
749,GeS2,381.7246336
750,Nb(SeCl)2,339.0153897
751,Na6ZnSe4,227.62815719999998
752,Bi(BO2)3,1420.840065
753,CaSnF4,257.4847114
754,Sr2SnO4,685.5128185
755,LiBiB2O5,1104.716049
756,In5AgSe8,206.7649642
757,KNdO2,313.6941687
758,NaScS2,335.17276929999997
759,BeGeP2,583.9982199
760,LiV(PO4)2,1191.571255
761,Hf3SnO8,668.7251622
762,AlCuO2,666.7763882999999
763,BaIF,244.8232838
764,Ca(CdP)2,226.7164349
765,LiAsF6,642.034857
766,Li4MnSb2WO2,709.2969713
767,Sr2SbAu,114.5836966
768,Li5P(S2Cl)2,518.8820446999998
769,Ca2SiB2O7,1172.655902
770,U(BiO3)2,592.3003022
771,B2AsP,738.9365502999997
772,Ca2AsI,191.62503130000002
773,Sr2IN,348.5115687
774,KNa(BH4)2,2392.086279
775,ErSF,369.18946919999996
776,DyBi2BrO4,453.49893619999995
777,BeZnO2,683.0022637999998
778,TlIO3,688.6493193
779,Ta(ICl)2,335.29062819999996
780,CrAuO2,587.7572318
781,Re3Se4Cl,315.84354289999993
782,Er2TeO2,406.806535
783,Sr(CdP)2,221.2481688
784,RbCdF3,419.9288595
785,Rb2CaH4,1171.4745779999996
786,LiNiBO3,1300.810347
787,TbAgTe2,148.9121189
788,Na3AsO4,780.7961363
789,Pr2PbSe4,166.5378273
790,NdZnAsO,426.97878269999995
791,Ba3Si6N4O9,999.3205439
792,Na2PtO2,491.4931238
793,HgBr2,231.23015730000003
794,SrTiN2,688.6435831
795,NaSmTe2,159.0387463
796,LiCl,194.79338140000002
797,BaZnCl2,107.5680572
798,Rb2HgO2,596.3907464
799,WOF4,853.7404902999997
800,As(S8I)3,457.68963049999996
801,PSe,397.40236860000016
802,Li2CeP2,343.83563189999984
803,YbClF,371.6621716
804,RbLuSe2,173.20422549999995
805,NaSrP,243.9064923
806,HfIN,596.8055537
807,NdOF,451.10260530000005
808,TaAlO4,579.9372571
809,SnS2,331.8048195
810,TaCu3Se4,268.9295309
811,TlZnF3,354.85884080000005
812,MgAs4,282.9472029
813,Mo2Se3S,350.8948598
814,Cd(AgI2)2,139.77755390000002
815,SbTeI,168.1248538
816,BaB2F8,1050.784296
817,KAuO2,581.4462779
818,SnHgF6,510.2497973999999
819,LiErSe2,255.27990950000003
820,SrGaSiH,1060.2846439999996
821,Ca(HoSe2)2,211.04820469999999
822,KH2N,3303.921602
823,Al3BN4,752.0988949
824,BeCl2,577.1335226
825,GaTeCl,342.7729675
826,K3BiTe3,133.6114057
827,Rb2MgCl4,288.0338450000001
828,AcTlTe2,64.54518979999999
829,NaLi3(H2N)4,3278.33188
830,VCu3Se4,331.220861
831,CuBS2,633.0117144
832,Ca3CdO4,361.65900580000016
833,Ba2AsBr,116.5505462
834,Li2ZrTeO6,627.5532865
835,YAgTe2,161.13696159999995
836,SmBrO,491.85220319999996
837,Sr(BiO2)2,590.2943997000001
838,Ba3Ti2O7,592.6554463
839,YZr5O,664.3339342999999
840,K4ZnP2,392.3185613
841,TmBi2BrO4,465.5168421
842,Hg3(TeBr)2,174.1393929
843,HfSO,591.1938492
844,H2SeO3,3011.14462
845,LiGaSi,314.0663547
846,KNbS2,394.3969333
847,ZnCoF4,486.2705805
848,LiBeBO3,1292.410516
849,KSmF4,335.1722357
850,Yb(HoS2)2,247.6548989
851,NdTeF,267.12289469999996
852,BaSe,83.12204025
853,ZnC2S2(OF)6,1154.6356289999999
854,KTmO2,351.4544394
855,NaTbSe2,187.43630469999997
856,GaF3,541.0714672
857,AlSiTe3,344.1561921
858,Li2NiPO4F,1051.419447
859,BeGeAs2,536.8143731
