,pretty_comp,meps_average_sq
65,Ce(WO4)2,2.459125860951408
66,InSb2S4Cl,2.8585602436657984
67,KFe(SO4)2,4.126277579934082
68,Sr2BeBi,5.779178142262098
69,TiZn3,13.736189427930874
70,KMgF3,1.3318658591114447
71,BeV2Cr,13.991242499030125
72,Be2CrBi,9.23421716588183
73,NiCl,7.734845398153302
74,SbAsO4,1.8236136286688216
75,AlVPt,9.648407467901981
76,Ba2CaGe,6.287704933704614
77,LiPN2,2.264324770580993
78,KNdS2,2.151875151273109
79,Zr7(NO2)4,2.407910574197749
80,Rb2SnCl6,1.6889740475606287
81,Sm2CdIr,8.543055659423036
82,NaTmO2,1.7056572535731398
83,U3Se4,18.48374601282616
84,Y(AgCl2)3,1.7876614146233991
85,W3O,22.14579719344809
86,BaAg2(HgO2)2,2.1961405540933243
87,CaMnSi,8.140657221625291
88,Ba4ZrPb,14.073872956652696
89,Ba4GaFe,15.560357750814513
90,ThGeO4,1.8268643445350103
91,Hg(BiS2)2,2.9815488145145865
92,TcNiW,9.207697866459348
93,Y3Mg,11.214353897275283
94,NaLiTe,2.189817343981
95,Mg3BH2O5F,1.4630675536921276
96,YbH3Pd,3.877911809208662
97,KB,6.222665559602786
98,HfBeP,11.026702438474826
99,RbIO4,1.6685522666871022
100,BaCO3,1.5289865924853625
101,BaSrPb,4.670645922496517
102,SmH2,2.583350537577121
103,Ba3Ga2(GeO)4,1.5727576630449671
104,Y(CuSi)2,6.303065391802098
105,Si3Ag,13.965073099223886
106,MgRh3,15.42955929377116
107,BeV2Tc,13.72848377158478
108,TcO3F,2.243055951152356
109,NaCaBe,6.533988062431704
110,SrGe(HO2)2,1.6043170925142365
111,KLiCO3,1.7510092327949998
112,BaCo2Sb,14.88343150396888
113,Ta2Zn3O8,1.89843795438952
114,ZrBe2Nb,10.966416917115636
115,K2O2,1.4785916722791768
116,NiSe,17.63650381075191
117,VS2,7.449977628601759
118,LaF3,1.7001470524634037
119,Mn2SnS4,22.24865464097398
120,Li8Ni(O2F)2,1.8398097727754361
121,MnBe2V,11.088839734916663
122,Rb3InS3,1.9008682226814144
123,Be2NbRu,9.899134642314278
124,UF5,3.0710910113508523
125,NaInH8(NF3)2,1.341864374666829
126,Ba4HfBr,13.820397968220739
127,BeGaIr2,7.5022041205679475
128,LiScS2,2.9649732994862985
129,OsC,7.4016687307660565
130,VInPt,12.076060339917705
131,Pr2In,12.051767505225115
132,BeTe2Pd,9.427479337907172
133,BeRhCl2,5.405148779944297
134,LiH2N,1.8732591918899
135,BaSn,5.087618958478187
136,TbMg,7.2072301660670375
137,RbCl,1.4794706260461319
138,HfCo3B2,11.826477356620893
139,CuBiSCl2,2.9957358584049647
140,Tb(HO)3,1.6803769418397367
141,PmZn2Cd,4.852535419757387
142,LiVPHO5,6.9874625818914655
143,P4S5,2.4087479458562417
144,MnF2,9.817497984041896
145,Ba2HoRuO6,9.353724748284325
146,Li3SmBi2,4.304706726363597
147,K2NaBP2,2.0566477578817435
148,ErSbPt,5.760477410770742
149,Na4BeTc,12.275679207278106
150,SmDyRh2,23.095146676304086
151,NaAlPO4F,1.452767473938391
152,BaYSc2,14.02774869083893
153,GeO2,2.3792715972190592
154,NiS2,8.35940588000527
155,RbTbSe2,2.1429030153820148
156,Hg3As8(S4Br3)2,2.354548789046428
157,Rb2AuBr,1.1494201436666518
158,ZnPt,6.7266831846510104
159,VP,9.51735782662394
160,RbNaTiO3,1.8517829246431667
161,NaMnP,7.444105050306585
162,Ti2InNi,14.725230049136753
163,Li4BePd,11.351261310239199
164,CaTiF6,1.5180909063689172
165,CaY2O4,1.81964282209449
166,As4S5,2.5454141771690777
167,KNaNdNbO5,1.8422631010073809
168,Zr2SN2,2.9257306779674717
169,BeCrP,6.112915289232571
170,NaLi2Bi,3.1914730141425287
171,NaErO2,1.6966339224083276
172,BaCaIn,9.44145292491221
173,Nb3Sb2Te5,4.825325550329913
174,TiBe2,10.454571567819826
175,ScBeTc2,9.267103107228278
176,Sm3Sc,8.90108982091519
177,Ca3(AlAs2)2,3.0228683949741075
178,Rb3Ac,9.255657729194613
179,TiIN,4.320173607622731
180,BeTeIr4,17.164259378138052
181,Rb2PtS2,2.254380920193688
182,Ba4TiOs,18.340888746186767
183,BeBiCl2,5.8132004954241845
184,BeFeCl4,44.28061916158504
185,Na3BiO4,1.9430731672619364
186,Ba2S3,2.147199726775939
187,CdPdAu2,8.932664775978107
188,Be2CdOs,5.184338594909352
189,Rb3FeO3,6.53654342906096
190,Mg2GeO4,1.6438369748852837
191,Mn2CoSi,15.894934203491795
192,BaZnP2,5.032328818085453
193,K3V,11.13731864798106
194,TmAl,13.263461086760122
195,Ca(PPd)2,5.681044504901072
196,Er3InN,4.3428331766256
197,Mg(AlC)2,2.621863205178079
198,KSiBiS4,2.4624242797156897
199,KAs4BrO6,1.796691403663968
200,BePdPb2,11.50089851562332
201,K2IrF6,3.8960364474681186
202,BeGaBr,4.636643901214182
203,Zn(GaS2)2,2.2509405441577823
204,KAcTe2,2.604592098582809
205,BaTbO3,12.90021963637312
206,Y2Ti2S2O5,2.510597538435821
207,BeV2Pt,15.240846433187366
208,Ba4HgIr,16.303460777802158
209,MgMoH2O5,1.795531490487798
210,K3GaS3,1.8054731605131475
211,UBr4,7.1156986070706125
212,Ba2Mn2As2O,12.348697637132965
213,TiPt,11.569965427778945
214,CeAl2BRu2,11.620053069299354
215,TaTiMn2,11.909080569044782
216,Sm2ZnIr,8.651791721949852
217,GePb3O5,2.1730776945766728
218,HoHSe,2.6733748957700136
219,Ti3InN,12.216879034079586
220,Ti2Rh,10.150871883734911
221,Na2GeS3,1.9772792755029152
222,DyTlS2,2.491592529554809
223,LiCa4(BN2)3,2.040841329778808
224,Be2CuBr,4.108308654422158
225,NbOF3,1.7063215796951443
226,ScUS3,17.120333914189096
227,PbO2,2.8604545093393816
228,KTbS2,2.162375237248768
229,SmCuO2,2.073869169772609
230,Zn2PHO5,1.259444321913438
231,Al2FeO4,5.042003570010636
232,Ca2NF,1.9141229497257133
233,LiVO2,21.08461840615887
234,BaBeBi,4.5086694267821406
235,Na2CrO4,1.9300777186424385
236,PbCl4,1.1449454135459909
237,AgAuF4,1.9431846712720504
238,Ta2NbRu,12.350048582900396
239,CeS,10.80240096768615
240,GeS2,2.364966525485438
241,NaLiAs,10.137295826139567
242,BaYPd2,5.670966995730683
243,Ca(TiN)2,6.2700877186846435
244,Ca4BeCr,15.830042114073267
245,BeTcCl4,19.641234686241084
246,MnCdO2,3.920412393273612
247,MnSiNi2,14.340041840943144
248,BeCu4Rh,9.585609005170198
249,Ba(MnSb)2,10.080661353965489
250,Ti3NbCu3O2,4.96462485994662
251,Rb2S,1.6246025154890449
252,KHg,8.875933753696001
253,GaS,2.377169184835892
254,HfSnRh2,6.426230102737789
255,NaMg2Be,12.790366166246637
256,Li5P(S2Cl)2,2.409937758532365
257,Mn2B,19.403944616151293
258,Ba4RuBr,6.638810134353896
259,KAu(CN)2,1.6249923076741006
260,K(FeAs)2,8.263502082450676
261,MgTiO3,2.1018483928834324
262,FeAgS2,12.305122239674553
263,Lu2CoRu,8.625404338348435
264,Mg3BeAl8O6,1.5954623154433951
265,UAl3Ni2,12.080527030445873
266,Co5BiO2,13.597922635461641
267,KAgO2,2.115821353517352
268,SbClF8,1.491978552124661
269,ErMg,6.9892274251164554
270,HfFeP,9.132684891823068
271,V2NiTe2,6.051619617920479
272,Ti3Sn,14.259351317644153
273,VFeH2O5,8.104938823540454
274,MgGeAs2,2.9610189687560826
275,ScGaNi2,9.895269913785409
276,NbF4,1.6735690405039565
277,RbF3,12.749057481502962
278,Y(SiPd)2,7.683556034371933
279,Ca2Sb2O7,1.1911758896149636
280,AsPAu,7.8235115730299345
281,NaBe2Pd,14.426072461576874
282,KRuF6,6.838664586988701
283,MgMn2O5,13.330800176033444
284,CdAgPd2,7.598326570151262
285,TbYTl2,6.927507969440862
286,Ag3O,3.76206503576604
287,K2BeTe,2.943874997346185
288,LiMnCuO4,14.147326013538153
289,PrNiC2,5.131250659764472
290,BeNiPd2,16.265096577231464
291,HoO3,1.5297385397511565
292,ZnC2(SN)2,2.6545369966656462
293,Ba3In2Cl2O5,1.8552987180864795
294,Ti2MnIn,10.633343782648993
295,Ba4MoRu,21.673556853148646
296,Na4NpO5,2.8832157972190244
297,U2Co2Sn,14.439054678198294
298,TaRh3,8.783575581732078
299,AgO,5.018977319467914
300,CoB,7.986847521602835
301,NaNb6O5F,2.325725693197717
302,ErSi,5.729997091331433
303,LuPS4,2.224387556160122
304,CaS,2.1696389868670165
305,RbCaCO3F,1.4684912892716344
306,PIr2,8.501397924263202
307,FeF2,8.758801287847557
308,LuTaO4,1.9827338029431318
309,TlHg,5.057113801369315
310,BaLiSb,3.00884252385088
311,Ca3Bi2,11.065413081610043
312,YbBPd3,11.14586021803611
313,Be2ZnRh,10.157698230078177
314,CrSiO5,2.645266212186088
315,ScTaFe2,12.791429422338483
316,Na4SnS4,1.8949494276453216
317,Mn3ZnN,15.144580989031464
318,PrCrO3,6.555435403795338
319,ZnPd2Au,9.924560443667014
320,YbCuBi,4.180378770717633
321,HfAlIr2,12.928093440256381
322,PrN,3.2830473648730685
323,YbOs3,17.205327663255936
324,AuSe,3.820737276146233
325,BaBiSe,14.884472894037376
326,KNdTe2,2.5590102253280143
327,Cd(InTe2)2,2.8015888349292086
328,Eu(HO)3,1.6911830178901397
329,LiCo(CO)4,2.747052966362316
330,InTeBr,2.4365823058811973
331,TiF4,1.6202366082355586
332,HoSb,4.62698966211654
333,Si2SnO6,1.5690974050920696
334,Li4NpO5,4.265884042805977
335,Ba4YCu,18.546158631910814
336,CaGeN2,2.1409421602026835
337,DyIr3,11.593828818240619
338,CdP2(HO)4,1.5205700685378931
339,NaI(OF)2,1.5707641452490568
340,SnF2,1.6177144370994532
341,Ba2InBiS5,2.4640075757459297
342,Pm2AgGe,6.172157915456581
343,TaGaFe2,9.076414490314994
344,CuBr,2.3853720883753127
345,PmMgRh2,5.926626359068033
346,MnBeSn2,16.268266656285178
347,ScSbPd,4.281868750907716
348,USb2Au,12.702658514395061
349,V2P,16.290107427515633
350,Zr3In,10.727181984721492
351,KC,1.5298365925810509
352,Sr(CdP)2,2.9986608122071208
353,ScCuS2,3.6478486810721744
354,SmCrO3,7.02929583955605
355,YbRu,10.72825708118518
356,Be2InSn,15.502808347737089
357,TaTlPt,4.812701943814928
358,ZrC,9.41618818843379
359,RbLiO,1.7529974329701683
360,Rb2PbO3,1.85591846085256
361,NaYb3,9.570506778640304
362,Ba2MnTeO6,13.162270574132213
363,Lu2AgRu,7.976120610923584
364,SmMnSi,13.886485036418204
365,LiBe2Au,6.665135657534161
366,BrN3,1.972350543556258
367,Na3VPCO7,9.443177431352224
368,NaBeMo,11.180608212436388
369,Na2ZnSiO4,1.4541893503483885
370,TaBe2Tl,7.979005786019544
371,CrGeRh,13.349606735780648
372,RhC,6.4273167029484375
373,Ti3O2,12.526050188839793
374,K2HBrO,1.4740081410901371
375,RbN3,1.6716458955173492
376,TbCl,10.29467014203628
377,LiAsS2,3.0977895344906825
378,HgRhF6,6.372801581722124
379,Ta2Se,16.561660544764226
380,TiAu,12.61615498742254
381,SmN,2.7416236065514172
382,BeZn2Cl,9.742852080713668
383,KHCO3,1.442497833620557
384,TiZn(BiO3)2,2.2930983406735956
385,NaVSe2,9.616827266134434
386,LiScMo3O8,2.9065844789603714
387,BaAlSiH,3.5148684185898054
388,Sc2AlOs,9.60826033507974
389,MgAuO2,5.2931465122363655
390,RuO4,2.438524143821422
391,Er3PbC,6.462318985214725
392,Sc2PdPt,13.094411021500738
393,Sm(CuSi)2,5.693147928284786
394,K2BeTl,8.454180425485765
395,Li2Te,2.23669398890416
396,Bi4Te7Pb,4.867867431774752
397,Li2H2Pt,7.823622349440613
398,Ho3ScO6,1.8508286432478471
399,BaPtBr2,4.970878527316206
400,MgSnF4,1.5259532539803875
401,PHN2,1.7662389419328293
402,DyCd,10.233526599695075
403,Sc2BC2,5.218147819549257
404,BeVSe,5.924190521356764
405,CdS,2.5522734963165683
406,ZrInPd2,11.481206382606315
407,ZrSnPd,5.509872956793107
408,BeV2Tc,13.765088690839105
409,BaH2,1.8694651641579203
410,TiPCl9,2.258694313093297
411,LiCrO2,46.57888684801302
412,K2VPCO7,4.948383574461463
413,UNCl,11.898676396977944
414,Ba2LiNb,12.376889754700091
415,Ba4InTc,14.73032925633368
416,Li3Fe3CoO8,15.121365679064837
417,LiBO2,1.9000526308499983
418,K2Sn(AuS2)2,2.159699053109021
419,K2PdO2,2.0277409433488622
420,Mg2SiO4,1.5395778642212288
421,MnAlRu2,12.857464757875093
422,Sr2PbO4,2.0009747624595366
423,Ba4ZrGa,17.475512391152748
424,Pr3GaC,17.762410684739088
425,Ba4OsBr,13.43002109702984
426,Na2CrF4,1.3876118573530087
427,Ba2MnIn,16.529442418504825
428,Na6MnS4,6.691038783328043
429,LiMnCo3O8,16.748611882780015
430,Ba(PdS2)2,3.2828747564698033
431,Li2PmGa,10.275135035609024
432,ZnCN2,1.7598200665598362
433,BeCdTe,4.090696762166562
434,ZrBeFe4,19.225872325246172
435,YbBr2,1.6889148389819226
436,Li2TiSiO5,2.3591311960126338
437,TiAl2O5,1.939003180330897
438,NaHoSe2,2.2147234590350102
439,SiH4,1.4524232624594433
440,CeO2,2.4625122673129303
441,Be2FeCl,7.3520178635981726
442,Ca(BiO2)4,5.568967588341667
443,ZnCu2SnS4,3.0335677565093766
444,CaBeIn,10.052903394873873
445,Ba4LiBe,16.521287278336793
446,Na3GaS3,1.833030277982336
447,Ho3GaC,8.713116549203276
448,IO3,2.183094134479775
449,TiAg,9.92159765360398
450,Te4Mo3WS4,3.6266007959704254
451,SnClF,1.862909910149531
452,Ba4CdRu,16.60968191547729
453,NdCoSi,11.281818706810233
454,Mn3FeO8,13.175478485934901
455,HfSnO3,1.8816482136680064
456,Ti3InC,6.7891727527487955
457,Li4MnBe,15.055802867997446
458,UNiSn,11.709990037001171
459,TaBe2Cd,12.025450788501306
460,DySbPd,5.610707026153952
461,Ti2BeMo,14.022969252860348
462,Ti2Al2O7,2.3648467180770933
463,UPS,12.648246255245562
464,Ca3Sb2,3.5533364602863045
465,MnZnO2,14.58066413668001
466,VI2,17.552348370897082
467,Li4MgCo3O8,8.546439804581398
468,Br2O,2.293781448467428
469,Ba3AsP,3.407080861969672
470,BH9(CO)3,1.4053825102085198
471,BeHgSe,3.1540925794909698
472,BaSr2Ga,8.233960165072451
473,DySBr,2.170706490216185
474,Ba2ZrO4,1.9925026139673359
475,TiBe2Ir,11.505821714824775
476,Ca2SiO4,1.6890529891036574
477,Lu2PdRu,22.31259285694964
478,HfSiPt,7.641049229872383
479,K2SbF5,1.423329430127357
480,NbAs2,8.167631235554161
481,GaBr2,1.921466453866248
482,SmTa3,12.680816219786484
483,Li6WO6,1.9065588547607613
484,Ho2CuTc,16.566542588401884
485,Li3Al2VO6,0.9220809798132338
486,YBeCo2,18.14003583237916
487,NaFeS2,6.997437626255295
488,Ba2GaSe,33.33425165401697
489,InCuTe2,2.7533252622964834
490,Sr2BeP,6.947570318703751
491,BaAsPt,7.842539979708955
492,LiBeN,1.9314761194485424
493,CaP3,3.378258920410532
494,InTeCl,2.391498832670982
495,VCuO4,4.144996984317358
496,BeVRu2,13.585440736317684
497,SrTa2H2O7,1.874130909692988
498,Tb2O3,1.9051859051896567
499,BeNiIr,14.588623421465554
500,Ba2TlCl,19.1359225890296
501,AlAgSe2,2.2674949467051366
502,LiPaPt2,17.807191431179334
503,Si2TcOs,14.180705201082208
504,K3Rh,5.323103731220474
505,HfSnPd,4.422307090196247
506,Li2GePd,9.850494065443284
507,Rb2SnSe3,2.049609718946512
508,AlBiO3,6.5232890477120495
509,BeCuSb,10.900735449194856
510,BaCaO2,1.8959869901100763
511,Sr2FeWO6,1.9034617586562288
512,TlZnF3,1.6917643649949206
513,Cd(GaTe2)2,2.864064710628352
514,CePRuO,14.07845280324984
515,K4CdCl6,1.5471802308285438
516,U(BiO3)2,2.625255543117025
517,Ti2Pd,8.547323167713582
518,Zn2PtO4,2.2489479021681817
519,YTiSi,10.248712114212204
520,Sr2HN,2.043518208058511
521,LaSb,4.792497609110862
522,RbF2,1.4028423527491132
523,NaSr2Tl,15.12856349206141
524,Ca5MnO6,2.900614877343538
525,NaCrF6,2.9291466334070746
526,SbS2NF6,1.9577367885733088
527,ScAlCu2,8.641062820432836
528,Ho6MnBi2,9.410864289036722
529,LuCuSi,7.088394270448937
530,MnCo2Sb,18.458770273233267
531,RbSO4F,1.2570865788268788
532,CaNiF6,1.9466210040306595
533,KFeF3,7.972488110161513
534,ScBe2Cl,8.645389908307589
535,PrAgSn,5.8619422264865975
536,RbCuBr3,3.8026525829566222
537,K3AsS3,1.8679400418642995
538,NaMgP,3.2922029099069823
539,LiCu(PO3)2,9.511312562767909
540,RbV(CuS2)2,2.661678668309406
541,B2Mo,10.413563271042245
542,Rb4NO,1.6836072384417138
543,BaGeBr,17.98281123740112
544,PrTmMg2,12.538390380480795
545,Cd3AsI3,2.1638545853792177
546,Li2PrTl,8.449642990485849
547,KPrS2,2.147153153984752
548,Y3CuGeS7,2.8069081447979967
549,Sm2MnNiO6,13.338134552227807
550,ErNbRu2,14.116571821798663
551,TiBe2,13.469371428046177
552,UOF4,1.7811325984702358
553,Zn(RhO2)2,2.694451088193413
554,MgRh,5.78730507231129
555,VPd2,9.76964175392322
556,Ba(AgTe)2,2.848906222862849
557,HoPbAu,6.3527553077385255
558,PH4I,1.9877709458922408
559,KAuO2,1.9345455969469083
560,MnSbO4,9.486883928175082
561,KRb2MoF6,1.4327363097699917
562,Ba2ZnN2,2.4222166156917786
563,Na3ErCl6,1.5830245312902345
564,MnCdO3,9.885878817788534
565,BaAg,9.444936915264883
566,KNbO3,2.462823582800847
567,Be2NbCo,5.847874257654087
568,Be2GeIr,5.913910156007893
569,TiBe2Zn,10.983065752936806
570,BaTlRu2,13.666638211352492
571,Ge3N4,2.1173017419977405
572,Nd3Si2S8Br,2.4269047502254115
573,RbAuO,1.8880589680056783
574,Ta2Te3,9.65371776398433
575,AgBi(PSe3)2,2.6153457387759143
576,KCrCl3,18.010893925621797
577,LiHF2,1.6040054031496689
578,UB2,17.674670199657665
579,GaCuS2,2.6751074744764933
580,Hf3N4,2.7301404115295367
581,Li5CuF8,1.8590409713971696
582,CdO,1.8944920163463344
583,Be2NbNi,6.003487875116153
584,BeSe,3.00349796071181
585,BaSe,2.1984388400256516
586,LiPm2Rh,6.6355758353489325
587,NbInNi,7.0924090876560895
588,K2MnF4,7.982361805881765
589,ZrC,3.908008870682528
590,CrCo2Bi,18.831382494832045
591,LiCrP2O7,7.143353554178878
592,Y3InC,7.8182819937204435
593,TaBeO3,7.122338099248028
594,ZrSO,3.0590957269537458
595,TmI3,1.92474240700758
596,Ca(PrS2)2,2.647042374676562
597,BeSiP2,2.858315354656772
598,HoH2ClO2,1.7417711292436406
599,KBaHf,7.174415191033575
600,RbNdO2,1.7948537544880918
601,Rb2CuCl3,1.6273905493150684
602,Ti2MnBe,15.104016022237266
603,PSe,2.623464630344131
604,HoC2,10.656942963783438
605,Cr2B,13.813570622157519
606,BiCl3,2.1051365751418603
607,KTi2F7,5.352139759012277
608,Rb2NiF4,4.134859933137599
609,BaInBi,6.130622589373231
610,ScBe2Re,7.83922827834475
611,Ti(NCl)3,2.1659255142625136
612,P2Pd3S8,2.642290672882149
613,In5AgTe8,2.915435930811491
614,BaAgP,3.2015569129201293
615,PrZr3F5,1.5234390918795102
616,LiSiNi2,12.96447196507954
617,CuP2,3.583038747580978
618,BaNbCd,14.781081376768975
619,Rb4CO4,1.6741963246087157
620,AlPt3,9.292841330830953
621,Na4UO5,1.8542923178398816
622,Cr5(SiO)4,13.640456981592171
623,Na4HgP2,2.253700660395401
624,MnBeRe2,13.602844065366135
625,YbCrO4,2.1832849867420734
626,BaF2,1.4526756921855155
627,Li2ZrO3,1.9026560382791209
628,BaTcBi,18.877799130195235
629,ErMoClO4,1.9357771910355108
630,YbIn2Ni,11.373429561921945
631,HfAsRh,8.466475063448781
632,TiBe2Pb,11.300081120652779
633,SbBrO,2.425359079943972
634,KFeS2,7.1286931948756695
635,LiFeP2O7,12.845721726188321
636,HfBeNi,9.90707491307769
637,Ba4YOs,14.867051938206625
638,NaVO3,1.9705498386660167
639,KH,1.4242541907960111
640,Ca4As2O,2.6136245586031155
641,Ca4P2O,2.5222674983699362
642,Tm5(ReO)2,2.3187209117672327
643,K2SO3,1.4968077142149332
644,RbSb2,2.842299538519237
645,Sr4Li(BN2)3,2.091881131103454
646,CoH3(CN)6,1.7672766242630684
647,BeHgPd2,11.786647812956266
648,Yb(SiRu)2,7.868265374274053
649,H4NCl,1.5800316452527146
650,ZnSbF5,1.4771707190888037
651,AlAgS2,2.4230352865775604
652,Sm(CoSi)2,11.120810821758155
653,Na2ZnSe2,2.020173259896289
654,V3Cd,15.614269115139525
655,BaOsCl2,12.664533153653949
656,HBr,1.6203188986533894
657,Ti2ZnO5,8.390496608266599
658,SmTaO4,2.0114008385534032
659,BaYSc,11.68392200133728
660,HfSi2,9.414240985514091
661,CuS4BrN4,3.4760993464897787
662,NiBiAsO5,8.984108191690481
663,Pm5Mg,5.598990980524974
664,Rb2TeI6,2.565066600824756
665,Nd(SiPd)2,8.57720817049464
666,MnPO4,11.395360166898339
667,Rb2PrO3,8.327088326660165
668,Rb3H5Pd,1.6845968855090132
669,Li2Fe3TeO8,9.36505205538122
670,TaBeSi,10.478648131637335
671,ZrCl3,6.160335488699729
672,BaCuO2,5.3495981157466375
673,TmP,4.079387208883217
674,Ba2Sc2O5,1.9450535553894999
675,Rb(FeAs)2,8.50308963455833
676,CaBr2,1.745193399024876
677,SbS2NCl6,2.24942955731744
678,LiHfRh2,5.897146202472289
679,Ti(SeO3)2,3.2479480701924204
680,La2MoO6,1.98674776120842
681,Li2NiPO4F,8.83524004578634
682,Mo2W(SeS2)2,2.9628421040165693
683,Tm2MnS4,11.111146055500603
684,U3H2,2.2719374991403263
685,B3H7CO,1.58415066623517
686,OsO4,2.170744879835798
687,Li4Ni3(OF3)2,1.2292273996295395
688,TbFeC2,6.428556084637773
689,ZnSbF6,1.517333186877556
690,MgZnRh2,6.256204919917505
691,K2Cd(CN)4,1.4332248020925864
692,Li2N,7.815126358543411
693,Yb3Re,8.138402791703049
694,BeFeSb,7.428232180898314
695,Na3BrO,1.5282778979404672
696,Ba4ZrIr,17.469188113170382
697,Sr3AsN,2.6694943341389585
698,Be2ReTe,12.110803716792155
699,Sr2BeNi,9.675847938725232
700,RbBa3,10.991661991406636
701,P3BrCl4,1.946535383701
702,NaLiO3,15.573092178498142
703,SbCl3,3.1091102692999915
704,TaSb2,7.804611884435168
705,Lu2(CN2)3,1.7420677369149569
706,RbCu2Br3,1.8235039530164632
707,Ca3SnN,6.029734654194993
708,SrNd2O4,0.8442353542308764
709,CdSiAs2,3.1631735119444
710,VFe,16.181795326848007
711,PrNbO3,11.216838532610991
712,PHPb2,1.4825091343169974
713,ScAu2,5.067570094894265
714,NaBe2Pd,7.7235980389107945
715,SnBrF,2.243605728880782
716,HfMg,10.170121270991153
717,NaBiSe2,4.209208159895794
718,Na3SrPCO7,1.4298251641372102
719,LuCl3,1.632901303406506
720,MgSiAs2,2.8037831585199307
721,CuH2(IN)4,2.411548603422014
722,SmPd3,4.098670516155208
723,TbNiSb,4.313073150318691
724,HoMn2,15.369427445419035
725,Fe(SiP)4,3.8729532228864665
726,YbAu2,7.287864341950022
727,BeCoBr2,14.11719991121941
728,SmPtF7,1.622364529526785
729,Ni(PS3)2,4.198801416277428
730,LuPaTc2,9.014641793585957
731,Zr2BeGe,11.787422675603572
732,DySCl,2.0984597526122184
733,BaGa4S7,2.3326237016144145
734,ThNCl,2.3429895432971954
735,Fe(HO)2,6.171844672921269
736,KZnSb,2.785169055311844
737,Ba4ZnCu,16.387362000435985
738,TiGa3,7.685523187569383
739,SmCd,9.35896005618858
740,BaHfSe4,24.712553490078683
741,Ca2NCl,2.0000166665972228
742,HfBeTc,6.210848036567416
743,Nd2ScSi2,11.270659548875866
744,SmTe,10.095424706271649
745,Li2VH2OF5,4.0409239867469235
746,NdIO,2.101182206917493
747,K2Sn,9.274148658142877
748,H3F2,1.2109362768811027
749,Ta3AlC2,9.697217814060552
750,HoCoSi,10.539688483695016
751,HfRu,7.6605156484403825
752,Cd2P3Br,2.6633687940901707
753,Si3H,2.764253968071676
754,Sc3Sb,10.077392189119827
755,Cr(WO4)2,4.6018619420114435
756,MnAu4,13.956138434395097
757,NiO,8.683081250339649
758,Eu2C(NCl)2,3.459306288838848
759,K6Fe2O5,5.239481526512587
760,As(IF2)3,1.7576499461876172
761,Ca2Bi,3.5949362534913836
762,TiSnO4,2.097832214453768
763,Sr3SbP,4.6905934237222775
764,KDyS2,2.087893675453805
765,ZrGeTe,9.51673963778212
766,Ce2Th2O7,7.3967245002996656
767,HfBeSi2,12.194595797592747
768,Li4NCl,1.8305372617531352
769,Ba2LiSb,9.134646499272243
770,HfBeBi,10.209751874229529
771,Sr3(InP2)2,2.8553517004623674
772,BeRh,6.469374003719372
773,Al2HgS4,2.2487774456357394
774,Ba2TiBi,16.12426535794215
775,K2NaAlP2,2.2204353927402014
776,Na2CaBe,8.89608715484885
